Date,EM_SCB,EM_SCE,EM_TSM,EM_VAL,G_RE,IN_SCB,IN_SCE,IN_SCV,IN_VAL,US_1Y,US_2Y,US_3G,US_5Y,US_LCB,US_LCG,US_LCV,US_MIC,US_NQ,US_SCB,US_SCE,US_SCG,US_SCV,US_SP,US_TSM,USC
1927-12-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1928-01-31,102.77902,101.27312,100.48797,100.0171,101.39806,102.77902,100.09412,100.0171,98.19693,100.2436,100.44797,100.44797,100.44797,99.19684,98.03307,98.19693,103.26507,104.27,102.77902,100.09912,103.1981,100.0171,99.6036,99.54553,99.7998
1928-02-29,99.91554,98.26774,98.10224,95.82332,97.85972,99.91554,98.01387,95.82332,96.27007,100.56378,100.39841,100.39841,100.39841,98.00753,97.59715,96.27007,100.11936,98.86881,99.91554,98.02377,98.24841,95.82332,98.35646,98.2129,97.93653
1928-03-31,108.01971,106.01573,104.88792,105.36621,106.70127,108.01971,105.67875,105.36621,101.77949,100.84968,100.48984,100.48984,100.48984,107.12042,117.07266,101.77949,107.29485,106.0368,108.01971,105.69433,105.507,105.36621,109.18364,107.18686,106.08743
1928-04-30,116.62901,113.75899,111.63919,115.18668,115.92583,116.62901,111.54021,115.18668,106.76992,101.06449,100.45032,100.45032,100.45032,111.38191,117.83471,106.76992,117.53772,108.68772,116.62901,111.56194,109.94969,115.18668,112.95059,111.85522,111.33257
1928-05-31,119.94082,115.71052,112.97073,116.67389,118.32013,119.94082,112.9566,116.67389,106.28499,101.38163,100.37264,100.37264,100.37264,113.16745,121.80808,106.28499,121.56953,112.24181,119.94082,112.98418,118.22626,116.67389,115.18102,113.7791,112.94577
1928-06-30,111.67329,108.28479,106.61581,108.18335,109.93705,111.67329,106.96496,108.18335,101.65358,101.68801,100.52537,100.52537,100.52537,108.42435,117.80792,101.65358,111.58085,104.64304,111.67329,106.99673,108.15563,108.18335,110.74655,108.74321,107.29304
1928-07-31,111.63252,108.61948,107.30817,107.23763,109.43646,111.63252,107.62621,107.23763,103.01095,102.00588,99.61226,99.61226,99.61226,109.40185,118.68579,103.01095,110.89843,104.33958,111.63252,107.66352,107.71241,107.23763,112.30476,109.6859,108.09167
1928-08-31,118.50914,115.07809,113.36985,112.48203,115.48309,118.50914,114.71432,112.48203,108.3033,102.32373,100.09854,100.09854,100.09854,117.00905,128.0491,108.3033,116.08363,110.51648,118.50914,114.75947,114.30333,112.48203,121.32148,117.26484,115.30169
1928-09-30,124.91678,120.8246,117.69823,119.70156,122.31118,124.91678,118.96784,119.70156,110.71736,102.58783,100.36187,100.36187,100.36187,120.21439,132.81284,110.71736,122.67388,114.11932,124.91678,119.02041,120.84914,119.70156,124.46055,121.02867,119.28388
1928-10-31,127.46751,122.97498,119.73746,119.53943,123.47712,127.46751,120.78587,119.53943,112.29313,102.99623,100.67125,100.67125,100.67125,122.21998,134.39852,112.29313,126.31409,119.19763,127.46751,120.84519,129.09698,119.53943,126.55721,123.0905,121.05026
1928-11-30,142.38818,137.3979,133.52108,133.59939,137.96545,142.38818,134.90786,133.59939,125.00201,103.38237,100.84769,100.84769,100.84769,137.04129,144.46264,125.00201,140.52318,130.22341,142.38818,134.98016,140.28387,133.59939,142.90221,138.04698,135.13593
1928-12-31,142.44671,137.36836,133.18319,131.64277,136.98353,142.44671,135.6681,131.64277,124.31797,103.43406,100.75962,100.75962,100.75962,137.71425,142.08437,124.31797,138.42899,128.2961,142.44671,135.74755,141.54713,131.64277,143.60843,138.78462,135.77185
1929-01-31,145.18836,139.92571,136.14981,134.16696,139.61508,145.18836,140.78473,134.16696,127.46354,103.77942,100.45902,100.45902,100.45902,145.12593,148.25734,127.46354,141.75518,129.82282,145.18836,140.87397,141.49193,134.16696,151.9831,145.82193,141.7568
1929-02-28,146.66641,141.42876,137.45921,133.57781,140.0192,146.66641,141.915,133.57781,128.61766,104.13985,100.26078,100.26078,100.26078,145.06281,147.95238,128.61766,142.57157,131.93894,146.66641,142.012,142.53387,133.57781,151.68779,145.90169,142.46266
1929-03-31,140.27805,137.29089,135.32957,128.34789,134.22872,140.27805,140.07921,128.34789,130.23456,104.48674,100.29323,100.29323,100.29323,145.10155,149.55548,130.23456,136.68544,124.36564,140.27805,140.18205,134.04128,128.34789,151.51002,145.32351,140.87651
1929-04-30,141.96362,138.83497,136.86606,128.12725,134.91979,141.96362,141.78712,128.12725,131.62695,104.84899,101.16876,101.16876,101.16876,147.65393,150.98506,131.62695,138.0435,126.18138,141.96362,141.89823,133.92439,128.12725,154.18053,147.84441,142.73346
1929-05-31,127.87263,128.11723,129.02726,111.8541,119.65595,127.87263,133.14325,111.8541,129.61447,105.29859,100.5351,100.5351,100.5351,139.99334,134.69378,129.61447,122.54466,111.62005,127.87263,133.25468,120.2562,111.8541,148.59349,139.57,134.56225
1929-06-30,137.06682,136.80366,137.78542,117.45985,126.95602,137.06682,144.75636,117.45985,137.89109,105.83487,101.59682,101.59682,101.59682,154.77512,146.40315,137.89109,130.45818,121.13008,137.06682,144.88417,128.6288,117.45985,165.52943,153.95826,147.00777
1929-07-31,138.88799,140.15204,143.07799,121.63364,130.05505,138.88799,150.41192,121.63364,146.65221,106.17831,102.25544,102.25544,102.25544,162.36901,146.46114,146.65221,131.79631,123.49211,138.88799,150.55197,128.53477,121.63364,173.32041,161.09518,153.31741
1929-08-31,140.83059,145.40804,152.45548,121.66464,130.98115,140.83059,160.76228,121.66464,163.82451,106.59559,102.77763,102.77763,102.77763,178.00179,156.45182,163.82451,132.37722,120.63944,140.83059,160.91949,127.38632,121.66464,191.14451,175.51163,165.09491
1929-09-30,135.41789,138.92272,144.41538,116.33191,125.59353,135.41789,153.85236,116.33191,152.84162,106.96004,102.62209,102.62209,102.62209,169.15075,146.11595,152.84162,126.51104,118.96256,135.41789,154.01086,121.95724,116.33191,182.0424,166.99399,157.38207
1929-10-31,108.7012,115.42692,123.56834,95.21772,101.80673,108.7012,127.31964,95.21772,138.86904,107.43975,104.334,104.334,104.334,137.26456,107.7458,138.86904,100.17865,89.09106,108.7012,127.45851,95.45459,95.21772,146.12889,135.34399,129.4322
1929-11-30,95.46737,102.74645,110.92121,83.89856,89.55828,95.46737,113.23988,83.89856,127.34934,107.83169,106.20039,106.20039,106.20039,120.78773,90.16221,127.34934,86.96886,75.07703,95.46737,113.36976,79.7861,83.89856,127.91568,119.04638,114.78778
1929-12-31,93.78765,101.70585,110.0196,82.61255,88.08402,93.78765,113.65812,82.61255,127.51974,108.21568,106.64916,106.64916,106.64916,123.18435,93.90863,127.51974,84.41328,69.8742,93.78765,113.79415,77.58712,82.61255,131.52328,121.06715,115.71278
1930-01-31,102.06189,108.83826,116.3551,90.61845,96.23761,102.06189,119.58423,90.61845,130.95606,108.35561,106.19555,106.19555,106.19555,129.29724,100.30843,130.95606,92.86769,78.9788,102.06189,119.73304,82.42056,90.61845,139.92354,127.47238,121.7926
1930-02-28,104.88973,110.76922,118.11614,93.50679,99.10457,104.88973,121.913,93.50679,131.29169,108.66594,107.17718,107.17718,107.17718,132.9483,104.58621,131.29169,95.79787,83.22786,104.88973,122.0707,83.52928,93.50679,143.54602,131.03031,124.50279
1930-03-31,115.52687,121.29038,127.94008,104.30127,109.85014,115.52687,131.32222,104.30127,139.81661,109.03268,108.88395,108.88395,108.88395,142.59626,112.26652,139.81661,105.66607,89.88609,115.52687,131.49819,91.04349,104.30127,155.19995,140.87069,133.93736
1930-04-30,110.73429,115.89204,122.58807,99.58088,105.08584,110.73429,126.6251,99.58088,133.91918,109.25119,108.10071,108.10071,108.10071,140.00961,111.59373,133.91918,101.01875,87.79175,110.73429,126.80135,85.48929,99.58088,153.96534,138.00266,129.83537
1930-05-31,106.83895,112.40803,119.46027,95.99657,101.3463,106.83895,123.95425,95.99657,131.79628,109.52224,108.74463,108.74463,108.74463,138.52819,108.75986,131.79628,97.35545,82.59448,106.83895,124.13312,82.26968,95.99657,152.48126,136.23625,127.53687
1930-06-30,87.23632,93.53473,101.64402,77.22328,82.13912,87.23632,104.72354,77.22328,116.66596,109.80623,110.27137,110.27137,110.27137,117.20398,88.8348,116.66596,78.39342,61.64852,87.23632,104.88087,68.33484,77.22328,127.70077,114.90471,107.70486
1930-07-31,90.0919,96.61073,105.05921,79.05979,84.4602,90.0919,108.73963,79.05979,120.68688,110.0131,110.85224,110.85224,110.85224,122.09449,93.45063,120.68688,81.03396,67.1229,90.0919,108.90823,72.7874,79.05979,132.63155,119.61589,111.8823
1930-08-31,88.86628,95.18442,103.51973,78.1131,83.38001,88.86628,108.04007,78.1131,118.79176,110.09979,111.08012,111.08012,111.08012,122.80987,95.91188,118.79176,79.47106,65.95497,88.86628,108.21304,70.04361,78.1131,134.50749,120.109,111.6004
1930-09-30,76.22957,81.83665,90.55726,64.25827,70.05722,76.22957,94.30907,64.25827,105.93425,110.33012,111.76178,111.76178,111.76178,107.94976,82.19153,105.93425,67.20918,56.32554,76.22957,94.46546,60.45653,64.25827,117.26135,105.32675,97.49858
1930-10-31,68.98985,74.12803,82.87936,57.22796,62.89808,68.98985,85.81976,57.22796,98.03183,110.41464,112.59358,112.59358,112.59358,98.55582,72.50667,98.03183,60.4268,49.6397,68.98985,85.9668,54.34697,57.22796,107.23198,96.09954,88.80015
1930-11-30,67.44465,72.04702,79.89963,55.52592,61.25837,67.44465,83.73493,55.52592,93.17849,110.54791,113.37168,113.37168,113.37168,95.76449,71.4942,93.17849,58.96822,50.60767,67.44465,83.8827,54.46567,55.52592,106.28244,93.44105,86.38533
1930-12-31,59.57704,63.52102,71.23459,46.4934,52.70287,59.57704,75.80643,46.4934,83.83781,110.6914,113.62979,113.62979,113.62979,88.88259,66.96713,83.83781,50.98206,43.91734,59.57704,75.94441,48.78566,46.4934,98.77795,86.38466,78.70858
1931-01-31,65.53796,69.99135,78.68511,53.37411,59.23927,65.53796,81.83618,53.37411,92.9869,110.84094,112.809,112.809,112.809,94.23962,69.40286,92.9869,57.27517,50.75966,65.53796,81.98892,53.61891,53.37411,103.73621,91.84564,84.61103
1931-02-28,74.28966,78.44833,86.7136,61.64469,67.78428,74.28966,90.45818,61.64469,99.54525,110.87497,113.9057,113.9057,113.9057,104.30682,78.76561,99.54525,65.69635,56.20617,74.28966,90.63111,60.69564,61.64469,116.11494,101.85252,93.73275
1931-03-31,70.03216,72.4893,79.27156,57.0463,63.31375,70.03216,83.56344,57.0463,88.16355,111.00746,114.48088,114.48088,114.48088,97.70801,75.03675,88.16355,61.81878,54.59868,70.03216,83.72772,58.05598,57.0463,108.27893,95.43443,86.96631
1931-04-30,59.72953,62.15985,69.46162,46.08516,52.57392,59.72953,73.51494,46.08516,79.31288,111.08017,115.42039,115.42039,115.42039,88.5297,68.06371,79.31288,52.01717,47.85028,59.72953,73.66366,50.56682,46.08516,98.1582,86.02123,77.21555
1931-05-31,52.09592,52.8921,58.82416,38.86714,45.09721,52.09592,62.74284,38.86714,65.15709,111.16626,116.78312,116.78312,116.78312,76.85949,60.89732,65.15709,45.68649,42.46712,52.09592,62.87345,45.67402,38.86714,85.60387,74.67732,66.227
1931-06-30,59.45002,62.09378,69.0603,47.38494,53.22184,59.45002,72.75228,47.38494,78.63553,111.23974,114.26489,114.26489,114.26489,87.56639,68.5878,78.63553,52.32658,46.03011,59.45002,72.90686,50.29678,47.38494,97.76724,85.13563,76.50062
1931-07-31,55.43342,57.05917,62.92357,43.56496,49.27867,55.43342,67.23284,43.56496,69.97318,111.29392,114.43762,114.43762,114.43762,81.80939,65.36855,69.97318,48.89828,42.9507,55.43342,67.37934,45.97544,43.56496,90.71323,79.53245,70.88971
1931-08-31,54.34093,56.2229,61.57827,41.9521,47.88088,54.34093,66.97717,41.9521,68.36017,111.32129,114.61256,114.61256,114.61256,82.09683,66.84641,68.36017,48.00834,43.24276,54.34093,67.12649,45.23229,41.9521,92.36494,79.66705,70.74907
1931-09-30,37.96919,38.95732,43.60781,27.69553,32.53247,37.96919,47.19622,27.69553,49.05634,111.33866,113.29871,113.29871,113.29871,58.42212,46.35058,49.05634,33.06435,30.73263,37.96919,47.3048,33.21081,27.69553,64.90872,56.63449,49.83003
1931-10-31,41.39295,42.06419,45.98914,30.01737,35.36291,41.39295,50.6887,30.01737,49.99056,111.44154,112.09171,112.09171,112.09171,63.02389,51.10662,49.99056,35.81371,34.08556,41.39295,50.80767,34.6146,30.01737,70.72441,61.12564,53.59758
1931-11-30,38.06555,37.69225,39.94081,26.40477,31.8136,38.06555,45.49561,26.40477,40.85994,111.61684,112.62242,112.62242,112.62242,57.29105,47.2044,40.85994,32.94597,30.2748,38.06555,45.60493,31.93595,26.40477,65.08258,55.62393,48.2732
1931-12-31,31.91485,31.04252,32.64812,20.68027,25.79479,31.91485,38.39724,20.68027,32.54114,111.74508,110.81558,110.81558,110.81558,49.74806,43.0489,32.54114,27.02903,25.52771,31.91485,38.49179,27.52761,20.68027,55.97102,48.16496,41.08692
1932-01-31,32.84168,32.18406,33.63277,22.56981,27.34776,32.84168,38.69572,22.56981,33.55895,111.99215,110.44842,110.44842,110.44842,48.886,40.4499,33.55895,28.48374,26.67646,32.84168,38.79293,28.21233,22.56981,54.45454,47.51455,41.07445
1932-02-29,33.26614,32.60478,34.24655,22.36735,27.40183,33.26614,40.25609,22.36735,34.3501,112.23865,111.84787,111.84787,111.84787,51.88114,42.11052,34.3501,28.67023,28.26104,33.26614,40.35915,27.51255,22.36735,57.5603,50.20066,42.94388
1932-03-31,29.20961,28.46743,29.51369,19.07284,23.7131,29.20961,35.5411,19.07284,29.04447,112.41015,112.70358,112.70358,112.70358,46.20552,38.13837,29.04447,25.19732,22.39687,29.20961,35.63411,24.61523,19.07284,50.89471,44.68155,37.97051
1932-04-30,24.50257,23.50906,24.00425,15.44477,19.54707,24.50257,29.28847,15.44477,22.88119,112.52762,114.87117,114.87117,114.87117,37.88477,31.69869,22.88119,20.70727,18.08995,24.50257,29.3669,19.86149,15.44477,40.72971,36.72453,31.25281
1932-05-31,18.89807,17.93154,18.23464,11.57202,14.86086,18.89807,23.04234,11.57202,17.11548,112.58523,113.82202,113.82202,113.82202,30.22137,23.81226,17.11548,16.10291,14.7216,18.89807,23.10551,16.45649,11.57202,31.78734,29.20004,24.61048
1932-06-30,19.56857,18.46706,18.45857,11.86212,15.31077,19.56857,23.29151,11.86212,16.9286,112.59874,115.03373,115.03373,115.03373,29.87639,23.77164,16.9286,16.5407,15.35463,19.56857,23.35652,16.61267,11.86212,31.71623,28.98841,24.66772
1932-07-31,26.59475,26.36933,26.83446,19.0417,22.69292,26.59475,32.2209,19.0417,26.2136,112.61563,116.40144,116.40144,116.40144,39.96692,31.03834,26.2136,22.58311,20.75793,26.59475,32.31201,21.91271,19.0417,43.81566,38.86814,33.85477
1932-08-31,40.53467,41.08856,41.36829,34.1154,37.62231,40.53467,46.6111,34.1154,40.86859,112.64164,117.82453,117.82453,117.82453,54.05083,39.8834,40.86859,36.13283,31.91532,40.53467,46.7445,32.58893,34.1154,60.76728,53.19683,48.31548
1932-09-30,38.22812,38.51283,39.03979,30.42104,34.51483,38.22812,44.57604,30.42104,38.5934,112.66519,118.12965,118.12965,118.12965,52.72371,39.25338,38.5934,33.30821,31.18126,38.22812,44.70596,31.67305,30.42104,58.66686,51.71823,46.44484
1932-10-31,31.27599,31.14931,31.93958,23.33868,27.3587,31.27599,37.56396,23.33868,31.57389,112.67409,118.64868,118.64868,118.64868,46.12653,35.23599,31.57389,26.99204,30.08368,31.27599,37.67568,26.52348,23.33868,50.75264,44.93667,39.42015
1932-11-30,28.82393,28.30285,29.26747,19.96104,24.30651,28.82393,34.99339,19.96104,28.76628,112.68366,119.00553,119.00553,119.00553,43.53254,32.57323,28.76628,24.7413,31.16068,28.82393,35.09935,26.44333,19.96104,48.63793,42.33295,36.77165
1932-12-31,28.08475,27.63375,29.00686,18.44035,23.06897,28.08475,35.57011,18.44035,28.99168,112.68457,120.38834,120.38834,120.38834,45.76957,34.92179,28.99168,23.3389,29.4001,28.08475,35.67956,25.07803,18.44035,51.38544,44.20209,37.71693
1933-01-31,28.82405,28.71736,30.12691,19.40739,23.97749,28.82405,36.51617,19.40739,30.46746,112.68547,120.18568,120.18568,120.18568,46.29016,34.36182,30.46746,24.41811,31.73741,28.82405,36.63033,26.17761,19.40739,51.8329,44.77638,38.5639
1933-02-28,24.0846,23.8434,25.10119,15.54239,19.61865,24.0846,30.65694,15.54239,25.31207,112.64434,120.15644,120.15644,120.15644,39.15726,29.563,25.31207,20.06562,27.91622,24.0846,30.75461,21.50443,15.54239,42.6464,37.85566,32.40422
1933-03-31,26.64567,26.3477,27.54259,17.4892,21.89043,26.64567,32.75373,17.4892,27.5443,112.68038,121.32997,121.32997,121.32997,40.1057,31.68351,27.5443,21.91717,29.41533,26.64567,32.85961,23.02566,17.4892,44.15335,39.0732,34.16585
1933-04-30,40.14091,40.32908,41.39415,28.14906,34.10509,40.14091,47.75256,28.14906,41.29876,112.77943,122.00428,122.00428,122.00428,55.1224,42.61867,41.29876,32.69231,42.68164,40.14091,47.90858,33.48858,28.14906,62.94683,54.25311,49.08138
1933-05-31,59.47181,58.77383,56.78994,45.88993,53.06451,59.47181,62.07446,45.88993,52.13088,112.81665,124.41529,124.41529,124.41529,65.26433,47.78475,52.13088,52.10814,76.89524,59.47181,62.27966,53.55923,45.88993,73.53883,65.83881,62.39455
1933-06-30,70.10663,69.18635,66.63588,56.81619,64.1263,70.10663,71.49159,56.81619,60.88513,112.83199,124.49363,124.49363,124.49363,73.46274,53.74814,60.88513,62.46388,90.87479,70.10663,71.73104,71.19751,56.81619,83.37958,74.48022,71.4985
1933-07-31,62.09136,61.55775,59.12476,50.64551,56.97822,62.09136,63.74402,50.64551,54.1203,112.84226,124.40482,124.40482,124.40482,66.63168,49.38024,54.1203,54.70274,78.97019,62.09136,63.9611,61.12769,50.64551,76.19568,67.33552,64.05254
1933-08-31,70.97743,70.95917,68.26722,57.55813,64.94386,70.97743,73.00268,57.55813,63.11223,112.85963,125.29204,125.29204,125.29204,74.39999,54.10025,63.11223,61.23406,85.61948,70.97743,73.2545,67.5788,57.55813,85.3851,75.4518,72.71593
1933-09-30,60.48982,60.05072,58.51962,45.29338,53.22655,60.48982,64.07918,45.29338,54.4146,112.86539,125.59871,125.59871,125.59871,66.88377,49.93106,54.4146,51.39647,78.19627,60.48982,64.30388,62.43126,45.29338,75.83802,67.45378,63.89844
1933-10-31,53.27542,52.44864,51.44672,38.00088,45.76758,53.27542,57.89589,38.00088,47.75092,112.8637,125.27299,125.27299,125.27299,61.58567,46.36111,47.75092,45.04363,69.78236,53.27542,58.10212,57.12466,38.00088,69.35744,61.86001,57.82693
1933-11-30,57.26939,57.17663,56.79459,40.65931,49.08403,57.26939,63.51074,40.65931,54.09851,112.87284,125.58889,125.58889,125.58889,67.88316,50.75922,54.09851,47.65852,71.31757,57.26939,63.73988,59.6634,40.65931,77.17561,68.0285,63.59046
1933-12-31,59.17089,59.006,58.57839,41.31883,50.29698,59.17089,65.11012,41.31883,55.70054,112.88424,122.39223,122.39223,122.39223,69.02225,51.08064,55.70054,49.15257,75.42546,59.17089,65.34822,62.50648,41.31883,79.12847,69.26146,65.07515
1934-01-31,75.83184,74.64474,71.79972,56.55123,66.64925,75.83184,76.30861,56.55123,65.16033,112.92612,123.96224,123.96224,123.96224,76.64268,55.88122,65.16033,64.52584,101.4397,75.83184,76.59092,75.95494,56.55123,87.58975,78.002,75.37103
1934-02-28,76.07236,74.17565,70.49918,58.17959,67.71451,76.07236,74.89787,58.17959,62.5931,112.94283,124.59627,124.59627,124.59627,74.52298,53.2259,62.5931,65.61599,104.4626,76.07236,75.1788,75.72821,58.17959,84.76682,76.08183,73.74916
1934-03-31,76.74614,74.39467,70.5724,56.77315,67.19592,76.74614,75.14049,56.77315,62.16872,112.95526,126.93951,126.93951,126.93951,74.52298,53.34455,62.16872,66.05847,104.97447,76.74614,75.42608,79.33833,56.77315,84.76682,76.14881,73.81782
1934-04-30,75.56875,72.85991,68.95781,55.08756,65.68296,75.56875,73.78651,55.08756,60.27782,112.95108,129.23225,129.23225,129.23225,73.14006,52.37403,60.27782,65.49773,107.88226,75.56875,74.07073,81.58408,55.08756,82.63782,74.77552,72.38159
1934-05-31,67.42296,64.9653,62.01361,47.90805,57.86267,67.42296,67.48904,47.90805,54.63514,112.94712,130.76076,130.76076,130.76076,68.1146,48.66427,54.63514,58.30379,95.95048,67.42296,67.75271,75.59328,47.90805,76.55452,69.36762,66.41934
1934-06-30,67.66056,65.32961,62.91262,46.57073,57.15703,67.66056,69.12493,46.57073,56.02669,112.94294,131.9292,131.9292,131.9292,70.06219,49.77921,56.02669,57.95488,94.58799,67.66056,69.39837,78.43725,46.57073,78.30708,71.19176,68.01558
1934-07-31,55.01987,52.64624,51.47285,34.91349,44.66428,55.01987,59.39797,34.91349,46.11856,112.93899,131.59894,131.59894,131.59894,62.95515,46.04574,46.11856,46.09767,76.55952,55.01987,59.6364,64.29689,34.91349,69.44664,63.44418,58.93334
1934-08-31,60.25518,57.44229,55.38962,38.78378,49.26486,60.25518,63.27586,38.78378,48.74892,112.93504,130.372,130.372,130.372,66.21622,48.57682,48.74892,51.02888,86.22898,60.25518,63.53284,71.31715,38.78378,73.68705,66.95935,62.55761
1934-09-30,59.75942,56.98432,54.92701,38.20595,48.6952,59.75942,62.90644,38.20595,48.33571,112.9303,128.55418,128.55418,128.55418,66.15663,48.51587,48.33571,50.14389,83.55589,59.75942,63.1651,70.65354,38.20595,73.44543,66.86,62.28795
1934-10-31,58.80693,55.39787,53.12434,35.58093,46.63427,58.80693,61.707,35.58093,45.93343,112.9321,130.97635,130.97635,130.97635,65.0586,48.9252,45.93343,49.11289,82.19392,58.80693,61.96388,69.99647,35.58093,71.34702,65.76008,61.02645
1934-11-30,66.53578,62.2614,59.14738,39.00531,51.94287,66.53578,67.53256,39.00531,50.31203,112.93018,131.5674,131.5674,131.5674,70.25102,53.75326,50.31203,55.82482,97.21075,66.53578,67.81679,82.18761,39.00531,78.06869,71.28269,66.67706
1934-12-31,68.22186,63.57676,60.16544,38.62822,52.34993,68.22186,68.35022,38.62822,50.76904,112.93244,133.1913,133.1913,133.1913,70.32887,53.30664,50.76904,57.24572,101.16723,68.22186,68.64129,86.24431,38.62822,77.98688,71.54013,67.20569
1935-01-31,65.75372,60.70935,57.28111,37.07087,50.34769,65.75372,65.54572,37.07087,47.73804,112.93572,134.69685,134.69685,134.69685,67.93216,52.59113,47.73804,54.97988,94.50031,65.75372,65.82828,81.45145,37.07087,74.78528,69.07414,64.47562
1935-02-28,62.96347,57.40462,54.54622,32.7434,46.34077,62.96347,63.7632,32.7434,45.20529,112.94385,136.09509,136.09509,136.09509,66.77078,52.96184,45.20529,52.11336,89.93595,62.96347,64.04137,78.57825,32.7434,72.23764,67.73505,62.66034
1935-03-31,58.25682,52.97393,50.91928,28.52328,41.62244,58.25682,60.55896,28.52328,42.57281,112.94667,137.77705,137.77705,137.77705,64.587,51.06785,42.57281,47.72044,82.74107,58.25682,60.82635,73.91982,28.52328,70.17136,65.2775,59.69564
1935-04-30,63.58705,58.35761,56.40517,32.0692,46.11374,63.58705,66.26369,32.0692,47.85093,112.94995,139.23069,139.23069,139.23069,70.43844,54.29627,47.85093,52.34521,87.97858,63.58705,66.5593,78.88161,32.0692,77.04766,71.15891,65.31248
1935-05-31,64.52956,59.26599,57.46864,32.86525,47.02784,64.52956,68.22852,32.86525,48.94603,112.95322,138.73038,138.73038,138.73038,73.03375,55.24964,48.94603,53.31634,83.98435,64.52956,68.53623,76.77492,32.86525,80.20261,73.63782,67.31794
1935-06-30,68.11781,62.85631,60.54435,33.65522,48.90056,68.11781,72.38728,33.65522,51.4635,112.95559,140.28023,140.28023,140.28023,77.40682,57.89329,51.4635,55.52843,88.59509,68.11781,72.71717,81.23393,33.65522,85.81174,78.02715,71.36438
1935-07-31,75.80421,69.61658,66.79413,38.40142,55.1076,75.80421,78.40243,38.40142,56.28115,112.95932,140.78758,140.78758,140.78758,82.97671,60.07708,56.28115,62.51597,99.91755,75.80421,78.76337,88.66505,38.40142,93.10951,83.87823,77.22946
1935-08-31,80.77221,73.55386,69.37135,42.20351,59.64148,80.77221,80.97042,42.20351,56.93581,112.9626,139.76359,139.76359,139.76359,84.91311,61.44144,56.93581,67.70253,106.66198,80.77221,81.34712,92.40468,42.20351,95.71453,86.11891,79.56928
1935-09-30,83.13071,75.40763,70.51195,42.86529,60.97983,83.13071,82.95173,42.86529,57.14559,112.96542,138.95529,138.95529,138.95529,87.11025,63.69445,57.14559,70.32898,112.88038,83.13071,83.34172,97.10503,42.86529,98.16654,88.36252,81.43906
1935-10-31,90.13284,81.75071,76.23686,45.44022,65.37955,90.13284,89.24393,45.44022,61.61157,112.96825,140.4529,140.4529,140.4529,93.06898,65.8291,61.61157,77.02065,121.32383,90.13284,89.66767,107.69083,45.44022,105.78947,94.54375,87.44358
1935-11-30,98.8787,90.03022,82.94827,53.43831,74.30538,98.8787,95.41074,53.43831,66.481,112.98395,140.62674,140.62674,140.62674,97.20603,67.25257,66.481,85.91601,133.58967,98.8787,95.86824,114.8974,53.43831,110.79881,99.17989,92.91958
1935-12-31,106.24778,97.05596,89.55986,56.86936,79.45965,106.24778,101.04404,56.86936,72.12446,112.98723,142.29691,142.29691,142.29691,101.21227,69.47126,72.12446,92.13591,140.81687,106.24778,101.53335,121.52272,56.86936,115.16229,103.64066,98.1405
1936-01-31,118.82697,108.64308,100.47009,65.84604,90.43471,118.82697,109.88016,65.84604,81.15778,112.9905,142.22814,142.22814,142.22814,107.6805,71.01316,81.15778,104.09553,156.41938,118.82697,110.41733,134.05706,65.84604,122.87978,110.77847,106.3334
1936-02-29,123.93285,114.07153,105.20264,70.78686,95.77058,123.93285,114.08878,70.78686,85.31621,112.99287,143.19098,143.19098,143.19098,110.21696,71.75144,85.31621,109.56903,161.1276,123.93285,114.65204,136.59879,70.78686,125.62762,113.57829,109.95181
1936-03-31,126.77847,115.52141,105.72261,70.29592,96.53797,126.77847,114.59922,70.29592,84.20063,113.00101,143.61735,143.61735,143.61735,111.20451,73.5434,84.20063,111.55748,164.9141,126.77847,115.17074,137.28806,70.29592,128.99494,114.75264,110.5802
1936-04-30,111.1614,101.6482,94.14933,60.65003,83.96862,111.1614,103.58719,60.65003,76.13819,113.00858,143.94978,143.94978,143.94978,102.71317,68.5719,76.13819,96.56336,145.83354,111.1614,104.10955,117.52119,60.65003,119.31168,105.45835,100.44718
1936-05-31,116.84197,106.79286,98.43289,65.07268,89.17563,116.84197,108.56593,65.07268,79.17557,113.01547,144.47558,144.47558,144.47558,108.0971,71.74868,79.17557,102.24069,151.47729,116.84197,109.1186,123.27515,65.07268,125.81011,110.96353,105.39792
1936-06-30,116.7362,107.05325,99.27934,64.37067,88.65425,116.7362,109.99158,64.37067,80.60895,113.03876,144.62622,144.62622,144.62622,111.04974,74.95965,80.60895,101.57461,151.65907,116.7362,110.55697,120.54707,64.37067,130.00373,113.70519,107.19526
1936-07-31,127.44988,117.1956,108.46645,71.12526,97.37382,127.44988,117.82475,71.12526,88.12969,113.04203,144.92916,144.92916,144.92916,118.16836,81.51095,88.12969,110.81901,169.32735,127.44988,118.43593,133.35773,71.12526,139.11453,121.28658,114.90886
1936-08-31,131.34631,120.81304,111.1291,74.86056,101.41919,131.34631,120.15776,74.86056,89.76221,113.05006,145.63825,145.63825,145.63825,119.09655,80.86586,89.76221,113.54548,170.12319,131.34631,120.78696,134.21308,74.86056,141.221,122.52248,116.83418
