Date,BIL,BND,BNDX,CWB,DBC,EEM,EFA,EFV,EMB,FLLA,GLD,GSG,HYG,IAU,IEI,IJH,IJK,IJR,IJS,IJT,LQD,PFF,QQQ,SCZ,SHY,SLV,SPY,TIP,TLT,VEA,VGK,VNQ,VO,VOE,VOO,VPL,VT,VTI,VTV,VUG,VWO
1/31/1900,100.39,100.06,100,100,102.87986,100,100,100,100,100,100.00001,102.87986,100,100,100.06,100,100,100,100,100,100.03,100,100,100,100.13,100,102.41,100,100.04,100,100,100,100,100,101.64,100,100,102.41,100,100,100
2/28/1900,100.781521,100.500264,100,100,102.8798703,100,100,100,100,100,100.00002,102.8798703,100,100,100.500264,100,100,100,100,100,100.450126,100,100,100,100.640663,100,105.318444,100,100.460168,100,100,100,100,100,103.784604,100,100,105.318444,100,100,100
3/31/1900,101.1745689,101.5454667,100,100,102.8798806,100,100,100,100,100,100.00003,102.8798806,100,100,101.5354167,100,100,100,100,100,101.4646723,100,100,100,101.7477103,100,107.2352397,100,101.4748157,100,100,100,100,100,104.9366131,100,100,107.2352397,100,100,100
4/30/1900,101.5691498,99.96135746,100,100,102.8798909,100,100,100,100,100,100.00004,102.8798909,100,100,99.94131068,100,100,100,100,100,99.85138398,100,100,100,100.2316694,100,109.6694796,100,99.86136613,100,100,100,100,100,106.6051053,100,100,109.6694796,100,100,100
5/31/1900,101.9652694,100.8710058,100,100,102.8799012,100,100,100,100,100,100.00005,102.8799012,100,100,100.8507766,100,100,100,100,100,100.7300762,100,100,100,101.2039166,100,105.7213784,100,100.7501323,100,100,100,100,100,101.8931596,100,100,105.7213784,100,100,100
6/30/1900,102.362934,100.89118,100,100,102.8799114,100,100,100,100,100,100.00006,102.8799114,100,100,100.8709468,100,100,100,100,100,100.7300762,100,100,100,101.2950001,100,103.776105,100,100.7501323,100,100,100,100,100,99.18280156,100,100,103.776105,100,100,100
7/31/1900,102.7621494,100.5279718,100,100,102.8799217,100,100,100,100,100,100.00007,102.8799217,100,100,100.5078114,100,100,100,100,100,100.3372289,100,100,100,101.0012446,100,104.8657541,100,100.3672818,100,100,100,100,100,99.5101048,100,100,104.8657541,100,100,100
8/31/1900,103.1629218,99.73380079,100,100,102.879932,100,100,100,100,100,100.00008,102.879932,100,100,99.71379964,100,100,100,100,100,99.52449731,100,100,100,100.2841358,100,107.3196127,100,99.5543068,100,100,100,100,100,101.2017766,100,100,107.3196127,100,100,100
9/30/1900,103.5652572,100.6114582,100,100,102.8799423,100,100,100,100,100,100.00009,102.8799423,100,100,100.5813097,100,100,100,100,100,100.3704555,100,100,100,101.2268067,100,108.092314,100,100.4104738,100,100,100,100,100,101.2017766,100,100,108.092314,100,100,100
10/31/1900,103.9691617,100.7221308,100,100,102.8799526,100,100,100,100,100,100.0001,102.8799526,100,100,100.681891,100,100,100,100,100,100.4507519,100,100,100,101.3988922,100,106.8276339,100,100.4908022,100,100,100,100,100,99.16762087,100,100,106.8276339,100,100,100
11/30/1900,104.3746414,102.6559958,100,100,102.8799629,100,100,100,100,100,100.00011,102.8799629,100,100,102.6149833,100,100,100,100,100,102.3593162,100,100,100,103.4065903,100,111.5494153,100,102.4001275,100,100,100,100,100,103.1244089,100,100,111.5494153,100,100,100
12/31/1900,104.7817025,103.8673365,100,100,102.8799732,100,100,100,100,100,100.00012,102.8799732,100,100,103.8258401,100,100,100,100,100,103.5466843,100,100,100,104.688832,103.343465,120.7522421,100,103.5879689,100,100,100,100,100,111.5599856,100,100,120.7522421,100,100,100
1/31/1901,105.1589167,104.2516457,100,100,98.19224719,100,100,100,100,100,100.00013,98.19224719,100,100,104.2099957,100,100,100,100,100,103.9090977,100,100,100,105.2018073,103.343465,131.7648465,100,103.9712444,100,100,100,100,100,122.4705522,100,100,131.7648465,100,100,100
2/28/1901,105.5374888,104.3037715,100,100,98.19225701,100,100,100,100,100,100.00014,98.19225701,100,100,104.2621007,100,100,100,100,100,103.9402704,100,100,100,105.3806504,103.343465,134.7427321,100,104.02323,100,100,100,100,100,125.9609629,100,100,134.7427321,100,100,100
3/31/1901,105.9174237,103.9804298,100,100,98.19226683,100,100,100,100,100,100.00015,98.19226683,100,100,103.9388882,100,100,100,100,100,103.5972675,100,100,100,105.1804271,103.343465,139.2161908,100,103.700758,100,100,100,100,100,130.8356522,100,100,139.2161908,100,100,100
4/30/1901,106.2987265,104.8538654,100,100,98.19227665,100,100,100,100,100,100.00016,98.19227665,100,100,104.8119749,100,100,100,100,100,104.4467651,100,100,100,106.1901592,103.343465,150.6876049,100,104.5614743,100,100,100,100,100,142.1660197,100,100,150.6876049,100,100,100
5/31/1901,106.6814019,104.4763915,100,100,98.19228647,100,100,100,100,100,100.00017,98.19228647,100,100,104.4346518,100,100,100,100,100,104.0498674,100,100,100,105.9353029,103.343465,142.5354055,100,104.185053,100,100,100,100,100,135.3704839,100,100,142.5354055,100,100,100
6/30/1901,107.0654549,104.8734018,100,100,98.19229629,100,100,100,100,100,100.00018,98.19229629,100,100,104.8315034,100,100,100,100,100,104.4244469,100,100,100,106.4649794,103.343465,156.7604389,100,104.5705377,100,100,100,100,100,149.2459585,100,100,156.7604389,100,100,100
7/31/1901,107.4508906,104.5902436,100,100,98.19230611,100,100,100,100,100,100.00019,98.19230611,100,100,104.5484584,100,100,100,100,100,104.121616,100,100,100,106.3052819,103.343465,145.5520675,100,104.2881973,100,100,100,100,100,139.6345188,100,100,145.5520675,100,100,100
8/31/1901,107.8377138,103.6384724,100,100,98.19231593,100,100,100,100,100,100.0002,98.19231593,100,100,103.5970674,100,100,100,100,100,103.153285,100,100,100,105.4761007,103.343465,147.2841372,100,103.3391747,100,100,100,100,100,141.9664153,100,100,147.2841372,100,100,100
9/30/1901,108.2259295,104.4261248,100,100,98.19232574,100,100,100,100,100,100.00021,98.19232574,100,100,104.3740454,100,100,100,100,100,103.9166193,100,100,100,106.3937428,103.343465,146.1647777,100,104.1142185,100,100,100,100,100,141.6682858,100,100,146.1647777,100,100,100
10/31/1901,108.6155429,105.5434843,100,100,98.19233556,100,100,100,100,100,100.00022,98.19233556,100,100,105.4908477,100,100,100,100,100,105.0181354,100,100,100,107.6491889,103.343465,144.0892379,100,105.2282406,100,100,100,100,100,140.492439,100,100,144.0892379,100,100,100
11/30/1901,109.0065588,105.6068104,100,100,98.19234538,100,100,100,100,100,100.00023,98.19234538,100,100,105.5541422,100,100,100,100,100,105.0601427,100,100,100,107.8429575,103.343465,146.9998405,100,105.2913776,100,100,100,100,100,143.9204545,100,100,146.9998405,100,100,100
12/31/1901,109.3989824,105.7652206,100,100,98.1923552,100,100,100,100,100,100.00024,98.1923552,100,100,105.7124734,100,100,100,100,100,105.1967209,100,100,100,108.1341335,100,144.1774435,100,105.4493146,100,100,100,100,100,142.0494886,100,100,144.1774435,100,100,100
1/31/1902,109.8256385,106.3046232,100,100,96.69262408,100,100,100,100,100,100.00025,96.69262408,100,100,106.251607,100,100,100,100,100,105.7121848,100,100,100,108.8478187,100,148.09907,100,106.0609206,100,100,100,100,100,145.5297011,100,100,148.09907,100,100,100
2/28/1902,110.2539585,106.6554285,100,100,96.69263375,100,100,100,100,100,100.00026,96.69263375,100,100,106.5916122,100,100,100,100,100,106.0398926,100,100,100,109.3702883,100,150.2020768,100,106.4851643,100,100,100,100,100,147.2178456,100,100,150.2020768,100,100,100
3/31/1902,110.6839489,107.0073914,100,100,96.69264342,100,100,100,100,100,100.00027,96.69264342,100,100,106.9327053,100,100,100,100,100,106.3686163,100,100,100,109.8952657,100,151.2384711,100,106.911105,100,100,100,100,100,147.8508824,100,100,151.2384711,100,100,100
4/30/1902,111.1156163,107.2642091,100,100,96.69265309,100,100,100,100,100,100.00028,96.69265309,100,100,107.1786506,100,100,100,100,100,106.6026272,100,100,100,110.3238572,100,157.2123907,100,107.2425294,100,100,100,100,100,153.3509352,100,100,157.2123907,100,100,100
5/31/1902,111.5489672,107.4251054,100,100,96.69266276,100,100,100,100,100,100.00029,96.69266276,100,100,107.3287007,100,100,100,100,100,106.7412106,100,100,100,110.6548288,100,157.6840279,100,107.478463,100,100,100,100,100,153.4276107,100,100,157.6840279,100,100,100
6/30/1902,111.9951631,104.8039329,100,100,96.69267243,100,100,100,100,100,100.0003,96.69267243,100,100,104.6991475,100,100,100,100,100,104.1153768,100,100,100,108.1429642,100,157.6051859,100,104.9419713,100,100,100,100,100,152.9673278,100,100,157.6051859,100,100,100
7/31/1902,112.4319442,102.4668052,100,100,96.6926821,100,100,100,100,100,100.00031,96.6926821,100,100,102.3643565,100,100,100,100,100,101.7727809,100,100,100,105.9260334,100,161.9708495,100,102.6962131,100,100,100,100,100,156.8832914,100,100,161.9708495,100,100,100
8/31/1902,112.8704288,102.9074124,100,100,96.69269177,100,100,100,100,100,100.00032,96.69269177,100,100,102.8045232,100,100,100,100,100,102.1900493,100,100,100,106.5404044,100,167.0891284,100,103.2096941,100,100,100,100,100,161.5427252,100,100,167.0891284,100,100,100
9/30/1902,113.3106235,106.9310923,100,100,96.69270144,100,100,100,100,100,100.00033,96.69270144,100,100,106.8241801,100,100,100,100,100,106.1754612,100,100,100,110.8233286,100,168.3422968,100,107.307119,100,100,100,100,100,162.3827473,100,100,168.3422968,100,100,100
10/31/1902,113.7525349,107.8613928,100,100,96.69271111,100,100,100,100,100,100.00034,96.69271111,100,100,107.7535505,100,100,100,100,100,107.0779526,100,100,100,111.9426443,100,163.9990656,100,108.3158059,100,100,100,100,100,157.7223625,100,100,163.9990656,100,100,100
11/30/1902,114.1961698,107.2357967,100,100,96.69272078,100,100,100,100,100,100.00035,96.69272078,100,100,107.1285799,100,100,100,100,100,106.4354849,100,100,100,111.4724852,100,158.7018958,100,107.7742269,100,100,100,100,100,152.1074464,100,100,158.7018958,100,100,100
12/31/1902,114.6415348,106.8068535,100,100,96.69273045,100,100,100,100,100,100.00036,96.69273045,100,100,106.7000656,100,100,100,100,100,105.9884559,100,100,100,111.2049512,88.29787234,156.0198337,100,107.4293494,100,100,100,100,100,149.0805082,100,100,156.0198337,100,100,100
1/31/1903,115.1688859,107.0738706,100,100,98.66365705,100,100,100,100,100,100.00037,98.66365705,100,100,106.9668157,100,100,100,100,100,106.2004328,100,100,100,111.7276145,88.29787234,164.1484671,100,107.5045499,100,100,100,100,100,157.1606718,100,100,164.1484671,100,100,100
2/28/1903,115.6986628,107.7377286,100,100,98.66366691,100,100,100,100,100,100.00038,98.66366691,100,100,107.63001,100,100,100,100,100,106.8057752,100,100,100,112.6661264,88.29787234,163.3605544,100,107.9775699,100,100,100,100,100,156.7206219,100,100,163.3605544,100,100,100
3/31/1903,116.2308766,108.9982601,100,100,98.66367678,100,100,100,100,100,100.00039,98.66367678,100,100,108.8892811,100,100,100,100,100,108.0019999,100,100,100,114.2321856,88.29787234,157.1201812,100,109.0465479,100,100,100,100,100,151.0630074,100,100,157.1201812,100,100,100
4/30/1903,116.7655387,107.6902809,100,100,98.66368665,100,100,100,100,100,100.0004,98.66368665,100,100,107.5826097,100,100,100,100,100,106.6519749,100,100,100,113.1241334,88.29787234,150.851086,100,107.5417055,100,100,100,100,100,145.3830383,100,100,150.851086,100,100,100
5/31/1903,117.3026601,108.7133386,100,100,98.66369651,100,100,100,100,100,100.00041,98.66369651,100,100,108.6046445,100,100,100,100,100,107.6118427,100,100,100,114.4363733,88.29787234,148.0905111,100,108.3805308,100,100,100,100,100,143.0569097,100,100,148.0905111,100,100,100
6/30/1903,117.8422524,108.2458712,100,100,98.66370638,100,100,100,100,100,100.00042,98.66370638,100,100,108.1376445,100,100,100,100,100,107.0953059,100,100,100,114.1960569,88.29787234,140.0343873,100,107.7194096,100,100,100,100,100,135.6608675,100,100,140.0343873,100,100,100
7/31/1903,118.3843267,107.7262911,100,100,98.66371625,100,100,100,100,100,100.00043,98.66371625,100,100,107.6185839,100,100,100,100,100,106.5277007,100,100,100,113.9105668,88.29787234,135.7073248,100,106.9976895,100,100,100,100,100,131.835231,100,100,135.7073248,100,100,100
8/31/1903,118.9288946,108.0063794,100,100,98.66372611,100,100,100,100,100,100.00044,98.66372611,100,100,107.8983922,100,100,100,100,100,106.7514089,100,100,100,114.4573375,88.29787234,129.5733537,100,107.0832877,100,100,100,100,100,126.2849678,100,100,129.5733537,100,100,100
9/30/1903,119.4759676,108.9460349,100,100,98.66373598,100,100,100,100,100,100.00045,98.66373598,100,100,108.8371082,100,100,100,100,100,107.6267705,100,100,100,115.682031,88.29787234,126.6061239,100,107.8328707,100,100,100,100,100,123.7592685,100,100,126.6061239,100,100,100
10/31/1903,120.025557,109.3709245,100,100,98.66374585,100,100,100,100,100,100.00046,98.66374585,100,100,109.2615729,100,100,100,100,100,107.9927015,100,100,100,116.3761232,88.29787234,122.618031,100,108.070103,100,100,100,100,100,120.2568812,100,100,122.618031,100,100,100
11/30/1903,120.5776746,108.9443778,100,100,98.66375571,100,100,100,100,100,100.00047,98.66375571,100,100,108.8354528,100,100,100,100,100,107.5175336,100,100,100,116.1782838,88.29787234,123.2433829,100,107.4432964,100,100,100,100,100,121.1588078,100,100,123.2433829,100,100,100
12/31/1903,121.1323319,109.1186889,100,100,98.66376558,100,100,100,100,100,100.00048,98.66376558,100,100,109.0095895,100,100,100,100,100,107.6358029,100,100,100,116.6081435,89.96960486,129.2823087,100,107.4218077,100,100,100,100,100,127.2409799,100,100,129.2823087,100,100,100
1/31/1904,121.5684083,109.6642823,100,100,100.0413288,100,100,100,100,100,100.00049,100.0413288,100,100,109.5546374,100,100,100,100,100,108.1416911,100,100,100,117.202845,89.96960486,132.0489501,100,107.8729793,100,100,100,100,100,129.8366959,100,100,132.0489501,100,100,100
2/29/1904,122.0060545,109.401088,100,100,100.0413388,100,100,100,100,100,100.0005,100.0413388,100,100,109.2917063,100,100,100,100,100,107.8497086,100,100,100,116.9332784,89.96960486,129.1042585,100,107.5277858,100,100,100,100,100,126.8115009,100,100,129.1042585,100,100,100
3/31/1904,122.4452763,110.3638176,100,100,100.0413488,100,100,100,100,100,100.00051,100.0413488,100,100,110.2425442,100,100,100,100,100,108.7664311,100,100,100,117.9622913,89.96960486,129.3237358,100,108.3880081,100,100,100,100,100,126.9002689,100,100,129.3237358,100,100,100
4/30/1904,122.8860793,111.0149641,100,100,100.0413588,100,100,100,100,100,100.00052,100.0413588,100,100,110.8929752,100,100,100,100,100,109.3863998,100,100,100,118.670065,89.96960486,133.1129212,100,108.9516257,100,100,100,100,100,130.5042366,100,100,133.1129212,100,100,100
5/31/1904,123.3284692,111.370212,100,100,100.0413688,100,100,100,100,100,100.00053,100.0413688,100,100,111.2367434,100,100,100,100,100,109.7036203,100,100,100,119.0498093,89.96960486,130.9298693,100,109.2131096,100,100,100,100,100,128.2334629,100,100,130.9298693,100,100,100
6/30/1904,123.7724517,112.428229,100,100,100.0413788,100,100,100,100,100,100.00054,100.0413788,100,100,112.2934925,100,100,100,100,100,110.7128936,100,100,100,120.1926874,89.96960486,131.7547275,100,110.174185,100,100,100,100,100,128.9131002,100,100,131.7547275,100,100,100
7/31/1904,124.2180325,112.9791273,100,100,100.0413888,100,100,100,100,100,100.00055,100.0413888,100,100,112.8325012,100,100,100,100,100,111.2221729,100,100,100,120.7816316,89.96960486,137.8022695,100,110.6258992,100,100,100,100,100,134.7399723,100,100,137.8022695,100,100,100
8/31/1904,124.6652174,112.9113399,100,100,100.0413988,100,100,100,100,100,100.00056,100.0413988,100,100,112.7648017,100,100,100,100,100,111.122073,100,100,100,120.7212408,89.96960486,143.0663162,100,110.4710229,100,100,100,100,100,139.7927213,100,100,143.0663162,100,100,100
9/30/1904,125.1140122,113.9839976,100,100,100.0414088,100,100,100,100,100,100.00057,100.0414088,100,100,113.8360673,100,100,100,100,100,112.1443961,100,100,100,121.8680926,89.96960486,149.9764193,100,111.4431679,100,100,100,100,100,146.4608341,100,100,149.9764193,100,100,100
10/31/1904,125.5644227,114.736292,100,100,100.0414188,100,100,100,100,100,100.00058,100.0414188,100,100,114.5873854,100,100,100,100,100,112.8621202,100,100,100,122.6846088,89.96960486,159.3499455,100,112.1006826,100,100,100,100,100,155.5560519,100,100,159.3499455,100,100,100
11/30/1904,126.0164546,114.6674502,100,100,100.0414288,100,100,100,100,100,100.00059,100.0414288,100,100,114.5186329,100,100,100,100,100,112.7605443,100,100,100,122.6232665,89.96960486,168.5285023,100,111.9437416,100,100,100,100,100,164.4694137,100,100,168.5285023,100,100,100
12/31/1904,126.4701138,115.4815891,100,100,100.0414389,100,100,100,100,100,100.0006,100.0414389,100,100,115.3202634,100,100,100,100,100,113.527316,100,100,100,123.4938917,96.65653495,170.8036371,100,112.6601816,100,100,100,100,100,166.5746222,100,100,170.8036371,100,100,100
1/31/1905,126.9127592,115.6317152,100,100,105.1396806,100,100,100,100,100,100.00061,105.1396806,100,100,115.4701797,100,100,100,100,100,113.6749015,100,100,100,123.7779276,96.65653495,175.261612,100,112.9756301,100,100,100,100,100,170.7056728,100,100,175.261612,100,100,100
2/28/1905,127.3569539,115.7242205,100,100,105.1396911,100,100,100,100,100,100.00062,105.1396911,100,100,115.5625559,100,100,100,100,100,113.7658414,100,100,100,124.0007279,96.65653495,183.6916956,100,113.235474,100,100,100,100,100,178.7117689,100,100,183.6916956,100,100,100
3/31/1905,127.8027032,117.5989529,100,100,105.1397017,100,100,100,100,100,100.00063,105.1397017,100,100,117.4346693,100,100,100,100,100,115.608848,100,100,100,126.1335404,96.65653495,189.6433065,100,115.2284184,100,100,100,100,100,184.3054472,100,100,189.6433065,100,100,100
4/30/1905,128.2500127,117.704792,100,100,105.1397122,100,100,100,100,100,100.00064,105.1397122,100,100,117.528617,100,100,100,100,100,115.712896,100,100,100,126.3605808,96.65653495,188.1071957,100,115.4934437,100,100,100,100,100,182.5914066,100,100,188.1071957,100,100,100
5/31/1905,128.6988877,117.1280385,100,100,105.1397227,100,100,100,100,100,100.00065,105.1397227,100,100,116.9527268,100,100,100,100,100,115.1459028,100,100,100,125.8677745,96.65653495,179.6423719,100,115.100766,100,100,100,100,100,174.1191653,100,100,179.6423719,100,100,100
6/30/1905,129.1493338,117.9010835,100,100,105.1397332,100,100,100,100,100,100.00066,105.1397332,100,100,117.7246148,100,100,100,100,100,115.9058658,100,100,100,126.8243696,96.65653495,182.4986856,100,116.0215722,100,100,100,100,100,176.678717,100,100,182.4986856,100,100,100
7/31/1905,129.6013565,118.0071945,100,100,105.1397437,100,100,100,100,100,100.00067,105.1397437,100,100,117.8305669,100,100,100,100,100,116.0101811,100,100,100,127.0653359,96.65653495,188.9408892,100,116.2884218,100,100,100,100,100,182.738797,100,100,188.9408892,100,100,100
8/31/1905,130.0549613,118.4438211,100,100,105.1397542,100,100,100,100,100,100.00068,105.1397542,100,100,118.26654,100,100,100,100,100,116.4394187,100,100,100,127.662543,96.65653495,196.6874657,100,116.8814927,100,100,100,100,100,190.0666228,100,100,196.6874657,100,100,100
9/30/1905,130.5101536,119.5571931,100,100,105.1397647,100,100,100,100,100,100.00069,105.1397647,100,100,119.3782455,100,100,100,100,100,117.5339493,100,100,100,128.9774672,96.65653495,198.1036154,100,118.1438129,100,100,100,100,100,191.2260292,100,100,198.1036154,100,100,100
10/31/1905,130.9669392,119.6647945,100,100,105.1397753,100,100,100,100,100,100.0007,105.1397753,100,100,119.4856859,100,100,100,100,100,117.6397298,100,100,100,129.2225244,96.65653495,201.6496701,100,118.4155436,100,100,100,100,100,194.4577491,100,100,201.6496701,100,100,100
11/30/1905,131.4253234,118.4681466,100,100,105.1397858,100,100,100,100,100,100.00071,105.1397858,100,100,118.2908291,100,100,100,100,100,116.4750965,100,100,100,128.0724439,96.65653495,201.3673606,100,117.4208531,100,100,100,100,100,193.9716047,100,100,201.3673606,100,100,100
12/31/1905,131.8853121,116.2409454,100,100,105.1397963,100,100,100,100,100,100.00072,105.1397963,100,100,116.0669615,100,100,100,100,100,114.2970122,100,100,100,125.8183689,101.6717325,207.0660569,100,115.4246986,100,100,100,100,100,199.3058238,100,100,207.0660569,100,100,100
1/31/1906,132.4919845,116.5199237,100,100,108.957948,100,100,100,100,100,100.00073,108.957948,100,100,116.3455222,100,100,100,100,100,114.5370359,100,100,100,126.4222971,101.6717325,213.7335839,100,115.6440055,100,100,100,100,100,206.7598617,100,100,213.7335839,100,100,100
2/28/1906,133.1014476,115.9023681,100,100,108.9579589,100,100,100,100,100,100.00074,108.9579589,100,100,115.7288909,100,100,100,100,100,113.8956285,100,100,100,126.0556724,101.6717325,211.7031149,100,114.9732702,100,100,100,100,100,205.8501183,100,100,211.7031149,100,100,100
3/31/1906,133.7137143,116.1805338,100,100,108.9579698,100,100,100,100,100,100.00075,108.9579698,100,100,116.0066403,100,100,100,100,100,114.1348093,100,100,100,126.6607396,101.6717325,206.0083011,100,115.1917195,100,100,100,100,100,201.4037557,100,100,206.0083011,100,100,100
4/30/1906,134.3287974,117.4701377,100,100,108.9579807,100,100,100,100,100,100.00076,108.9579807,100,100,117.294314,100,100,100,100,100,115.3674653,100,100,100,128.3579935,101.6717325,202.6915675,100,116.4127517,100,100,100,100,100,199.2487355,100,100,202.6915675,100,100,100
5/31/1906,134.9467099,116.2954363,100,100,108.9579916,100,100,100,100,100,100.00077,108.9579916,100,100,116.1213708,100,100,100,100,100,114.1676436,100,100,100,127.3824728,101.6717325,196.7324354,100,115.1787765,100,100,100,100,100,194.5464654,100,100,196.7324354,100,100,100
6/30/1906,135.5674647,115.795366,100,100,108.9580025,100,100,100,100,100,100.00078,108.9580025,100,100,115.6220489,100,100,100,100,100,113.6424725,100,100,100,127.1404461,101.6717325,198.9161654,100,114.6259184,100,100,100,100,100,197.6786635,100,100,198.9161654,100,100,100
7/31/1906,136.1910751,115.969059,100,100,108.9580134,100,100,100,100,100,100.00079,108.9580134,100,100,115.795482,100,100,100,100,100,113.7674792,100,100,100,127.6235798,101.6717325,193.1475966,100,114.7290817,100,100,100,100,100,193.1715899,100,100,193.1475966,100,100,100
8/31/1906,136.817554,116.6532765,100,100,108.9580243,100,100,100,100,100,100.0008,108.9580243,100,100,116.4786753,100,100,100,100,100,114.4045771,100,100,100,128.6573308,101.6717325,207.5177778,100,115.3486188,100,100,100,100,100,208.0458024,100,100,207.5177778,100,100,100
9/30/1906,137.433233,117.2832041,100,100,108.9580352,100,100,100,100,100,100.00081,108.9580352,100,100,117.0960123,100,100,100,100,100,114.9766,100,100,100,129.6222608,101.6717325,213.7433111,100,115.913827,100,100,100,100,100,215.0777505,100,100,213.7433111,100,100,100
10/31/1906,138.0654259,117.1776493,100,100,108.958046,100,100,100,100,100,100.00082,108.958046,100,100,116.9906259,100,100,100,100,100,114.8271304,100,100,100,129.8037319,101.6717325,211.990616,100,115.7399563,100,100,100,100,100,214.4325172,100,100,211.990616,100,100,100
11/30/1906,138.7005268,117.1307782,100,100,108.9580569,100,100,100,100,100,100.00083,108.9580569,100,100,116.9438297,100,100,100,100,100,114.7352687,100,100,100,130.050359,101.6717325,210.6974732,100,115.6242163,100,100,100,100,100,214.2180847,100,100,210.6974732,100,100,100
12/31/1906,139.3385492,117.0839259,100,100,108.9580678,100,100,100,100,100,100.00084,108.9580678,100,100,116.8970521,100,100,100,100,100,114.6434805,100,100,100,130.2974547,113.3738602,208.3165918,100,115.5201545,100,100,100,100,100,212.954198,100,100,208.3165918,100,100,100
1/31/1907,140.0631097,116.966842,100,100,111.5529805,100,100,100,100,100,100.00085,111.5529805,100,100,116.7684654,100,100,100,100,100,114.4600509,100,100,100,130.5971388,113.3738602,204.0044383,100,115.127386,100,100,100,100,100,207.5877522,100,100,204.0044383,100,100,100
2/28/1907,140.7914379,117.7388231,100,100,111.5529916,100,100,100,100,100,100.00086,111.5529916,100,100,117.5391372,100,100,100,100,100,115.1582572,100,100,100,131.8900505,113.3738602,199.2511349,100,115.6224337,100,100,100,100,100,201.7752952,100,100,199.2511349,100,100,100
3/31/1907,141.5235534,119.6461921,100,100,111.5530028,100,100,100,100,100,100.00087,111.5530028,100,100,119.4432713,100,100,100,100,100,116.9662418,100,100,100,134.4487175,113.3738602,181.5177839,100,117.2295856,100,100,100,100,100,182.6873522,100,100,181.5177839,100,100,100
4/30/1907,142.2594758,120.6512201,100,100,111.553014,100,100,100,100,100,100.00088,111.553014,100,100,120.4465948,100,100,100,100,100,117.8902752,100,100,100,135.9948777,113.3738602,184.0408811,100,117.944686,100,100,100,100,100,184.3132697,100,100,184.0408811,100,100,100
5/31/1907,142.9992251,120.747741,100,100,111.5530251,100,100,100,100,100,100.00089,111.5530251,100,100,120.542952,100,100,100,100,100,117.9256422,100,100,100,136.5252578,113.3738602,179.4766673,100,117.767769,100,100,100,100,100,178.6917149,100,100,179.4766673,100,100,100
6/30/1907,143.7428211,120.856414,100,100,111.5530363,100,100,100,100,100,100.0009,111.5530363,100,100,120.6514407,100,100,100,100,100,117.9728125,100,100,100,137.0713588,113.3738602,175.5281806,100,117.6028941,100,100,100,100,100,173.7062161,100,100,175.5281806,100,100,100
7/31/1907,144.4902837,121.7507515,100,100,111.5530474,100,100,100,100,100,100.00091,111.5530474,100,100,121.5442613,100,100,100,100,100,118.7868249,100,100,100,138.4969009,113.3738602,183.7077938,100,118.2144292,100,100,100,100,100,181.1234715,100,100,183.7077938,100,100,100
8/31/1907,145.2416332,120.9350214,100,100,111.5530586,100,100,100,100,100,100.00092,111.5530586,100,100,120.7177604,100,100,100,100,100,117.9196811,100,100,100,138.0121618,113.3738602,172.115832,100,117.1386779,100,100,100,100,100,168.3180421,100,100,172.115832,100,100,100
9/30/1907,145.9968897,120.4633749,100,100,111.5530697,100,100,100,100,100,100.00093,111.5530697,100,100,120.2348893,100,100,100,100,100,117.3890425,100,100,100,137.9155533,113.3738602,172.0641973,100,116.4007042,100,100,100,100,100,167.3081338,100,100,172.0641973,100,100,100
10/31/1907,146.7560735,120.6802089,100,100,111.5530809,100,100,100,100,100,100.00094,111.5530809,100,100,120.4392886,100,100,100,100,100,117.5299094,100,100,100,138.5775479,113.3738602,155.9761948,100,116.3425039,100,100,100,100,100,149.9080879,100,100,155.9761948,100,100,100
11/30/1907,147.5192051,118.5803733,100,100,111.553092,100,100,100,100,100,100.00095,111.553092,100,100,118.343645,100,100,100,100,100,115.414371,100,100,100,136.6790355,113.3738602,149.0508518,100,114.0040195,100,100,100,100,100,141.8730144,100,100,149.0508518,100,100,100
12/31/1907,148.286305,116.7186614,100,100,111.5531032,100,100,100,100,100,100.00096,111.5531032,100,100,116.4856498,100,100,100,100,100,113.5331167,100,100,100,135.0388871,110.0303951,157.844852,100,111.8949452,100,100,100,100,100,149.903027,100,100,157.844852,100,100,100
1/31/1908,148.9387647,117.6173951,100,100,101.2040652,100,100,100,100,100,100.00097,101.2040652,100,100,117.3825893,100,100,100,100,100,114.3619085,100,100,100,135.9166399,110.0303951,164.7111031,100,112.5998833,100,100,100,100,100,157.0534014,100,100,164.7111031,100,100,100
2/29/1908,149.5940953,119.0170421,100,100,101.2040754,100,100,100,100,100,100.00098,101.2040754,100,100,118.7794421,100,100,100,100,100,115.6770704,100,100,100,137.3709479,110.0303951,158.7979745,100,113.7934421,100,100,100,100,100,152.0748086,100,100,158.7979745,100,100,100
3/31/1908,150.2523093,122.2662074,100,100,101.2040855,100,100,100,100,100,100.00099,101.2040855,100,100,122.0221209,100,100,100,100,100,118.7887836,100,100,100,140.9700667,110.0303951,165.4674894,100,116.7520716,100,100,100,100,100,159.0398348,100,100,165.4674894,100,100,100
4/30/1908,150.9134195,125.0294237,100,100,101.2040956,100,100,100,100,100,100.001,101.2040956,100,100,124.7798208,100,100,100,100,100,121.4258946,100,100,100,144.0009232,110.0303951,174.6012948,100,119.2505659,100,100,100,100,100,168.3436652,100,100,174.6012948,100,100,100
