Date,S_US_LCB,S_US_LCV,S_US_SCB,S_US_MIC,S_US_SCV,R_G_RE,S_IN_VAL,S_IN_SCB,S_IN_SCV,S_EM_TSM,S_EM_VAL,S_EM_SCB,B_US_1Y,B_G_2Y,B_US_3G,B_G_5Y,S_US_NQ,S_US_LCG,S_US_SCG,S_US_TSM,S_US_SCE,S_IN_SCE,S_USC,S_EM_SCE,S_US_SP,B_US_LT,R_COM,R_GLD,R_SLV,S_G_TSM
1927-12-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1928-01-31,99.19684,98.19693,102.77902,103.26507,100.0171,101.39806,98.19693,102.77902,100.0171,100.48797,100.0171,102.77902,100.2436,100.44797,100.44797,100.44797,104.27,98.03307,103.1981,99.54553,100.09912,100.09412,99.7998,101.27312,99.6036,100,101.63002,100.00001,101.76,99.82143267
1928-02-29,98.00753,96.27007,99.91554,100.11936,95.82332,97.85972,96.27007,99.91554,95.82332,98.10224,95.82332,99.91554,100.56378,100.39841,100.39841,100.39841,98.86881,97.59715,98.24841,98.2129,98.02377,98.01387,97.93653,98.26774,98.35646,100,101.6300302,100.00002,101.76,99.26559182
1928-03-31,107.12042,101.77949,108.01971,107.29485,105.36621,106.70127,101.77949,108.01971,105.36621,104.88792,105.36621,108.01971,100.84968,100.48984,100.48984,100.48984,106.0368,117.07266,105.507,107.18686,105.69433,105.67875,106.08743,106.01573,109.18364,100.25,101.6300403,100.00003,101.76,101.9160878
1928-04-30,111.38191,106.76992,116.62901,117.53772,115.18668,115.92583,106.76992,116.62901,115.18668,111.63919,115.18668,116.62901,101.06449,100.45032,100.45032,100.45032,108.68772,117.83471,109.94969,111.85522,111.56194,111.54021,111.33257,113.75899,112.95059,100.079575,101.6300505,100.00004,101.76,103.5743218
1928-05-31,113.16745,106.28499,119.94082,121.56953,116.67389,118.32013,106.28499,119.94082,116.67389,112.97073,116.67389,119.94082,101.38163,100.37264,100.37264,100.37264,112.24181,121.80808,118.22626,113.7791,112.98418,112.9566,112.94577,115.71052,115.18102,99.82937606,101.6300607,100.00005,101.76,103.9816075
1928-06-30,108.42435,101.65358,111.67329,111.58085,108.18335,109.93705,101.65358,111.67329,108.18335,106.61581,108.18335,111.67329,101.68801,100.52537,100.52537,100.52537,104.64304,117.80792,108.15563,108.74321,106.99673,106.96496,107.29304,108.28479,110.74655,99.49993912,101.6300708,100.00006,101.76,102.3691376
1928-07-31,109.40185,103.01095,111.63252,110.89843,107.23763,109.43646,103.01095,111.63252,107.23763,107.30817,107.23763,111.63252,102.00588,99.61226,99.61226,99.61226,104.33958,118.68579,107.71241,109.6859,107.66352,107.62621,108.09167,108.61948,112.30476,98.51488972,101.630081,100.00007,101.76,102.6820714
1928-08-31,117.00905,108.3033,118.50914,116.08363,112.48203,115.48309,108.3033,118.50914,112.48203,113.36985,112.48203,118.50914,102.32373,100.09854,100.09854,100.09854,110.51648,128.0491,114.30333,117.26484,114.75947,114.71432,115.30169,115.07809,121.32148,98.12083017,101.6300911,100.00008,101.76,104.8394585
1928-09-30,120.21439,110.71736,124.91678,122.67388,119.70156,122.31118,110.71736,124.91678,119.70156,117.69823,119.70156,124.91678,102.58783,100.36187,100.36187,100.36187,114.11932,132.81284,120.84914,121.02867,119.02041,118.96784,119.28388,120.8246,124.46055,98.39556849,101.6301013,100.00009,101.76,105.9350979
1928-10-31,122.21998,112.29313,127.46751,126.31409,119.53943,123.47712,112.29313,127.46751,119.53943,119.73746,119.53943,127.46751,102.99623,100.67125,100.67125,100.67125,119.19763,134.39852,129.09698,123.0905,120.84519,120.78587,121.05026,122.97498,126.55721,98.42508716,101.6301115,100.0001,101.76,106.5189128
1928-11-30,137.04129,125.00201,142.38818,140.52318,133.59939,137.96545,125.00201,142.38818,133.59939,133.52108,133.59939,142.38818,103.38237,100.84769,100.84769,100.84769,130.22341,144.46264,140.28387,138.04698,134.98016,134.90786,135.13593,137.3979,142.90221,99.29122793,101.6301216,100.00011,101.76,110.7286487
1928-12-31,137.71425,124.31797,142.44671,138.42899,131.64277,136.98353,124.31797,142.44671,131.64277,133.18319,131.64277,142.44671,103.43406,100.75962,100.75962,100.75962,128.2961,142.08437,141.54713,138.78462,135.74755,135.6681,135.77185,137.36836,143.60843,98.80470091,101.6301318,100.00012,101.76,110.7879059
1929-01-31,145.12593,127.46354,145.18836,141.75518,134.16696,139.61508,127.46354,145.18836,134.16696,136.14981,134.16696,145.18836,103.77942,100.45902,100.45902,100.45902,129.82282,148.25734,141.49193,145.82193,140.87397,140.78473,141.7568,139.92571,151.9831,98.54780869,96.67546977,100.00013,92.96,112.2628434
1929-02-28,145.06281,128.61766,146.66641,142.57157,133.57781,140.0192,128.61766,146.66641,133.57781,137.45921,133.57781,146.66641,104.13985,100.26078,100.26078,100.26078,131.93894,147.95238,142.53387,145.90169,142.012,141.915,142.46266,141.42876,151.68779,98.05506964,96.67547944,100.00014,92.96,112.414868
1929-03-31,145.10155,130.23456,140.27805,136.68544,128.34789,134.22872,130.23456,140.27805,128.34789,135.32957,128.34789,140.27805,104.48674,100.29323,100.29323,100.29323,124.36564,149.55548,134.04128,145.32351,140.18205,140.07921,140.87651,137.29089,151.51002,97.40790619,96.67548911,100.00015,92.96,112.3038775
1929-04-30,147.65393,131.62695,141.96362,138.0435,128.12725,134.91979,131.62695,141.96362,128.12725,136.86606,128.12725,141.96362,104.84899,101.16876,101.16876,101.16876,126.18138,150.98506,133.92439,147.84441,141.89823,141.78712,142.73346,138.83497,154.18053,98.54757869,96.67549877,100.00016,92.96,112.8585504
1929-05-31,139.99334,129.61447,127.87263,122.54466,111.8541,119.65595,129.61447,127.87263,111.8541,129.02726,111.8541,127.87263,105.29859,100.5351,100.5351,100.5351,111.62005,134.69378,120.2562,139.57,133.25468,133.14325,134.56225,128.11723,148.59349,98.8727857,96.67550844,100.00017,92.96,111.0493238
1929-06-30,154.77512,137.89109,137.06682,130.45818,117.45985,126.95602,137.89109,137.06682,117.45985,137.78542,117.45985,137.06682,105.83487,101.59682,101.59682,101.59682,121.13008,146.40315,128.6288,153.95826,144.88417,144.75636,147.00777,136.80366,165.52943,98.79368747,96.67551811,100.00018,92.96,114.3142021
1929-07-31,162.36901,146.65221,138.88799,131.79631,121.63364,130.05505,146.65221,138.88799,121.63364,143.07799,121.63364,138.88799,106.17831,102.25544,102.25544,102.25544,123.49211,146.46114,128.53477,161.09518,150.55197,150.41192,153.31741,140.15204,173.32041,99.53464012,96.67552778,100.00019,92.96,116.1509784
1929-08-31,178.00179,163.82451,140.83059,132.37722,121.66464,130.98115,163.82451,140.83059,121.66464,152.45548,121.66464,140.83059,106.59559,102.77763,102.77763,102.77763,120.63944,156.45182,127.38632,175.51163,160.91949,160.76228,165.09491,145.40804,191.14451,99.28580352,96.67553744,100.0002,92.96,119.644082
1929-09-30,169.15075,152.84162,135.41789,126.51104,116.33191,125.59353,152.84162,135.41789,116.33191,144.41538,116.33191,135.41789,106.96004,102.62209,102.62209,102.62209,118.96256,146.11595,121.95724,166.99399,154.01086,153.85236,157.38207,138.92272,182.0424,99.7028039,96.67554711,100.00021,92.96,117.5274268
1929-10-31,137.26456,138.86904,108.7012,100.17865,95.21772,101.80673,138.86904,108.7012,95.21772,123.56834,95.21772,108.7012,107.43975,104.334,104.334,104.334,89.09106,107.7458,95.45459,135.34399,127.45851,127.31964,129.4322,115.42692,146.12889,100.7895645,96.67555678,100.00022,92.96,111.2251617
1929-11-30,120.78773,127.34934,95.46737,86.96886,83.89856,89.55828,127.34934,95.46737,83.89856,110.92121,83.89856,95.46737,107.83169,106.20039,106.20039,106.20039,75.07703,90.16221,79.7861,119.04638,113.36976,113.23988,114.78778,102.74645,127.91568,103.3193825,96.67556645,100.00023,92.96,107.1724757
1929-12-31,123.18435,127.51974,93.78765,84.41328,82.61255,88.08402,127.51974,93.78765,82.61255,110.0196,82.61255,93.78765,108.21568,106.64916,106.64916,106.64916,69.8742,93.90863,77.58712,121.06715,113.79415,113.65812,115.71278,101.70585,131.52328,103.5570171,96.67557611,100.00024,92.96,107.4878029
1930-01-31,129.29724,130.95606,102.06189,92.86769,90.61845,96.23761,130.95606,102.06189,90.61845,116.3551,90.61845,102.06189,108.35561,106.19555,106.19555,106.19555,78.9788,100.30843,82.42056,127.47238,119.73304,119.58423,121.7926,108.83826,139.92354,103.3809702,83.81914562,100.00025,66.72,109.2309099
1930-02-28,132.9483,131.29169,104.88973,95.79787,93.50679,99.10457,131.29169,104.88973,93.50679,118.11614,93.50679,104.88973,108.66594,107.17718,107.17718,107.17718,83.22786,104.58621,83.52928,131.03031,122.0707,121.913,124.50279,110.76922,143.54602,103.9805798,83.819154,100.00026,66.72,109.9695446
1930-03-31,142.59626,139.81661,115.52687,105.66607,104.30127,109.85014,139.81661,115.52687,104.30127,127.94008,104.30127,115.52687,109.03268,108.88395,108.88395,108.88395,89.88609,112.26652,91.04349,140.87069,131.49819,131.32222,133.93736,121.29038,155.19995,105.457104,83.81916239,100.00027,66.72,112.7070759
1930-04-30,140.00961,133.91918,110.73429,101.01875,99.58088,105.08584,133.91918,110.73429,99.58088,122.58807,99.58088,110.73429,109.25119,108.10071,108.10071,108.10071,87.79175,111.59373,85.48929,138.00266,126.80135,126.6251,129.83537,115.89204,153.96534,105.1829156,83.81917077,100.00028,66.72,111.6168991
1930-05-31,138.52819,131.79628,106.83895,97.35545,95.99657,101.3463,131.79628,106.83895,95.99657,119.46027,95.99657,106.83895,109.52224,108.74463,108.74463,108.74463,82.59448,108.75986,82.26968,136.23625,124.13312,123.95425,127.53687,112.40803,152.48126,106.1295618,83.81917915,100.00029,66.72,111.023348
1930-06-30,117.20398,116.66596,87.23632,78.39342,77.22328,82.13912,116.66596,87.23632,77.22328,101.64402,77.22328,87.23632,109.80623,110.27137,110.27137,110.27137,61.64852,88.8348,68.33484,114.90471,104.88087,104.72354,107.70486,93.53473,127.70077,107.0847279,83.81918753,100.0003,66.72,105.5930255
1930-07-31,122.09449,120.68688,90.0919,81.03396,79.05979,84.4602,120.68688,90.0919,79.05979,105.05921,79.05979,90.0919,110.0131,110.85224,110.85224,110.85224,67.1229,93.45063,72.7874,119.61589,108.90823,108.73963,111.8823,96.61073,132.63155,107.5023583,83.81919591,100.00031,66.72,106.9380485
1930-08-31,122.80987,118.79176,88.86628,79.47106,78.1131,83.38001,118.79176,88.86628,78.1131,103.51973,78.1131,88.86628,110.09979,111.08012,111.08012,111.08012,65.95497,95.91188,70.04361,120.109,108.21304,108.04007,111.6004,95.18442,134.50749,107.8356156,83.8192043,100.00032,66.72,106.809802
1930-09-30,107.94976,105.93425,76.22957,67.20918,64.25827,70.05722,105.93425,76.22957,64.25827,90.55726,64.25827,76.22957,110.33012,111.76178,111.76178,111.76178,56.32554,82.19153,60.45653,105.32675,94.46546,94.30907,97.49858,81.83665,117.26135,108.4394951,83.81921268,100.00033,66.72,102.5183695
1930-10-31,98.55582,98.03183,68.98985,60.4268,57.22796,62.89808,98.03183,68.98985,57.22796,82.87936,57.22796,68.98985,110.41464,112.59358,112.59358,112.59358,49.6397,72.50667,54.34697,96.09954,85.9668,85.81976,88.80015,74.12803,107.23198,109.1335078,83.81922106,100.00034,66.72,99.63282499
1930-11-30,95.76449,93.17849,67.44465,58.96822,55.52592,61.25837,93.17849,67.44465,55.52592,79.89963,55.52592,67.44465,110.54791,113.37168,113.37168,113.37168,50.60767,71.4942,54.46567,93.44105,83.8827,83.73493,86.38533,72.04702,106.28244,109.7446555,83.81922944,100.00035,66.72,98.51393391
1930-12-31,88.88259,83.83781,59.57704,50.98206,46.4934,52.70287,83.83781,59.57704,46.4934,71.23459,46.4934,59.57704,110.6914,113.62979,113.62979,113.62979,43.91734,66.96713,48.78566,86.38466,75.94441,75.80643,78.70858,63.52102,98.77795,109.898298,83.81923782,100.00036,66.72,95.65541972
1931-01-31,94.23962,92.9869,65.53796,57.27517,53.37411,59.23927,92.9869,65.53796,53.37411,78.68511,53.37411,65.53796,110.84094,112.809,112.809,112.809,50.75966,69.40286,53.61891,91.84564,81.98892,81.83618,84.61103,69.99135,103.73621,109.8213692,75.46655857,100.00037,50.88,98.22772662
1931-02-28,104.30682,99.54525,74.28966,65.69635,61.64469,67.78428,99.54525,74.28966,61.64469,86.7136,61.64469,74.28966,110.87497,113.9057,113.9057,113.9057,56.20617,78.76561,60.69564,101.85252,90.63111,90.45818,93.73275,78.44833,116.11494,108.6352984,75.46656612,100.00038,50.88,101.4982037
1931-03-31,97.70801,88.16355,70.03216,61.81878,57.0463,63.31375,88.16355,70.03216,57.0463,79.27156,57.0463,70.03216,111.00746,114.48088,114.48088,114.48088,54.59868,75.03675,58.05598,95.43443,83.72772,83.56344,86.96631,72.4893,108.27893,108.6461619,75.46657367,100.00039,50.88,98.86465793
1931-04-30,88.5297,79.31288,59.72953,52.01717,46.08516,52.57392,79.31288,59.72953,46.08516,69.46162,46.08516,59.72953,111.08017,115.42039,115.42039,115.42039,47.85028,68.06371,50.56682,86.02123,73.66366,73.51494,77.21555,62.15985,98.1582,108.4831927,75.46658121,100.0004,50.88,95.43704613
1931-05-31,76.85949,65.15709,52.09592,45.68649,38.86714,45.09721,65.15709,52.09592,38.86714,58.82416,38.86714,52.09592,111.16626,116.78312,116.78312,116.78312,42.46712,60.89732,45.67402,74.67732,62.87345,62.74284,66.227,52.8921,85.60387,109.1449402,75.46658876,100.00041,50.88,90.8099908
1931-06-30,87.56639,78.63553,59.45002,52.32658,47.38494,53.22184,78.63553,59.45002,47.38494,69.0603,47.38494,59.45002,111.23974,114.26489,114.26489,114.26489,46.03011,68.5878,50.29678,85.13563,72.90686,72.75228,76.50062,62.09378,97.76724,109.1449402,75.46659631,100.00042,50.88,95.65932426
1931-07-31,81.80939,69.97318,55.43342,48.89828,43.56496,49.27867,69.97318,55.43342,43.56496,62.92357,43.56496,55.43342,111.29392,114.43762,114.43762,114.43762,42.9507,65.36855,45.97544,79.53245,67.37934,67.23284,70.88971,57.05917,90.71323,108.6756169,75.46660385,100.00043,50.88,93.13096591
1931-08-31,82.09683,68.36017,54.34093,48.00834,41.9521,47.88088,68.36017,54.34093,41.9521,61.57827,41.9521,54.34093,111.32129,114.61256,114.61256,114.61256,43.24276,66.84641,45.23229,79.66705,67.12649,66.97717,70.74907,56.2229,92.36494,108.1213713,75.4666114,100.00044,50.88,92.886624
1931-09-30,58.42212,49.05634,37.96919,33.06435,27.69553,32.53247,49.05634,37.96919,27.69553,43.60781,27.69553,37.96919,111.33866,113.29871,113.29871,113.29871,30.73263,46.35058,33.21081,56.63449,47.3048,47.19622,49.83003,38.95732,64.90872,107.1915275,75.46661895,100.00045,50.88,83.95993404
1931-10-31,63.02389,49.99056,41.39295,35.81371,30.01737,35.36291,49.99056,41.39295,30.01737,45.98914,30.01737,41.39295,111.44154,112.09171,112.09171,112.09171,34.08556,51.10662,34.6146,61.12564,50.80767,50.6887,53.59758,42.06419,70.72441,103.439824,75.46662649,100.00046,50.88,85.70380172
1931-11-30,57.29105,40.85994,38.06555,32.94597,26.40477,31.8136,40.85994,38.06555,26.40477,39.94081,26.40477,38.06555,111.61684,112.62242,112.62242,112.62242,30.2748,47.2044,31.93595,55.62393,45.60493,45.49561,48.2732,37.69225,65.08258,103.2019124,75.46663404,100.00047,50.88,82.36602079
1931-12-31,49.74806,32.54114,31.91485,27.02903,20.68027,25.79479,32.54114,31.91485,20.68027,32.64812,20.68027,31.91485,111.74508,110.81558,110.81558,110.81558,25.52771,43.0489,27.52761,48.16496,38.49179,38.39724,41.08692,31.04252,55.97102,100.2812983,75.46664159,100.00048,50.88,78.03647971
1932-01-31,48.886,33.55895,32.84168,28.48374,22.56981,27.34776,33.55895,32.84168,22.56981,33.63277,22.56981,32.84168,111.99215,110.44842,110.44842,110.44842,26.67646,40.4499,28.21233,47.51455,38.79293,38.69572,41.07445,32.18406,54.45454,98.52637558,73.43819637,100.00049,49.12,78.14534428
1932-02-29,51.88114,34.3501,33.26614,28.67023,22.36735,27.40183,34.3501,33.26614,22.36735,34.24655,22.36735,33.26614,112.23865,111.84787,111.84787,111.84787,28.26104,42.11052,27.51255,50.20066,40.35915,40.25609,42.94388,32.60478,57.5603,100.7038085,73.43820371,100.0005,49.12,79.24678466
1932-03-31,46.20552,29.04447,29.20961,25.19732,19.07284,23.7131,29.04447,29.20961,19.07284,29.51369,19.07284,29.20961,112.41015,112.70358,112.70358,112.70358,22.39687,38.13837,24.61523,44.68155,35.63411,35.5411,37.97051,28.46743,50.89471,103.2314741,73.43821105,100.00051,49.12,75.95814849
1932-04-30,37.88477,22.88119,24.50257,20.70727,15.44477,19.54707,22.88119,24.50257,15.44477,24.00425,15.44477,24.50257,112.52762,114.87117,114.87117,114.87117,18.08995,31.69869,19.86149,36.72453,29.3669,29.28847,31.25281,23.50906,40.72971,106.2148637,73.4382184,100.00052,49.12,71.23292249
1932-05-31,30.22137,17.11548,18.89807,16.10291,11.57202,14.86086,17.11548,18.89807,11.57202,18.23464,11.57202,18.89807,112.58523,113.82202,113.82202,113.82202,14.7216,23.81226,16.45649,29.20004,23.10551,23.04234,24.61048,17.93154,31.78734,106.4697793,73.43822574,100.00053,49.12,65.97587275
1932-06-30,29.87639,16.9286,19.56857,16.5407,11.86212,15.31077,16.9286,19.56857,11.86212,18.45857,11.86212,19.56857,112.59874,115.03373,115.03373,115.03373,15.35463,23.77164,16.61267,28.98841,23.35652,23.29151,24.66772,18.46706,31.71623,107.4067134,73.43823309,100.00054,49.12,65.88622879
1932-07-31,39.96692,26.2136,26.59475,22.58311,19.0417,22.69292,26.2136,26.59475,19.0417,26.83446,19.0417,26.59475,112.61563,116.40144,116.40144,116.40144,20.75793,31.03834,21.91271,38.86814,32.31201,32.2209,33.85477,26.36933,43.81566,109.9092898,73.43824043,100.00055,49.12,74.77953769
1932-08-31,54.05083,40.86859,40.53467,36.13283,34.1154,37.62231,40.86859,40.53467,34.1154,41.36829,34.1154,40.53467,112.64164,117.82453,117.82453,117.82453,31.91532,39.8834,32.58893,53.19683,46.7445,46.6111,48.31548,41.08856,60.76728,111.9865754,73.43824777,100.00056,49.12,85.78019293
1932-09-30,52.72371,38.5934,38.22812,33.30821,30.42104,34.51483,38.5934,38.22812,30.42104,39.03979,30.42104,38.22812,112.66519,118.12965,118.12965,118.12965,31.18126,39.25338,31.67305,51.71823,44.70596,44.57604,46.44484,38.51283,58.66686,113.1848318,73.43825512,100.00057,49.12,84.66309113
1932-10-31,46.12653,31.57389,31.27599,26.99204,23.33868,27.3587,31.57389,31.27599,23.33868,31.93958,23.33868,31.27599,112.67409,118.64868,118.64868,118.64868,30.08368,35.23599,26.52348,44.93667,37.67568,37.56396,39.42015,31.14931,50.75264,114.011081,73.43826246,100.00058,49.12,80.38969218
1932-11-30,43.53254,28.76628,28.82393,24.7413,19.96104,24.30651,28.76628,28.82393,19.96104,29.26747,19.96104,28.82393,112.68366,119.00553,119.00553,119.00553,31.16068,32.57323,26.44333,42.33295,35.09935,34.99339,36.77165,28.30285,48.63793,114.7521531,73.4382698,100.00059,49.12,78.53317662
1932-12-31,45.76957,28.99168,28.08475,23.3389,18.44035,23.06897,28.99168,28.08475,18.44035,29.00686,18.44035,28.08475,112.68457,120.38834,120.38834,120.38834,29.4001,34.92179,25.07803,44.20209,35.67956,35.57011,37.71693,27.63375,51.38544,116.5767123,73.43827715,100.0006,49.12,79.22108053
1933-01-31,46.29016,30.46746,28.82405,24.41811,19.40739,23.97749,30.46746,28.82405,19.40739,30.12691,19.40739,28.82405,112.68547,120.18568,120.18568,120.18568,31.73741,34.36182,26.17761,44.77638,36.63033,36.51617,38.5639,28.71736,51.8329,117.9872905,90.67972663,156.3609382,61.44,79.89970925
1933-02-28,39.15726,25.31207,24.0846,20.06562,15.54239,19.61865,25.31207,24.0846,15.54239,25.10119,15.54239,24.0846,112.64434,120.15644,120.15644,120.15644,27.91622,29.563,21.50443,37.85566,30.75461,30.65694,32.40422,23.8434,42.6464,117.2321719,90.6797357,156.3609538,61.44,75.63991723
1933-03-31,40.1057,27.5443,26.64567,21.91717,17.4892,21.89043,27.5443,26.64567,17.4892,27.54259,17.4892,26.64567,112.68038,121.32997,121.32997,121.32997,29.41533,31.68351,23.02566,39.0732,32.85961,32.75373,34.16585,26.3477,44.15335,116.2943145,90.67974477,156.3609694,61.44,77.06163889
1933-04-30,55.1224,41.29876,40.14091,32.69231,28.14906,34.10509,41.29876,40.14091,28.14906,41.39415,28.14906,40.14091,112.77943,122.00428,122.00428,122.00428,42.68164,42.61867,33.48858,54.25311,47.90858,47.75256,49.08138,40.32908,62.94683,116.4454971,90.67975384,156.3609851,61.44,88.19843184
1933-05-31,65.26433,52.13088,59.47181,52.10814,45.88993,53.06451,52.13088,59.47181,45.88993,56.78994,45.88993,59.47181,112.81665,124.41529,124.41529,124.41529,76.89524,47.78475,53.55923,65.83881,62.27966,62.07446,62.39455,58.77383,73.53883,117.7729758,90.67976291,156.3610007,61.44,95.69450768
1933-06-30,73.46274,60.88513,70.10663,62.46388,56.81619,64.1263,60.88513,70.10663,56.81619,66.63588,56.81619,70.10663,112.83199,124.49363,124.49363,124.49363,90.87479,53.74814,71.19751,74.48022,71.73104,71.49159,71.4985,69.18635,83.37958,118.8093779,90.67977197,156.3610163,61.44,100.383896
1933-07-31,66.63168,54.1203,62.09136,54.70274,50.64551,56.97822,54.1203,62.09136,50.64551,59.12476,50.64551,62.09136,112.84226,124.40482,124.40482,124.40482,78.97019,49.38024,61.12769,67.33552,63.9611,63.74402,64.05254,61.55775,76.19568,119.0469967,90.67978104,156.361032,61.44,96.96007317
1933-08-31,74.39999,63.11223,70.97743,61.23406,57.55813,64.94386,63.11223,70.97743,57.55813,68.26722,57.55813,70.97743,112.85963,125.29204,125.29204,125.29204,85.61948,54.10025,67.5788,75.4518,73.2545,73.00268,72.71593,70.95917,85.3851,119.0827108,90.67979011,156.3610476,61.44,101.3709921
1933-09-30,66.88377,54.4146,60.48982,51.39647,45.29338,53.22655,54.4146,60.48982,45.29338,58.51962,45.29338,60.48982,112.86539,125.59871,125.59871,125.59871,78.19627,49.93106,62.43126,67.45378,64.30388,64.07918,63.89844,60.05072,75.83802,119.4161424,90.67979918,156.3610633,61.44,97.32559206
1933-10-31,61.58567,47.75092,53.27542,45.04363,38.00088,45.76758,47.75092,53.27542,38.00088,51.44672,38.00088,53.27542,112.8637,125.27299,125.27299,125.27299,69.78236,46.36111,57.12466,61.86001,58.10212,57.89589,57.82693,52.44864,69.35744,119.2489598,90.67980825,156.3610789,61.44,94.13261618
1933-11-30,67.88316,54.09851,57.26939,47.65852,40.65931,49.08403,54.09851,57.26939,40.65931,56.79459,40.65931,57.26939,112.87284,125.58889,125.58889,125.58889,71.31757,50.75922,59.6634,68.0285,63.73988,63.51074,63.59046,57.17663,77.17561,116.9951544,90.67981731,156.3610945,61.44,97.49648736
1933-12-31,69.02225,55.70054,59.17089,49.15257,41.31883,50.29698,55.70054,59.17089,41.31883,58.57839,41.31883,59.17089,112.88424,122.39223,122.39223,122.39223,75.42546,51.08064,62.50648,69.26146,65.34822,65.11012,65.07515,59.006,79.12847,116.4686763,90.67982638,156.3611102,61.44,98.24651891
1934-01-31,76.64268,65.16033,75.83184,64.52584,56.55123,66.64925,65.16033,75.83184,56.55123,71.79972,56.55123,75.83184,112.92612,123.96224,123.96224,123.96224,101.4397,55.88122,75.95494,78.002,76.59092,76.30861,75.37103,74.64474,87.58975,117.6915974,103.6463433,169.3234462,84.32,103.3168587
1934-02-28,74.52298,62.5931,76.07236,65.61599,58.17959,67.71451,62.5931,76.07236,58.17959,70.49918,58.17959,76.07236,112.94283,124.59627,124.59627,124.59627,104.4626,53.2259,75.72821,76.08183,75.1788,74.89787,73.74916,74.17565,84.76682,120.3985041,103.6463537,169.3234631,84.32,102.4120585
1934-03-31,74.52298,62.16872,76.74614,66.05847,56.77315,67.19592,62.16872,76.74614,56.77315,70.5724,56.77315,76.74614,112.95526,126.93951,126.93951,126.93951,104.97447,53.34455,79.33833,76.14881,75.42608,75.14049,73.81782,74.39467,84.76682,122.421199,103.6463641,169.3234801,84.32,102.3908914
1934-04-30,73.14006,60.27782,75.56875,65.49773,55.08756,65.68296,60.27782,75.56875,55.08756,68.95781,55.08756,75.56875,112.95108,129.23225,129.23225,129.23225,107.88226,52.37403,81.58408,74.77552,74.07073,73.78651,72.38159,72.85991,82.63782,123.7433479,103.6463744,169.323497,84.32,101.6577932
1934-05-31,68.1146,54.63514,67.42296,58.30379,47.90805,57.86267,54.63514,67.42296,47.90805,62.01361,47.90805,67.42296,112.94712,130.76076,130.76076,130.76076,95.95048,48.66427,75.59328,69.36762,67.75271,67.48904,66.41934,64.9653,76.55452,125.1787707,103.6463848,169.3235139,84.32,98.87048043
1934-06-30,70.06219,56.02669,67.66056,57.95488,46.57073,57.15703,56.02669,67.66056,46.57073,62.91262,46.57073,67.66056,112.94294,131.9292,131.9292,131.9292,94.58799,49.77921,78.43725,71.19176,69.39837,69.12493,68.01558,65.32961,78.30708,126.3930048,103.6463951,169.3235309,84.32,99.65391016
1934-07-31,62.95515,46.11856,55.01987,46.09767,34.91349,44.66428,46.11856,55.01987,34.91349,51.47285,34.91349,55.01987,112.93899,131.59894,131.59894,131.59894,76.55952,46.04574,64.29689,63.44418,59.6364,59.39797,58.93334,52.64624,69.44664,127.4041489,103.6464055,169.3235478,84.32,95.10196388
1934-08-31,66.21622,48.74892,60.25518,51.02888,38.78378,49.26486,48.74892,60.25518,38.78378,55.38962,38.78378,60.25518,112.93504,130.372,130.372,130.372,86.22898,48.57682,71.31715,66.95935,63.53284,63.27586,62.55761,57.44229,73.68705,126.9582343,103.6464159,169.3235647,84.32,96.99985531
1934-09-30,66.15663,48.33571,59.75942,50.14389,38.20595,48.6952,48.33571,59.75942,38.20595,54.92701,38.20595,59.75942,112.9303,128.55418,128.55418,128.55418,83.55589,48.51587,70.65354,66.86,63.1651,62.90644,62.28795,56.98432,73.44543,125.8156102,103.6464262,169.3235817,84.32,96.86224857
1934-10-31,65.0586,45.93343,58.80693,49.11289,35.58093,46.63427,45.93343,58.80693,35.58093,53.12434,35.58093,58.80693,112.9321,130.97635,130.97635,130.97635,82.19392,48.9252,69.99647,65.76008,61.96388,61.707,61.02645,55.39787,71.34702,128.3822487,103.6464366,169.3235986,84.32,96.01068379
1934-11-30,70.25102,50.31203,66.53578,55.82482,39.00531,51.94287,50.31203,66.53578,39.00531,59.14738,39.00531,66.53578,112.93018,131.5674,131.5674,131.5674,97.21075,53.75326,82.18761,71.28269,67.81679,67.53256,66.67706,62.2614,78.06869,129.088351,103.646447,169.3236155,84.32,98.9591384
1934-12-31,70.32887,50.76904,68.22186,57.24572,38.62822,52.34993,50.76904,68.22186,38.62822,60.16544,38.62822,68.22186,112.93244,133.1913,133.1913,133.1913,101.16723,53.30664,86.24431,71.54013,68.64129,68.35022,67.20569,63.57676,77.98688,130.4308699,103.6464573,169.3236324,84.32,99.20409776
1935-01-31,67.93216,47.73804,65.75372,54.97988,37.07087,50.34769,47.73804,65.75372,37.07087,57.28111,37.07087,65.75372,112.93572,134.69685,134.69685,134.69685,94.50031,52.59113,81.45145,69.07414,65.82828,65.54572,64.47562,60.70935,74.78528,132.5699362,106.4909307,169.3236494,112.32,97.80828426
1935-02-28,66.77078,45.20529,62.96347,52.11336,32.7434,46.34077,45.20529,62.96347,32.7434,54.54622,32.7434,62.96347,112.94385,136.09509,136.09509,136.09509,89.93595,52.96184,78.57825,67.73505,64.04137,63.7632,62.66034,57.40462,72.23764,133.6039817,106.4909414,169.3236663,112.32,96.77178349
