Date,S_US_LCB,S_US_LCV,S_US_SCB,S_US_MIC,S_US_SCV,R_G_RE,S_IN_VAL,S_IN_SCB,S_IN_SCV,S_EM_TSM,S_EM_VAL,S_EM_SCB,B_US_1Y,B_G_2Y,B_US_3G,B_G_5Y,S_US_NQ,S_US_LCG,S_US_SCG,S_US_TSM,S_US_SCE,S_IN_SCE,S_USC,S_EM_SCE,S_US_SP,B_US_LT,R_COM,R_GLD,R_SLV,S_G_TSM
1982-10-31,7639.09187,15371.15374,33002.87046,36965.20153,50576.22214,41068.36128,20369.22022,76012.48592,68886.23494,26186.94202,35554.02207,39445.41076,585.00627,868.18692,855.57861,855.57861,11726.92438,4089.41538,13092.434,9436.32703,14965.48653,23890.52143,11548.90587,33694.53271,9954.53846,549.6764886,632.2558598,2050.648549,1732.32,705.3263166
1982-11-30,8008.60653,15906.65189,36126.94019,39845.44132,55388.98291,42801.12599,21701.10589,82619.59537,74627.83374,28181.18948,38261.61268,42449.34724,589.10132,877.18712,864.44811,864.44811,12837.46412,4389.77855,14403.27468,9934.41507,15870.89466,24461.07898,12188.93137,36257.00542,10390.54725,569.9465237,657.4828686,2112.422286,1672.96,719.4278466
1982-12-31,8107.73666,16030.68447,36693.76427,40358.65703,56220.30889,44810.40786,23635.83521,88901.21983,80051.18767,30508.73275,41421.71915,45955.32744,596.64182,890.31569,879.97936,879.97936,12869.55778,4472.20447,14589.29297,10060.30943,16069.37038,25508.79338,12344.39606,39247.77042,10570.3037,589.0843021,649.9875639,2213.682938,1940.32,729.4884802
1983-01-31,8409.53194,16864.87397,39612.91537,42910.0294,59833.76414,45429.2214,24327.32473,90938.71998,82613.86634,31304.62439,42502.30156,47154.17964,599.3267,895.80598,884.52593,884.52593,13778.14856,4598.5613,16005.72366,10481.58808,16804.67258,25468.52212,12894.42876,40267.552,10938.15027,565.3988128,654.5374768,2420.080094,2343.2,738.2894801
1983-02-28,8654.9968,17212.43587,41966.18296,45969.74582,63833.31934,46520.49365,25611.1757,94067.58829,86696.89146,32669.19873,44354.9847,49209.639,605.79943,906.88411,900.94863,900.94863,14486.34539,4778.11,16691.31282,10814.95501,17423.47047,25997.63056,13328.8043,42018.62747,11222.54218,595.2038678,647.0757496,1979.184579,2326.56,747.7287188
1983-03-31,8941.81321,18031.51672,44079.38313,48379.55403,68051.98061,51159.44546,26195.48801,98102.95392,91294.25422,33742.59942,45812.34128,50826.50328,606.52639,907.67008,900.37803,900.37803,15074.49102,4914.86008,17133.31548,11189.51801,18138.55616,26672.12092,13853.27409,43394.84221,11632.16496,590.8356666,690.6886551,2009.465905,1869.6,755.6831966
1983-04-30,9593.0936,19589.99813,47457.35306,52089.17867,73576.81224,54296.40728,27534.41171,103047.0582,96484.97163,35455.20267,48137.54342,53406.19887,614.47189,921.70872,917.27513,917.27513,16339.24081,5236.03225,18475.79641,12007.53702,19502.75124,29460.03399,14878.86853,45592.82408,12513.88305,612.8970568,697.4574039,2079.718641,2098.72,771.8641462
1983-05-31,9609.80043,19796.64648,50754.91859,56619.23201,78796.29534,54280.74386,27594.2181,103737.7043,96799.60912,35612.52273,48351.13692,53643.17018,615.39359,920.75629,912.383,912.383,17239.53298,5272.16465,19942.2019,12121.08009,19988.58864,30098.84077,15159.38096,45790.37703,12448.81087,586.5738637,701.1539282,2119.689794,2321.28,773.6639873
1983-06-30,9965.26551,20138.3629,53087.93064,58591.47823,81598.67738,53722.80494,27833.44755,104955.7643,97408.96266,35975.97129,48844.59118,54190.63303,619.39365,924.59277,914.45107,914.45107,17822.2292,5541.59989,21064.84816,12580.9763,20752.3716,30193.93232,15716.76405,46252.92728,12924.35545,589.890235,710.1286985,2015.522302,2041.28,780.5083729
1983-07-31,9635.26435,19910.9045,52160.68873,58073.48209,81752.598,53439.01286,27844.80583,107474.7013,98301.7158,36415.02325,49440.69222,54851.97734,620.07499,921.0485,905.09319,905.09319,17022.0111,5310.77441,19833.7763,12177.09632,20214.02973,29824.70992,15288.69201,46812.58155,12519.82313,557.0768828,735.1252286,2044.59218,2131.68,776.1533863
1983-08-31,9743.1414,20967.11158,50648.25309,56931.31665,80141.4274,53161.02939,27386.67329,106805.978,98036.00627,36002.164,48880.15304,54230.08713,626.95782,928.4783,910.22205,910.22205,16402.4099,5235.09069,18878.91881,12262.07582,20300.95121,29865.97199,15413.27578,46276.96256,12732.66011,555.331171,747.9899202,2007.043449,2153.28,775.7986958
1983-09-30,9902.43367,20855.42986,51690.04132,57690.61537,82083.53287,55570.22218,28339.64106,110866.6859,100180.9361,37312.93531,50659.78779,56204.50295,633.35979,946.18129,932.76522,932.76522,16664.84846,5379.15373,18894.34288,12470.87523,20624.17785,30089.69995,15644.77519,47956.99951,12905.82428,585.2113755,727.6445943,1962.227173,2055.68,782.1234768
1983-10-31,9717.77048,20504.2582,48821.62386,54415.33533,78897.98414,55999.24587,28443.06063,113197.9634,102760.3948,37773.3218,51284.85472,56897.98348,638.95374,954.38153,938.23745,938.23745,15448.31452,5211.47437,17186.5966,12186.86617,20036.31136,30070.75748,15251.06213,48543.72252,12732.88625,574.4445981,718.7673303,1850.791899,1580,779.3947236
1983-11-30,9959.67443,21049.72456,51554.54523,57220.87972,83517.6372,57203.7199,29360.97309,114795.465,103824.6842,38649.36802,52474.26304,58217.57256,643.55321,962.08021,947.02561,947.02561,16098.68856,5336.2987,17995.63844,12521.59359,20702.00958,30840.22608,15702.63464,49664.50133,13029.5625,585.3182025,719.4142209,1962.227154,1583.2,786.5580289
1983-12-31,9875.97325,21176.55451,50795.31004,56391.17696,83723.28108,59099.12059,30823.75468,120554.6892,109254.5075,40581.64415,55097.71515,61128.16158,647.94794,967.62821,950.68744,950.68744,15725.19899,5293.71201,17427.6961,12407.50259,20581.86185,31702.29786,15611.16634,52142.30596,12950.08218,581.4587313,755.6726976,1852.729973,1563.84,790.3587305
1984-01-31,9774.82926,22112.7536,50533.37301,56343.96795,85338.29948,60889.79293,32266.03114,124806.0515,113769.013,42246.62946,57358.26639,63636.13022,653.60799,980.85247,965.96183,965.96183,15673.30583,5037.37705,16690.50455,12279.49975,20503.33384,32807.81081,15577.8728,54276.17107,12865.90666,591.5090129,763.6072609,1810.820665,1454.24,793.3552127
1984-02-29,9407.34242,21850.00247,47813.96827,52708.87324,81376.45211,60154.73544,32497.7419,128687.6927,117744.5574,43055.28584,58456.1795,64854.20995,657.33849,982.78148,964.86707,964.86707,14772.09075,4790.2254,15524.98993,11798.39445,19712.47094,34268.79746,15011.67957,55309.43505,12443.90492,580.2864898,767.2725758,1910.143273,1731.52,788.5307629
1984-03-31,9529.77292,22003.56815,48417.05313,53626.07709,82951.38643,60679.40384,34792.61577,135915.316,123027.8735,45784.57053,62161.73046,68965.33357,661.46037,984.71429,960.10706,960.10706,14696.75308,4869.51177,15549.50389,11947.29752,19966.29265,35630.53409,15194.81984,58809.75175,12656.69568,569.0057785,804.9456592,1882.284598,1693.76,797.56567
1984-04-30,9585.90375,22444.14663,48218.08889,53170.84725,82904.1166,61256.58395,33999.92099,134015.8337,121646.3935,44943.07521,61019.23191,67697.78852,666.62039,989.70351,962.47533,962.47533,14517.4527,4908.80441,15354.65305,12007.00824,20071.54273,35402.03422,15287.69327,57722.73472,12744.02687,560.2558921,795.9302679,1820.752903,1595.84,796.1742187
1984-05-31,9093.63413,21017.97286,45741.38812,50399.00323,78780.32891,60276.89276,30783.79094,124180.8458,115314.2121,41168.3279,55894.25592,62011.88376,670.63014,982.94054,945.69618,945.69618,13687.0544,4691.27022,14435.47746,11387.65965,19046.69022,32161.49297,14498.94938,52868.61717,12063.49585,527.3043858,819.0122456,1861.69326,1607.68,778.481711
1984-06-30,9348.01886,21300.4956,47129.87946,51902.9478,80192.7143,60910.88796,30341.96843,124624.2298,115117.1401,40946.39006,55592.93082,61677.57862,676.48063,990.47642,954.64878,954.64878,14119.56532,4895.52062,15089.0437,11710.88249,19593.15544,32218.30137,14887.49315,52578.0961,12330.09909,540.9703754,800.5025689,1807.429183,1472.96,781.8762749
1984-07-31,9199.60308,20548.96211,45051.1151,49704.35619,77294.37886,60273.30029,28645.3648,118887.0815,109181.4701,38859.11411,52759.0354,58533.51327,684.4879,1010.05484,984.68839,984.68839,13549.13488,4852.25217,14246.84873,11486.70388,19097.13795,30361.33562,14537.50723,49892.40749,12153.77869,578.7176653,746.7087963,1658.687522,1214.24,773.3110719
1984-08-31,10229.79571,23184.18342,50205.72101,54664.6756,85516.75369,64414.36679,30844.40672,128013.5977,116154.7815,41842.21301,56809.19001,63026.95741,691.20147,1021.43479,997.16112,997.16112,15043.60446,5387.4405,16152.26501,12785.61992,21289.57771,32911.87051,16193.78946,53717.30247,13521.07879,601.1409493,778.7426036,1687.273176,1327.84,798.7156155
1984-09-30,10244.24342,23802.69406,50084.62726,54843.39547,86417.11655,66360.84782,30058.93355,125149.8596,113198.1777,40841.426,55450.42107,61519.47117,698.04434,1038.25442,1015.47565,1015.47565,14778.83702,5333.17708,15713.05262,12794.99973,21408.18888,32126.21484,16292.97605,52426.89011,13523.78299,618.3518551,772.6684113,1665.47057,1304.96,796.2032336
1984-10-31,10274.73193,23231.83673,49320.98792,53653.05371,85164.36669,67821.40692,30740.93558,131083.955,119648.7758,42273.01493,57394.08995,63675.87467,706.97629,1063.55322,1049.66333,1049.66333,14616.26981,5371.99508,15361.28451,12808.2432,21324.60297,32894.69294,16247.66755,54259.11593,13558.94481,657.5368122,776.222686,1615.809402,1262.88,799.4329712
1984-11-30,10189.38252,23263.92452,48061.34988,51848.99463,84189.68735,69965.73721,31165.88844,133335.9209,121500.8192,42928.31534,58283.7916,64662.95419,714.08774,1084.8952,1068.94215,1068.94215,14370.71648,5263.25752,14662.37679,12675.72377,21097.98627,33392.14661,16095.18591,55094.56841,13421.99947,667.2052335,779.1723322,1594.006801,1250.24,799.3416255
1984-12-31,10455.21302,23889.01053,48873.54714,52627.89384,85458.05915,71877.43757,32982.73694,134039.6618,121526.0914,44292.87801,60136.4589,66718.39597,720.34388,1099.39663,1084.72686,1084.72686,14686.87224,5400.25668,14960.16966,12995.82815,21593.66838,33582.10276,16486.65303,56840.12084,13761.57606,675.8769666,763.6668028,1493.715081,1120.64,808.1793112
1985-01-31,11292.06367,25731.40252,55025.23611,58199.05529,94946.88845,74876.39721,34249.21203,138104.5588,124200.5161,45814.87422,62202.8738,69010.98004,726.15003,1111.12353,1102.5887,1102.5887,16562.38583,5942.04276,17205.75097,14096.57566,23595.49564,34096.26462,17936.128,58787.34581,14818.46509,701.5179815,773.2890045,1485.720867,1082.4,825.7900997
1985-02-28,11472.36138,26238.50773,56600.28201,59783.2551,97148.20288,77190.33799,33368.8946,136307.8431,122248.084,44928.05604,60998.84038,67675.16513,727.59999,1107.97535,1090.53374,1090.53374,16905.22721,6082.37863,17708.53743,14337.01901,24066.92933,32859.7323,18262.30355,57643.30158,15021.47806,668.6637898,763.1589185,1394.150244,1012.96,826.1265123
1985-03-31,11471.10841,26342.65839,55317.97268,58506.01606,95680.82709,76273.43391,35235.41576,149686.6273,134822.3996,48389.47529,65698.41074,72889.1036,734.74076,1122.78529,1108.60025,1108.60025,16626.29097,6053.20498,17124.66924,14304.61418,23919.03293,37529.41966,18181.24372,62078.34464,15048.51672,689.7293739,796.1273838,1595.218078,1168.96,833.0769294
1985-04-30,11449.98771,26845.68506,54635.56122,57486.34179,94679.23161,76175.58844,35371.80536,151315.4944,137775.9539,48746.41197,66183.02381,73426.75759,743.24918,1140.93699,1130.29187,1130.29187,16727.71134,5991.29255,16774.4355,14260.69178,23868.28822,37790.6041,18153.07402,62529.78844,15000.36146,705.6955053,770.4124693,1556.942416,1095.52,833.1899847
1985-05-31,12148.04013,28242.67356,56742.24244,59074.0699,97593.66196,77479.01376,36437.62152,157549.7172,145230.7352,50485.00056,68543.50626,76045.5949,754.04319,1169.3083,1172.75317,1172.75317,17371.72823,6404.01362,17485.15156,15098.4363,25146.50922,39916.17721,19145.7016,64753.46115,15922.88368,769.7533211,770.3354281,1521.331562,1080.96,846.6339394
1985-06-30,12368.38941,28499.18409,57804.62083,59702.10457,98663.20887,77565.69182,37444.16235,159309.2063,146987.4462,51464.19511,69872.95911,77520.5564,760.22408,1183.06716,1184.32434,1184.32434,17734.79735,6519.25941,17730.08356,15368.17924,25595.3855,39463.45564,19482.50493,66002.65809,16176.05753,784.2487768,747.9186671,1539.500368,1072.48,852.3129502
1985-07-31,12312.17604,28350.42197,59311.9217,61254.54983,100627.4892,79102.78554,39915.10712,171281.9262,162181.6855,55096.12871,74804.03687,82991.34076,763.3654,1185.27556,1183.6927,1183.6927,18046.92978,6477.54124,18209.77098,15343.39299,25656.86481,43172.61479,19471.25127,70653.72551,16133.99978,774.9726823,731.0904971,1586.739321,1097.92,859.7976034
1985-08-31,12254.76977,28314.2295,59185.55386,60813.51425,100845.2441,77246.07446,41516.50441,178595.9468,168697.0104,57377.70701,77901.73668,86428.08389,769.41605,1197.44439,1200.34331,1200.34331,18034.29693,6434.62201,17837.78177,15271.49572,25559.38442,45347.38773,19394.07129,73572.19759,16035.5824,797.3916345,742.0568546,1614.598021,1096.48,863.6651627
1985-09-30,11806.67666,27397.58507,56074.2625,57503.98324,96723.87977,75284.96252,43793.23049,194481.519,184615.0916,61502.76399,83502.32826,92641.66037,775.21437,1207.34327,1209.66598,1209.66598,17002.73515,6173.78343,16539.31613,14683.60203,24531.66171,46612.62194,18628.93986,78853.86174,15520.8402,797.8751728,784.2798896,1578.260523,1064,864.3125463
1985-10-31,12373.91243,28806.83906,58151.72976,59003.5042,100215.5838,75836.25209,46058.84305,205657.2207,193106.0935,64860.76541,88061.48818,97699.82047,781.66651,1220.34234,1227.40776,1227.40776,17761.05713,6493.18936,17067.66458,15372.31051,25693.61396,50226.52099,19514.12986,83151.0052,16214.62176,826.2985982,841.0617536,1575.11142,1076.8,878.5473832
1985-11-30,13254.66352,30184.9921,62200.55352,62662.33537,106603.5099,75661.93765,48166.13,218778.1355,204189.6108,68413.57813,92885.14349,103051.425,788.0621,1234.09153,1248.35552,1248.35552,19094.91252,7007.33293,18390.0843,16460.32116,27433.51167,53554.19075,20828.80382,87697.02239,17375.58866,866.6136242,855.6962281,1576.080271,1079.52,896.8715362
1985-12-31,13861.88712,31214.72726,64785.75594,65606.54268,110637.8499,76381.84925,49881.48387,223685.2564,210266.0895,70399.041,95580.80726,106042.1292,796.18145,1250.95745,1278.14961,1278.14961,19788.05785,7407.80167,19298.83031,17209.85793,28619.57572,52821.00218,21730.44072,90232.98415,18187.02863,925.2522551,840.2081264,1583.347735,1029.76,908.9041248
1986-01-31,13990.13362,30981.83209,66247.94681,66338.06231,111632.8918,78354.51783,51828.02747,236280.2728,223285.5555,73754.61971,100136.6779,111096.64,802.17043,1259.42227,1285.90372,1285.90372,20458.87301,7491.6763,19744.15082,17388.2141,28933.35275,54034.9022,21951.81239,94524.55087,18267.05154,925.9135329,764.0012493,1698.174329,1082.88,916.0407979
1986-02-28,15073.04882,32995.00844,71384.94427,71105.93649,119021.6043,80635.76766,56357.64574,266603.8434,252278.515,81710.32302,110938.1396,123080.322,807.49023,1272.60423,1316.20819,1316.20819,21931.91187,8081.14228,21195.3854,18722.8037,31150.36174,60242.92374,23616.24387,104710.8019,19657.17416,1042.382622,737.4140059,1638.338478,998.72,942.0271585
1986-03-31,15915.02667,34698.15097,75065.8556,74499.89051,125509.7146,85039.75214,62616.18371,283978.5306,265762.8016,88909.85269,120712.944,133924.979,818.50228,1295.72321,1351.4387,1351.4387,22912.26833,8594.87122,22090.27576,19745.95565,32894.60854,65751.02144,24921.60998,113926.0058,20746.18159,1152.858606,735.791695,1666.681897,985.92,964.8306774
1986-04-30,15746.18531,33950.51902,75897.00073,74975.19262,125650.1325,84649.73103,68193.44226,313724.4445,291232.1797,97526.00035,132411.0913,146903.4888,824.69316,1304.36137,1360.17801,1360.17801,23455.28909,8679.35512,22587.70459,19587.38375,32778.51288,70644.87361,24765.00868,124954.5717,20488.92894,1155.889471,777.2167675,1675.160475,881.92,975.2436164
1986-05-31,16582.94242,35806.70942,78593.56349,77671.04671,130237.2465,84719.29443,65270.5138,306481.2529,284336.0929,94310.07757,128044.8316,142059.3419,827.11764,1301.8396,1342.45036,1342.45036,24536.57791,9190.70451,23345.4995,20600.48675,34431.22151,66800.94576,26009.76106,120821.1748,21613.77112,1126.89514,748.0711387,1662.805831,913.6,980.4013109
1986-06-30,16857.08449,36057.02499,79195.76584,77871.56479,130200.384,88635.25985,68110.68906,340653.3621,315523.2129,101619.6798,137969.0816,153069.8013,834.94368,1320.93326,1374.75867,1374.75867,24902.17292,9367.00119,23329.83467,20918.81253,34825.57554,73014.02553,26337.75052,130172.9622,21972.5597,1202.772032,776.3482277,1680.005728,884.64,991.3410859
1986-07-31,15925.81517,33879.49947,72699.41247,72342.46459,119889.1631,87864.88486,68474.74546,343800.8807,320224.5088,102360.7272,138975.2019,154186.0416,841.17069,1335.2874,1389.69772,1389.69772,22815.37083,8644.70051,20834.00895,19700.77434,32462.50942,69919.42288,24678.11029,131108.6707,20722.32107,1178.499131,783.8788055,1732.089434,873.6,980.631737
1986-08-31,17049.47778,37823.98327,74468.58705,73920.61609,123344.0534,92357.10292,76880.37791,352289.4523,328996.4188,109907.0462,149220.8424,165553.0676,851.23444,1357.00808,1421.89239,1421.89239,23550.02577,8996.02243,21280.37759,21016.22526,34503.25526,73090.40335,26344.07746,140760.7114,22272.35067,1221.807677,851.2139949,1863.873726,907.36,1006.572233
1986-09-30,15624.0972,35702.37905,69969.06436,69791.42912,118899.2565,89116.45093,78507.81481,333647.4387,313578.3306,108162.3641,146852.0867,162925.0516,852.72973,1354.65594,1408.33702,1408.33702,21590.66363,8174.22838,19524.27827,19297.58371,32112.73737,68034.0001,24438.88551,138511.5906,20441.56347,1173.140756,829.6782809,2050.406295,989.76,990.4646341
1986-10-31,16471.89409,37278.34386,72158.10429,72205.0726,121526.6393,92236.7992,74053.26726,325531.8338,303637.5839,103778.3231,140899.8725,156321.3674,858.81152,1366.12536,1425.89429,1425.89429,22221.11101,8579.61081,20378.68022,20306.30398,33521.64306,67974.79897,25569.79336,132883.0055,21578.11438,1179.192989,838.3899028,1942.847106,982.24,994.3963372
1986-11-30,16782.01191,38018.74511,71970.00083,71982.76584,121884.5693,91776.525,76139.32484,349980.0138,322670.8022,109137.0186,148175.3755,164393.1744,862.50691,1374.82303,1439.39276,1439.39276,22176.66878,8766.19828,20392.41545,20641.69792,33935.14164,71347.33302,25911.83736,139730.7078,22130.5141,1214.910391,863.7931169,1887.129554,944.8,1002.971739
1986-12-31,16324.49094,37129.45813,70087.8011,70097.38783,119541.8417,91265.43227,80623.88539,355535.9872,328308.5065,113217.3525,153715.2466,170539.3845,867.18641,1378.07679,1442.94327,1442.94327,21564.59273,8484.42997,19742.1421,20079.5381,33010.25202,74305.87168,25215.51859,144940.3006,21546.26853,1210.866319,857.4874271,1883.495698,925.92,1003.946902
1987-01-31,18447.15969,41921.4684,77781.85724,76704.26805,131665.1381,94788.64504,84478.41741,382227.3298,354826.6412,120173.5592,163159.6914,181017.5241,872.73678,1387.26397,1455.73737,1455.73737,24249.38452,9601.37838,22211.82485,22652.65591,37024.57465,81443.26236,28330.95028,153830.5045,24439.93239,1226.612182,906.5357079,1940.424543,974.08,1036.989389
1987-02-28,19255.02175,42270.06949,83649.31604,82908.28973,140232.4983,99018.4511,86122.77038,393537.4404,364557.407,123121.103,167161.5728,185457.4115,876.43488,1394.29278,1462.82196,1462.82196,26308.15727,10262.0383,24344.87082,23714.24491,38839.93195,88304.0835,29581.15075,157587.5413,25449.3016,1239.797282,852.1435655,1966.345317,959.68,1049.750131
1987-03-31,19656.0386,44468.72549,85459.7839,84842.01077,144506.7746,98336.43817,90737.81319,423153.2464,390591.5451,131052.6975,177930.3019,197404.7783,880.75115,1394.80402,1459.40872,1459.40872,26655.42494,10461.94029,24656.80165,24206.52786,39854.04691,94035.54755,30360.15312,167723.0856,26141.52258,1220.209849,920.9967656,2039.747218,1093.28,1062.367059
1987-04-30,19351.85563,44471.21271,83021.85562,82183.14432,140930.3773,96273.41982,98323.49891,447735.3991,418958.2561,140337.3119,190536.0268,211390.2001,879.52977,1385.27287,1433.3826,1433.3826,25914.40413,10255.29651,23998.39107,23800.91562,39155.28786,99945.13314,29863.95068,179588.1947,25911.47718,1161.66418,967.2308032,2195.998586,1448.32,1069.745377
1987-05-31,19474.44234,45089.06542,82638.72423,81860.85748,142273.0343,94879.02049,101569.7564,466553.6258,443003.5272,145603.1808,197685.4991,219322.1824,881.62507,1388.41282,1430.03804,1430.03804,25875.53252,10344.81181,23926.77987,23937.48364,39329.98586,105011.974,30022.29739,186308.1651,26178.3654,1144.220398,1011.916866,2185.097429,1348.8,1076.003589
1987-06-30,20394.77515,47481.8936,84761.64053,84036.29366,146901.6784,98552.55277,106109.116,480038.8137,463830.4521,150961.0773,204959.9175,227392.7861,889.51691,1403.36141,1446.72183,1446.72183,26421.50626,10836.95545,24268.45429,25016.65869,41101.06189,109575.6128,31374.77953,193144.514,27484.66583,1160.746603,1048.042298,2167.17089,1220.32,1091.551063
1987-07-31,21309.40455,49786.2771,87608.7644,87098.01866,154242.507,98120.05408,110107.4073,497870.1834,487374.022,156609.0312,212628.1468,235900.3033,894.89025,1410.05077,1449.58379,1449.58379,27074.11746,11307.28568,24797.82208,26115.3181,42886.08146,113605.7514,32731.8015,200350.5707,28853.40216,1147.819252,1094.784985,2240.815041,1404.96,1106.603231
1987-08-31,22192.70903,51261.45055,90209.79863,89598.42466,158112.7221,96699.19912,114400.2859,535651.3049,523013.2473,165604.1518,224840.8257,249449.6603,898.87977,1411.41382,1443.43057,1443.43057,28368.26028,11824.69455,25509.56917,27159.66181,44434.27824,115854.4945,33914.30471,211837.1952,29964.25814,1129.90627,1072.56085,2196.725436,1324.64,1122.567384
1987-09-30,21708.67362,50087.84418,88553.0066,88873.25757,156744.1643,95346.73359,120043.9997,537157.4012,533219.3279,169921.8453,230702.9601,255953.4054,899.16191,1405.2977,1423.68303,1423.68303,27735.64807,11409.83832,24853.8457,26580.39554,43378.40097,119855.2652,33105.92535,217338.2277,29305.0445,1087.925845,1080.4978,2226.279961,1325.12,1123.422096
1987-10-31,17007.78855,39753.7573,63128.4818,62928.38997,111445.5433,80207.39489,99769.78302,465821.1981,459972.0552,144289.7259,195902.2208,217343.7243,910.31647,1436.16741,1468.90203,1468.90203,20194.32536,8678.963,16807.31374,20635.1109,32946.51396,97892.66303,25466.95443,184530.8725,22998.59895,1151.461911,1091.843027,2271.338309,1207.52,1049.219934
1987-11-30,15706.16582,36765.75422,60217.36285,60430.59217,107266.0912,82054.06738,101509.9237,464042.698,463663.331,145272.5965,197236.6648,218824.2231,915.54773,1444.59293,1477.63102,1477.63102,19103.83179,7979.18077,15677.55972,19100.32011,30735.97825,94979.79805,23697.23824,185768.6353,21115.0137,1156.908096,1091.624658,2386.164908,1229.28,1035.308707
1987-12-31,16844.24116,38909.51567,63823.99793,63572.98296,112474.0708,85058.80401,108179.4657,498221.1803,503098.3609,155394.98,210979.829,234071.5771,923.01298,1453.50126,1495.07181,1495.07181,20723.83673,8719.46522,17134.09909,20474.63596,32938.82681,105480.4308,25341.80244,198693.373,22673.30171,1175.46976,1061.277493,2345.466957,1176,1059.551455
1988-01-31,17602.62011,42286.64626,67403.97776,67104.81537,120410.4152,90112.49109,107658.8499,501750.5355,510365.1137,155571.4615,211219.438,234337.4113,933.14996,1476.56348,1540.48147,1540.48147,21639.83031,8905.92113,17503.99002,21418.0166,34696.37228,104874.1076,26715.56903,198898.3312,23641.45169,1230.135922,1089.507474,2219.012279,1149.6,1069.055625
1988-02-29,18461.33439,44333.33564,72768.35573,72206.35104,130584.126,93997.56815,116378.3813,535103.2186,554348.8895,167042.125,226793.1626,251615.6805,940.57002,1488.47443,1556.51723,1556.51723,23078.87903,9499.75216,18982.39452,22524.04897,36847.48448,107094.4226,28230.80019,213542.872,24752.59992,1244.446216,1077.413941,2064.698836,1089.12,1091.124177
1988-03-31,17991.9041,43913.66584,75935.37763,75149.54471,136958.9439,94394.15424,125415.521,566343.5131,588253.9763,178403.9036,242219.0541,268729.9362,944.91133,1491.10408,1545.42708,1545.42708,23584.30648,9316.78481,19687.93216,22101.19677,36782.97545,113990.8982,27990.00223,228045.2685,24005.0714,1216.518479,1131.715604,2213.924945,1174.08,1097.623671
1988-04-30,18150.5927,44721.22436,77408.7641,76719.24798,140584.4099,94838.60325,128913.2019,586557.4453,613751.2566,184075.4296,249919.2874,277272.9602,948.07114,1492.99281,1541.23081,1541.23081,23886.1856,9282.82556,19956.75118,22321.64375,37222.81337,118105.0778,28306.97952,235271.1572,24264.32617,1202.592627,1166.798788,2175.4073,1134.24,1104.18032
1988-05-31,18256.84745,45631.72606,75653.58158,75345.75761,138710.7482,94252.24699,125939.0905,598436.6724,620425.8016,183816.0492,249567.1265,276882.2553,950.69131,1490.70356,1534.33693,1534.33693,23363.07814,9211.98401,19372.77673,22387.04611,37186.86929,117352.7201,28362.4306,234915.1296,24453.58789,1183.448795,1207.986785,2206.899584,1155.84,1103.025366
1988-06-30,19188.12698,47993.6486,80759.15654,79956.761,147982.9483,98674.36981,127016.3496,586581.0346,611554.9535,182781.4217,248162.4123,275323.7952,958.021,1506.00812,1556.20217,1556.20217,24916.72283,9749.4383,20847.27751,23563.40615,39400.93653,114554.9663,29965.17631,233568.4154,25588.23435,1231.865934,1174.283953,2115.086823,1177.6,1114.832487
1988-07-31,19041.58913,48020.5529,80236.90546,79760.54808,147866.4068,100205.9174,135480.4727,575332.6189,605369.0751,187118.9917,254051.5328,281857.4801,961.52655,1507.01213,1551.6421,1551.6421,24528.02196,9627.73587,20335.78956,23388.54398,39117.97194,114621.8336,29777.95697,239086.8771,25485.88143,1208.449394,1181.212229,2116.298133,1193.6,1119.894288
1988-08-31,18518.46003,47027.60333,78417.54999,77798.41898,145766.2261,99716.24835,124450.5996,551377.9259,581133.1242,175606.5649,238421.1062,264516.3028,966.00691,1509.97593,1550.88208,1550.88208,23927.08542,9374.19101,19496.95858,22753.198,38201.88261,108438.5435,29052.47909,224352.2405,24642.29876,1213.328992,1173.179986,2072.450764,1142.56,1103.138269
1988-09-30,19281.87076,48905.59983,80466.97795,79564.33516,149964.5024,99727.59444,129210.4816,560339.8572,592760.4357,180391.9193,244918.1839,271724.4858,974.43564,1527.29033,1576.57052,1576.57052,24668.82507,9882.45817,20019.8865,23653.12138,39633.01218,112417.3627,30173.73061,230442.5656,25687.13223,1260.146869,1141.152172,1922.013221,1090.4,1116.681286
1988-10-31,19700.75644,49927.43194,79885.13095,78583.27061,149075.6112,99689.56362,136377.495,596653.6524,629427.4108,191240.1908,259646.8866,288065.2454,982.05343,1542.35959,1599.97891,1599.97891,24370.33228,10078.15298,19613.08241,24100.08144,40171.95483,119727.7059,30650.89884,244276.7402,26388.39091,1290.985057,1196.383937,1998.079777,1090.72,1129.50781
1988-11-30,19402.33354,49292.99027,77393.97265,75149.54468,144620.0107,98265.22284,145006.7469,634755.548,675977.9738,203396.7625,276151.8691,306376.6987,985.16496,1537.98958,1582.80262,1582.80262,23714.77035,9867.62657,18854.74258,23698.41785,39377.44412,124401.1282,30098.49734,259779.2426,26013.67579,1266.697884,1265.176013,2047.498884,1077.12,1135.294078
1988-12-31,19786.09088,49888.451,80196.93945,78111.18322,150233.0878,99712.23251,149090.2892,625084.7233,674221.107,204711.269,277936.575,308356.7408,991.16598,1541.4757,1589.32787,1589.32787,24390.6413,10148.09731,19622.5454,24205.30076,40300.45818,122005.657,30746.56603,261431.0758,26484.52332,1283.0355,1357.66038,1987.663186,1061.92,1142.771162
