Date,WORLD,G7 INDEX,MSCI Emerging Markets Top 100 Select Index,NORTH AMERICA,PACIFIC,PACIFIC ex JAPAN,EAFE,EMU,EU,EURO,EUROPE,FAR EAST,EM ASIA,ASEAN,BRIC,EFM (EMERGING + FRONTIER MARKETS),EM 50,EM ASEAN,EM LATIN AMERICA,EM FAR EAST,EM EUROPE & MIDDLE EAST,EM EUROPE,EM EMEA,EM EASTERN EUROPE,FM (FRONTIER MARKETS),FM AFRICA,FM ASIA INDEX,FM CENTRAL & EASTERN EUROPE + CIS,FM EMEA,FM LATIN AMERICA & CARIBBEAN INDEX,GOLDEN DRAGON,FRONTIER EMERGING MARKETS
2020-12-31,11625.20,7810.86,462.31,17243.18,9012.06,9731.33,9360.56,1320.24,1283.19,431.59,11383.80,10104.99,1470.89,216.01,805.00,594.79,182.87,109.27,6911.71,1338.17,703.37,886.24,406.38,403.20,398.75,592.31,239.52,407.44,412.70,,491.90,460.71
2021-01-29,11512.43,7729.71,487.06,17082.62,8970.25,9799.53,9261.58,1293.80,1260.96,422.13,11220.35,10044.10,1535.09,211.99,835.84,613.04,196.14,106.11,6447.70,1408.38,706.31,866.03,410.94,395.06,400.27,599.76,235.14,418.03,419.00,,524.18,439.55
2021-02-26,11811.31,7943.61,488.61,17551.85,9145.87,10082.99,9470.60,1339.33,1300.73,439.35,11496.52,10236.95,1549.48,216.04,833.33,617.73,195.46,107.48,6255.70,1414.09,717.00,877.03,418.75,400.86,400.81,593.25,249.50,419.51,407.07,,528.57,448.15
2021-03-31,12211.12,8222.59,476.16,18222.39,9249.36,10182.85,9697.49,1382.83,1343.66,456.35,11863.26,10364.34,1503.56,216.43,804.36,608.65,187.32,105.55,6547.23,1362.55,749.54,892.44,439.41,413.73,402.13,587.41,247.96,435.20,410.42,,506.37,433.13
2021-04-30,12784.97,8608.29,488.54,19205.88,9279.02,10612.54,9997.38,1448.35,1409.06,477.82,12418.20,10279.43,1539.89,219.90,814.94,624.13,190.89,106.13,6791.08,1401.71,775.09,907.98,449.73,420.37,429.90,620.82,266.72,474.22,437.37,,521.99,442.45
2021-05-31,12976.58,8714.86,492.81,19342.81,9441.88,10839.88,10332.86,1510.72,1470.78,499.21,12953.61,10430.27,1559.21,220.62,842.59,638.85,191.30,106.47,7336.21,1405.45,817.36,999.49,476.15,465.83,447.32,641.55,275.81,503.24,456.62,,523.83,460.68
2021-06-30,13174.25,8872.15,497.33,19855.37,9374.83,10670.50,10219.38,1481.42,1444.92,488.89,12781.38,10372.77,1561.17,214.37,848.40,640.32,193.03,102.77,7535.14,1408.85,835.27,1017.14,472.49,476.26,459.31,653.04,288.17,507.02,464.84,,524.06,464.59
2021-07-30,13413.45,9033.64,454.19,20302.20,9249.11,10511.36,10297.33,1501.17,1472.18,494.48,13019.54,10232.30,1435.50,206.86,766.26,598.03,174.25,97.07,7230.19,1277.29,841.76,1021.81,473.12,476.91,458.13,662.93,272.36,520.08,475.86,,472.88,447.00
2021-08-31,13751.46,9269.47,455.49,20875.96,9459.98,10584.93,10479.91,1531.19,1499.82,504.21,13217.26,10485.14,1473.91,219.16,783.03,613.87,174.09,106.53,7292.01,1294.61,879.98,1069.33,489.39,497.65,469.67,671.95,276.77,547.31,489.84,,478.19,477.99
2021-09-30,13186.53,8904.50,429.84,19910.60,9529.65,10203.77,10183.52,1454.48,1423.75,479.89,12594.81,10667.48,1413.30,215.26,753.32,590.05,164.46,103.56,6539.71,1230.74,901.81,1098.81,493.09,517.10,475.31,685.37,282.19,551.18,493.88,,454.83,472.56
2021-10-29,13936.99,9420.20,437.57,21305.72,9409.22,10533.37,10436.48,1512.34,1485.15,501.34,13166.92,10394.13,1431.33,224.73,763.75,596.17,169.46,108.09,6195.24,1251.04,932.17,1139.84,506.24,538.30,494.42,694.81,294.91,598.81,512.52,,465.17,497.32
2021-11-30,13636.23,9253.21,417.80,21053.59,9057.79,9869.90,9952.20,1422.94,1396.48,469.33,12490.11,10083.29,1379.39,214.04,722.82,571.88,160.59,104.16,6014.11,1204.28,860.09,1018.98,470.89,481.14,471.74,650.64,291.50,561.22,480.05,,447.75,478.51
2021-12-31,14223.14,9638.71,423.38,21893.81,9272.61,10197.08,10462.77,1508.63,1481.04,499.13,13315.49,10253.91,1400.26,218.40,715.87,582.86,163.03,107.39,6377.35,1217.58,875.32,1016.45,481.86,478.39,478.83,665.02,292.85,560.40,490.25,,446.22,481.94
2022-01-31,13473.44,9157.40,415.12,20702.20,8785.89,9625.62,9957.96,1435.66,1396.59,477.32,12707.70,9817.42,1351.50,216.97,703.39,571.74,161.19,107.21,6848.32,1170.35,887.64,960.26,494.28,446.76,461.95,663.69,283.59,504.56,471.91,,436.31,485.57
2022-02-28,13137.03,8911.27,388.59,20126.41,8804.35,9897.45,9782.88,1363.47,1326.36,451.38,12350.20,9689.89,1319.93,222.32,659.47,554.62,147.68,112.25,7179.86,1146.70,756.27,587.51,443.71,255.70,441.64,640.72,274.99,439.20,447.34,,421.60,479.41
2022-03-31,13505.74,9158.88,367.36,20852.41,8994.81,10583.06,9857.01,1341.68,1316.82,443.83,12352.15,9664.99,1279.17,223.26,620.97,542.44,142.18,112.76,8120.49,1096.85,670.84,294.76,416.36,103.71,441.39,627.30,267.35,436.91,454.48,,399.08,484.85
2022-04-29,12389.19,8372.68,341.89,18980.72,8297.22,9957.33,9227.69,1248.98,1227.61,412.01,11658.04,8861.01,1214.23,214.00,592.62,512.55,133.14,110.40,7069.60,1033.58,677.74,266.36,402.98,87.77,429.47,631.82,248.82,431.75,453.41,,375.33,453.65
2022-05-31,12408.09,8396.38,350.25,18955.65,8371.08,9917.76,9310.01,1280.41,1248.84,423.64,11770.62,8996.69,1219.32,210.49,592.90,514.47,135.47,109.64,7652.68,1051.38,635.79,262.23,386.27,88.11,402.30,593.09,230.13,417.61,427.65,,383.24,445.22
2022-06-30,11337.72,7673.99,327.39,17366.74,7699.01,9094.41,8448.20,1135.05,1108.83,375.87,10602.17,8383.72,1161.45,192.34,594.73,480.79,126.66,99.48,6355.54,1005.42,574.42,234.15,345.55,79.29,380.94,569.32,212.74,401.37,410.87,,382.70,396.53
2022-07-29,12241.14,8311.08,319.51,18948.79,8085.46,9443.40,8870.02,1188.33,1169.62,394.05,11128.53,8766.35,1147.77,197.43,573.74,480.10,124.42,100.71,6626.69,973.39,602.09,235.94,357.74,79.56,385.97,567.10,207.27,422.64,425.90,,361.68,402.73
2022-08-31,11734.16,7974.16,318.63,18205.84,7903.16,9279.74,8449.67,1113.08,1089.87,369.33,10436.31,8537.15,1152.33,201.45,584.95,482.38,124.68,104.62,6812.72,969.38,604.92,229.81,355.02,71.42,393.09,563.80,217.42,443.03,426.40,,359.38,407.69
2022-09-30,10648.16,7238.10,272.75,16524.66,7084.32,8293.27,7663.16,1016.15,991.59,338.37,9530.72,7683.45,1000.41,188.29,519.87,426.22,106.26,97.61,6591.89,826.67,559.95,205.85,327.62,61.94,356.78,527.68,192.57,385.02,392.68,,307.55,362.51
2022-10-31,11415.73,7785.76,252.81,17825.84,7231.03,8333.83,8075.91,1106.51,1079.17,368.38,10215.08,7768.45,941.90,189.75,476.51,412.96,97.18,99.72,7230.35,761.16,586.76,238.28,341.85,70.04,341.48,507.77,168.68,406.74,395.91,,267.26,370.41
2022-11-30,12215.11,8289.32,309.31,18801.48,8059.14,9555.68,8986.81,1249.34,1216.44,418.35,11376.60,8639.79,1118.18,205.88,559.77,473.78,118.56,106.89,7268.86,931.68,583.43,278.10,357.78,81.62,359.36,517.58,176.31,455.18,418.28,,339.05,403.40
2022-12-30,11700.99,7894.33,307.52,17705.28,8087.54,9599.51,8996.59,1249.03,1222.71,416.56,11381.36,8731.29,1109.62,205.05,566.38,467.37,118.14,106.96,6983.98,935.03,567.04,294.85,346.77,85.83,354.09,518.99,169.19,456.73,417.83,,347.74,395.98
2023-01-31,12532.09,8449.47,348.10,18891.67,8661.54,10427.44,9726.18,1393.70,1350.31,465.95,12370.69,9256.20,1205.44,215.57,607.17,504.15,133.90,110.82,7675.61,1040.28,574.95,305.12,354.72,92.85,370.04,516.75,183.07,483.15,428.83,,385.93,415.36
2023-02-28,12235.69,8254.57,319.43,18422.74,8245.09,9753.75,9524.27,1383.68,1347.38,462.99,12295.58,8860.64,1122.74,203.14,553.79,471.71,122.14,104.36,7200.68,964.15,558.85,312.33,339.63,91.41,360.89,529.96,165.60,485.33,434.38,,356.87,399.29
2023-03-31,12622.66,8521.06,334.78,19046.95,8479.22,9808.02,9772.44,1427.98,1390.61,482.00,12603.33,9204.30,1163.54,211.23,571.32,486.11,128.74,107.80,7266.14,1004.00,560.26,299.50,343.33,89.42,365.34,503.94,174.07,491.85,432.02,,370.11,405.98
2023-04-28,12850.38,8665.98,320.09,19304.42,8504.82,9826.07,10058.46,1474.46,1439.46,498.34,13146.63,9234.50,1136.26,211.50,560.29,480.78,121.75,108.58,7463.37,967.57,589.49,315.67,357.27,100.19,367.35,499.27,170.78,516.89,439.56,,354.48,410.37
2023-05-31,12731.91,8632.12,319.18,19374.80,8427.46,9240.71,9645.84,1393.56,1359.56,472.19,12400.35,9259.40,1124.52,201.87,535.65,472.90,121.50,104.54,7408.60,949.37,572.04,311.93,336.11,95.90,365.42,525.18,171.31,508.04,435.54,,340.22,400.57
2023-06-30,13506.74,9180.62,333.10,20666.34,8778.42,9634.66,10087.59,1481.09,1438.73,502.83,12998.12,9622.04,1156.11,202.17,564.88,491.22,126.55,103.54,8305.50,971.87,593.22,334.42,353.20,107.56,373.80,506.44,178.98,534.46,440.83,,351.48,414.82
