Date,B_EU_1Y,B_EU_LT
2002-09-30,2257.93604,3748.196932
2002-10-31,2264.45558,3774.301025
2002-11-30,2262.06111,3867.890557
2002-12-31,2276.13422,3940.930542
2003-01-31,2278.34621,4049.49236
2003-02-28,2284.98646,4032.450772
2003-03-31,2288.30445,3998.507603
2003-04-30,2293.18778,4155.531723
2003-05-31,2298.29921,4261.910748
2003-06-30,2300.74185,4111.732287
2003-07-31,2294.50385,4058.220795
2003-08-31,2296.50875,4058.492873
2003-09-30,2307.66334,4036.761212
2003-10-31,2303.42057,3990.791347
2003-11-30,2303.82529,4041.645916
2003-12-31,2312.83127,4100.688035
2004-01-31,2315.08769,4148.591437
2004-02-29,2321.18311,4227.095231
2004-03-31,2325.47323,4276.786462
2004-04-30,2316.88019,4210.80987
2004-05-31,2315.07545,4193.271788
2004-06-30,2313.03918,4212.897737
2004-07-31,2320.29844,4265.929555
2004-08-31,2330.06961,4349.026655
2004-09-30,2328.47835,4397.465166
2004-10-31,2334.172,4455.090292
2004-11-30,2328.70129,4534.429232
2004-12-31,2333.49567,4605.416705
2005-01-31,2335.78791,4689.348952
2005-02-28,2336.93402,4646.338895
2005-03-31,2337.62271,4670.140577
2005-04-30,2347.30107,4779.962374
2005-05-31,2354.6946,4835.499632
2005-06-30,2358.39777,4919.849453
2005-07-31,2357.93443,4905.651958
2005-08-31,2368.41126,4968.705537
2005-09-30,2370.5072,4980.815165
2005-10-31,2374.71751,4891.872037
2005-11-30,2380.8246,4891.454464
2005-12-31,2387.19528,4977.474578
2006-01-31,2394.28596,4896.882918
2006-02-28,2401.62281,4905.234385
2006-03-31,2410.88018,4805.851923
2006-04-30,2418.74174,4721.084529
2006-05-31,2428.77291,4762.424292
2006-06-30,2437.16453,4722.337249
2006-07-31,2447.75138,4796.247735
2006-08-31,2458.36564,4874.333956
2006-09-30,2469.74205,4952.837749
2006-10-31,2480.91677,4922.354893
2006-11-30,2489.94272,4969.540684
2006-12-31,2501.23404,4881.850276
2007-01-31,2513.54327,4840.510513
2007-02-28,2522.43203,4914.420999
2007-03-31,2534.82361,4883.102996
2007-04-30,2545.27136,4833.829339
2007-05-31,2556.52256,4783.302961
2007-06-30,2567.31063,4725.260262
2007-07-31,2577.89229,4796.247735
2007-08-31,2589.52949,4836.752352
2007-09-30,2598.16624,4825.060298
2007-10-31,2610.91984,4910.662839
2007-11-30,2619.38278,4938.640255
2007-12-31,2630.99208,4883.102996
2008-01-31,2641.34013,5014.638608
2008-02-29,2648.34387,5020.902209
2008-03-31,2653.28446,5002.111407
2008-04-30,2657.19657,4957.84863
2008-05-31,2662.68341,4870.575795
2008-06-30,2670.81343,4819.631844
2008-07-31,2676.85361,4898.553211
2008-08-31,2682.90746,5022.154929
2008-09-30,2671.01427,5007.539861
2008-10-31,2689.50529,5030.088823
2008-11-30,2708.54603,5285.226152
2008-12-31,2736.78609,5329.071356
2009-01-31,2739.45092,5194.612731
2009-02-28,2736.77571,5200.876332
2009-03-31,2736.77571,5297.33578
2009-04-30,2738.963599,5369.575973
2009-05-31,2740.604516,5257.248737
2009-06-30,2743.886349,5348.279731
2009-07-31,2748.535614,5499.858865
2009-08-31,2750.450017,5590.88986
2009-09-30,2751.817447,5626.383596
2009-10-31,2752.090933,5615.109115
2009-11-30,2753.184878,5650.602852
2009-12-31,2754.825795,5591.307433
2010-01-31,2756.193225,5596.318314
2010-02-28,2759.475059,5669.393653
2010-03-31,2761.936434,5736.205393
2010-04-30,2756.466711,5614.273968
2010-05-31,2763.577351,5741.633847
2010-06-30,2762.756892,5623.043009
2010-07-31,2764.124323,5739.128406
2010-08-31,2766.585698,5893.630553
2010-09-30,2766.038726,5823.060654
2010-10-31,2767.679643,5780.050597
2010-11-30,2764.124323,5461.442115
2010-12-31,2770.414504,5468.123289
2011-01-31,2772.875879,5487.331664
2011-02-28,2775.884227,5477.727476
2011-03-31,2776.978171,5461.024541
2011-04-30,2777.525143,5430.959259
2011-05-31,2782.174408,5501.946732
2011-06-30,2784.088811,5461.024541
2011-07-31,2786.2767,5394.630376
2011-08-31,2797.216145,5545.791936
2011-09-30,2800.224492,5539.528335
2011-10-31,2800.497978,5332.411943
2011-11-30,2799.67752,5057.648665
2011-12-31,2815.813202,5299.006074
2012-01-31,2820.735952,5459.354248
2012-02-29,2826.752647,5649.350132
2012-03-31,2826.752647,5678.997841
2012-04-30,2826.205675,5633.06477
2012-05-31,2824.017786,5742.05142
2012-06-30,2825.385216,5664.382773
2012-07-31,2830.307967,5829.324254
2012-08-31,2835.230717,5846.444763
2012-09-30,2836.324662,6030.177046
2012-10-31,2839.059523,6115.779587
2012-11-30,2841.520898,6297.424003
2012-12-31,2842.341356,6323.731125
2013-01-31,2844.255759,6335.840753
2013-02-28,2845.62319,6305.77547
2013-03-31,2846.717135,6367.158756
2013-04-30,2847.537593,6678.66849
2013-05-31,2847.811079,6555.484346
2013-06-30,2846.717135,6381.35625
2013-07-31,2848.084565,6450.255857
2013-08-31,2848.358051,6392.213158
2013-09-30,2849.17851,6464.453351
2013-10-31,2851.366399,6622.296085
2013-11-30,2851.639885,6636.076006
2013-12-31,2851.366399,6567.593974
2014-01-31,2852.460343,6797.259328
2014-02-28,2853.007316,6919.190752
2014-03-31,2852.733829,7035.693722
2014-04-30,2853.280802,7136.328905
2014-05-31,2854.374746,7225.272032
2014-06-30,2856.015663,7388.960794
2014-07-31,2856.289149,7511.309791
2014-08-31,2856.562635,7745.150879
2014-09-30,2856.562635,7758.9308
2014-10-31,2855.742177,7809.039605
2014-11-30,2855.742177,8014.485703
2014-12-31,2856.562635,8173.998731
2015-01-31,2856.562635,8474.651557
2015-02-28,2856.562635,8578.209753
2015-03-31,2856.562635,8709.327792
2015-04-30,2855.742177,8540.62815
2015-05-31,2855.195205,8305.534342
2015-06-30,2853.827774,7958.530871
2015-07-31,2853.554288,8244.151057
2015-08-31,2852.733829,8115.956032
2015-09-30,2852.186857,8300.105889
2015-10-31,2851.913371,8455.860756
2015-11-30,2851.913371,8501.376253
2015-12-31,2851.092913,8367.752775
2016-01-31,2850.272454,8607.857463
2016-02-29,2849.451996,8712.250805
2016-03-31,2848.358051,8794.095186
2016-04-30,2847.811079,8634.582158
2016-05-31,2846.717135,8771.963797
2016-06-30,2845.896676,9034.617448
2016-07-31,2844.529245,9166.570633
2016-08-31,2843.161815,9134.417483
2016-09-30,2842.614843,9159.889459
2016-10-31,2841.247412,8873.016553
2016-11-30,2840.153467,8638.340319
2016-12-31,2839.606495,8714.338672
2017-01-31,2835.777689,8431.6415
2017-02-28,2835.230717,8573.198873
2017-03-31,2833.042828,8518.914335
2017-04-30,2831.675397,8581.55034
2017-05-31,2829.760994,8659.636561
2017-06-30,2827.846592,8604.934449
2017-07-31,2826.479161,8631.241571
2017-08-31,2824.838244,8728.118593
2017-09-30,2822.923841,8672.163762
2017-10-31,2821.829897,8826.665909
2017-11-30,2820.18898,8875.939567
2017-12-31,2818.274577,8764.447477
2018-01-31,2815.813202,8710.998085
2018-02-28,2814.445771,8735.634914
2018-03-31,2812.531368,8962.377254
2018-04-30,2810.616965,8910.180583
2018-05-31,2805.147243,8697.218164
2018-06-30,2807.061646,8792.842466
2018-07-31,2805.694215,8753.172996
2018-08-31,2803.506326,8660.889281
2018-09-30,2802.412381,8666.317735
2018-10-31,2802.412381,8630.406425
2018-11-30,2801.318437,8709.745365
2018-12-31,2800.497978,8823.742895
2019-01-31,2798.583576,8956.531227
2019-02-28,2797.216145,8913.103597
2019-03-31,2796.395686,9158.219165
2019-04-30,2795.028256,9166.570633
2019-05-31,2793.934311,9292.677791
2019-06-30,2793.660825,9607.945685
2019-07-31,2792.840367,9848.88552
2019-08-31,2792.019908,10166.65886
2019-09-30,2789.285047,10163.73584
2019-10-31,2787.64413,10040.5517
2019-11-30,2785.729727,9893.983444
2019-12-31,2784.909269,9768.29386
2020-01-31,2782.72138,10122.39608
2020-02-29,2781.353949,10146.19776
2020-03-31,2778.072116,9802.534876
2020-04-30,2776.704685,9805.45789
2020-05-31,2776.431199,9860.160001
2020-06-30,2776.431199,10004.22281
2020-07-31,2774.790282,10152.87893
2020-08-31,2773.422852,10049.73831
2020-09-30,2772.055421,10243.90993
2020-10-31,2771.781935,10373.35767
2020-11-30,2769.867532,10394.65392
2020-12-31,2768.226615,10429.73008
2021-01-31,2765.76524,10348.30327
2021-02-28,2763.850837,10097.75925
2021-03-31,2762.483406,10139.93416
2021-04-30,2761.115976,9979.585985
2021-05-31,2759.748545,9972.487238
2021-06-30,2757.834142,10044.30986
2021-07-31,2756.193225,10293.60116
2021-08-31,2754.278822,10214.67979
2021-09-30,2752.637906,10035.95839
2021-10-31,2750.17653,9901.917338
2021-11-30,2750.450017,10146.19776
2021-12-31,2747.988641,9948.685556
2022-01-31,2744.980294,9802.117303
2022-02-28,2743.612863,9520.672851
2022-03-31,2740.604516,9231.294505
2022-04-30,2737.596168,8710.580512
2022-05-31,2735.408279,8478.827291
2022-06-30,2731.85296,8250.832231
2022-07-31,2730.485529,8726.865873
2022-08-31,2726.656723,8095.494937
2022-09-30,2718.725625,7639.504816
2022-10-31,2718.999112,7681.679727
2022-11-30,2721.460487,7966.047192
2022-12-31,2721.733973,7420.69637
2023-01-31,2724.195348,7716.75589
2023-02-28,2725.289293,7491.26627
2023-03-31,2734.040849,7744.315732
2023-04-30,2738.690113,7725.524931
2023-05-31,2744.706808,7776.051308
2023-06-30,2747.441669,7798.182697
2023-07-31,2754.825795,7748.491466
2023-08-31,2763.303865,7775.633735
2023-09-30,2768.500101,7441.157465
2023-10-31,2776.704685,7445.333199
2023-11-30,2786.2767,7804.028724
2023-12-31,2796.395686,8233.294149
