Date,AUD,AUST,BELG,CAD,DNMK,FNLD,FRA,GER,HNGK,IRLD,ISRL,ITA,JPY,GREC REB,NTHRL,NZL,NHNKBU,NRWY,PRTGL,SNGPR,SPA,SWE,SWISS,UK,US,BRA,CHL,CHN,CHN50,CHN-A,CHN-A50,GREC,CLMB,CZCHRPB,EGYPT,HUNG,INDO,INDI,INDI.D,KOR,KUWT,KUWT.D,MLYS,MXCO,PRU,PHLPN,PLND,QATR,THAIL,QATR.D,SADIA,SADIA.D,STHAF,TAIW,TRKY,UAE,UAE.D,ARGNT,BAHRN,BAHRN.D,BNGLDSH,BSNIA,BTSWNA,ESTN,BULGR,CROTIA,GHNA,IVRYCST,JMCA,JRDN,KZKSTN,KNYA,LBNON,LTHNIA,MAURITH,PKSTN,MRCCO,NGER,OMAN,OMAN.D,PKSTN.D,RUSS.GRW,RUSS.VAL,PKSTN.VAL,PNMA,ROMAN,SNGL,SRI.LNK,SRBIA,SLOVIA,TRNDAD,TNSIA,UKRN,VTNAM,ZMBWE
2004-04-04,1773.538,3136.486,7533.972,2367.307,6989.17,555.167,3930.488,2924.403,17432.824,451.604,191.109,969.765,3902.178,85.188,7738.267,241.804,73.5,3879.245,194.835,3875.488,2476.437,10499.143,5478,4219.611,3332.517,1278.254,1597.529,26.87,,,,708.232,272.851,239.442,283.299,478.552,282.229,194.06,,231.172,,,287.434,2792.715,390.786,148.507,569.199,,234.56,,,,283.228,264.825,433.895,,,1317.592,,,,,,233.152,,125.907,,,,187.755,,476.067,122.434,,229.777,182.225,243.141,255.715,,,,216.818,366.559,,,,,126.367,,166.5,,,,,
2004-05-04,1785.286,3163.133,7773.933,2431.264,7019.764,549.253,4057.188,2937.654,17499.864,455.978,192.118,983.651,3765.293,84.788,7900.899,239.424,70.886,4109.611,190.322,3801.261,2489.682,10683.396,5523.691,4311.66,3376.846,1256.892,1583.641,28.715,,,,704.908,238.794,236.951,259.639,504.428,252.335,163.495,,215.87,,,275.272,2826.561,410.766,144.899,575.972,,232.126,,,,303.971,257.755,389.833,,,1215.742,,,,,,232.884,,119.182,,,,192.178,,442.164,116.336,,227.04,178.224,245.731,287.33,,,,196.341,365.278,,,,,136.401,,164.758,,100,,,
2004-06-04,1784.994,3347.605,8018.17,2535.426,7428.216,572.062,4136.508,3024.615,17496.581,480.473,203.556,1020.477,3968.164,83.392,8047.501,252.713,74.727,4263.116,195.688,3853.361,2521.71,11013.744,5525.822,4312.444,3440.639,1319.232,1637.767,28.539,,,,693.298,237.186,238.692,263.342,512.999,250.989,164.115,,210.614,,,278.486,2876.712,407.544,152.146,606.476,,233.68,,,,307.621,250.733,424.326,,,1250.347,,,,,,246.136,,116.645,,,,197.834,,414.404,138.508,,226.652,171.4,244.245,299.489,,,,195.139,363.388,,,,,139.944,,163.858,,99.739,,,
2004-07-04,1790.767,3409.031,7915.085,2538.187,7287.62,501.024,4008.303,2876.191,17732.645,466.163,180.616,995.57,3732.937,80.898,7684.164,263.275,70.279,4178.306,186.618,3958.67,2465.305,10527.725,5338.066,4269.551,3323.49,1430.189,1684.23,28.645,,,,672.567,244.832,243.238,290.062,519.406,271.905,175.835,,193.499,,,282.561,2832.179,406.648,151.556,598.036,,228.104,,,,310.839,232.001,466.402,,,1299.386,,,,,,242.324,,113.953,,,,208.021,,433.245,142.529,,220.322,171.197,250.014,278.509,,,,189.665,313.972,,,,,141.867,,169.222,,101.253,,,
2004-08-04,1827.343,3403.825,8285.928,2539.792,7422.734,505.653,4001.523,2822.238,18993.127,482.457,171.37,985.823,3760.016,82.028,7673.551,265.637,70.678,4281.751,188.158,4049.919,2469.379,10701.512,5274.172,4294.034,3340.507,1520.515,1820.346,28.763,,,,681.954,259.083,254.343,323.056,545.006,269.313,175.781,,211.836,,,280.409,2867.995,424.665,148.695,610.509,,226.378,,,,322.295,249.478,473.36,,,1326.088,,,,,,246.014,,118.407,,,,207.291,,451.755,125.358,,211.351,169.105,254.816,241.293,,,,207.399,343.925,,,,,135.142,,178.593,,102.214,,,
2004-09-04,1949.233,3565.792,8912.905,2732.967,7886.477,561.931,4137.532,2971.238,19320.193,505.949,169.985,1041.953,3672.595,85.477,7839.011,283.221,68.987,4776.248,199.81,4255.396,2566.786,11537.384,5407.524,4432.157,3377.187,1666.832,1885.475,30.895,,,,710.633,303.243,282.261,392.181,581.31,302.829,190.718,,219.488,,,289.618,3035.636,452.391,167.915,666.403,,234.804,,,,349.133,249.764,509.8,,,1583.562,,,,,,257.397,,125.553,,,,222.207,,451.518,145.029,,222.447,166.061,255.25,233.515,,,,225.268,365.896,,,,,137.155,,179.884,,101.413,,,
2004-10-04,2066.437,3767.39,9437.921,2905.68,7815.875,612.101,4309.946,3091.942,19254.692,523.626,173.398,1102.511,3768.752,94.43,8181.037,282.059,70.808,4892.573,205.891,4286.236,2787.069,11699.181,5508.957,4540.136,3428.833,1696.035,1937.436,30.142,,,,785.063,317.77,300.002,429.678,634.638,321.3,197.826,,223.856,,,293.519,3202.007,466.019,174.823,709.887,,233.009,,,,364.215,249.098,543.361,,,1600.492,,,,,,284.392,,127.897,,,,243.565,,449.805,129.192,,234.278,162.578,216.448,238.591,,,,235.111,383.552,,,,,144.064,,190.868,,103.616,,,
2004-11-04,2244.275,4267.195,10048.268,3025.252,8412.875,665.708,4568.34,3364.677,21007.929,565.97,188.772,1192.123,3950.69,104.978,8723.274,314.192,74.227,5566.701,217.316,4414.849,3017.231,13170.005,5913.999,4833.763,3569.833,1872.211,2066.674,33.176,,,1000,872.76,392.373,355.926,432.882,717.074,378.172,222.025,,247.795,,,312.152,3439.041,468.312,175.838,772.645,,256.749,,,,415.128,265.006,550.69,,,1657.301,,,,,,322.263,,120.991,,,,284.634,,490.654,143.678,,245.599,175.989,238.017,235.171,,,,226.888,347.995,,,,,140.444,,210.451,,105.989,,,
2004-12-04,2340.565,4608.933,10529.699,3082.727,8734.25,656.049,4756.829,3545.84,21495.319,604.263,205.306,1285.558,4153.438,113.894,9127.272,325.905,78.001,5607.398,225.198,4555.498,3219.4,13412.656,6183.943,4990.933,3694.97,2053.188,2179.724,32.584,,,957.266,946.885,405.016,382.632,483.604,760.736,377.618,238.262,,254.601,,,310.066,3720.901,462.174,176.351,877.503,,267.614,,,,433.481,283.033,654.704,,,1715.715,,,,,,354.353,,118.515,,,,296.629,,449.587,144.372,,256.066,193.53,273.036,233.89,,,,220.843,331.642,,,,,139.076,,217.536,,109.542,,,
2005-01-05,2357.643,4501.207,10322.535,2960.568,8497.983,634.971,4678.029,3409.2,20603.718,589.476,202.792,1255.827,4056.992,113.881,9087.388,319.933,76.186,5435.394,227.15,4636.159,3141.21,12770.167,5992.659,4955.198,3603.494,2004.165,2072.512,31.875,,,928.493,946.772,397.014,400.273,690.147,770.82,399.204,234.069,,273.532,,,315.14,3726.246,463.104,199.592,821.246,,279.167,,,,409.515,274.401,713.149,,,1714.306,,,,,,354.096,,114.65,,,,343.466,,488.291,154.301,,262.561,213.597,264.386,217.325,,,,225.898,344.883,,,,,167.087,,216.512,,109.494,,,
2005-02-05,2489.83,4909.224,10881.762,3151.4,9155.074,682.232,4909.375,3547.553,21292.817,575.656,208.938,1295.588,4140.648,126.633,9734.469,344.479,77.768,6070.227,226.522,4671.554,3255.045,13585.307,6331.521,5195.694,3678.646,2354.791,2221.893,34.236,,,999.456,1052.792,448.537,453.148,762.554,953.578,402.347,240.525,,302.315,,,312.603,4016.93,504.027,207.364,979.059,,301.61,,,,443.769,290.683,772.234,,,2135.236,,,,,,416.915,,140.585,,,,347.442,,485.702,141.221,,263.012,260.283,260.19,206.411,,,,248.084,390.282,,,,,172.688,,217.278,,110.38,,,
2005-03-05,2391.902,4680.159,10754.618,3196.434,9295.884,661.089,4844.706,3467.326,20589.063,535.523,208.297,1292.072,4056.676,112.706,9364.317,318.427,76.22,5874.132,218.758,4644.062,3145.29,13128.646,6180.347,5058.488,3619.894,2152.88,2250.001,32.472,,,921.514,937.009,393.802,425.068,755.583,846.414,398.024,232.603,,285.489,,,299.454,3633.281,480.66,193.098,876.859,,272.237,,,,401.86,273.449,660.679,,,1942.003,,,,,,454.987,,110.24,,,,373.758,,511.459,157.298,,262.573,247.482,252.185,191.059,,,,223.452,370.391,,,,,172.674,,190.89,,120.977,,,
2005-04-05,2353.514,4473.656,10442.118,3023.63,9003.675,670.821,4635.236,3318.309,21459.651,521.936,208.901,1239.416,3952.315,112.082,8926.701,322.71,74.227,5644.172,214.701,4659.313,3046.354,12872.889,6177.341,5005.291,3554.49,2064.418,2228.399,32.605,,,918.548,931.817,417.796,408.752,829.548,792.529,379.573,220.227,,271.594,,,301.532,3556.046,479.41,186.488,774.701,,264.066,,,,396.186,269.793,595.286,,,1825.399,,,,,,449.415,,103.982,,,,452.619,,518.086,174.849,,261.273,236.621,256.541,210.65,,,,224.859,375.052,,,,,190.223,,183.745,,141.684,,,
2005-05-05,2351.835,4680.451,10353.027,3090.857,9257.494,699.682,4748.07,3387.376,21491.513,534.28,220.896,1228.32,3916.357,112.324,8987.368,312.828,73.533,5875.985,206,4696.581,3061.546,13264.292,6186.503,4957.899,3670.69,2224.541,2272.849,32.922,,,836.682,933.831,401.23,404.075,870.549,773.168,405.823,239.705,,284.926,100,100,294.901,3871.014,471.196,193.162,800.487,100,260.822,100,,100,380.726,280.821,660.819,100,100,2073.969,100,100,,,,430.111,100,106.085,,,,430.102,,585.141,166.346,,267.859,232.186,264.092,209.063,100,100,,228.96,381.176,,,,,196.279,,183.133,,137.504,,,
2005-06-05,2487.761,4981.311,10391.607,3279.956,9414.929,706.949,4804.506,3419.118,22252.624,552.671,203.414,1241.383,3912.564,114.996,9404.833,328.767,73.456,6380.492,200.626,4787.902,3115.595,13131.95,6145.004,5036.763,3679.889,2311.097,2406.031,34.296,,,875.558,956.044,465.729,427.579,992.357,864.422,417.186,260.44,,285.752,107.292,108.494,304.701,4096.608,483.931,187.809,860.308,122.429,260.064,119.274,,111.747,401.493,289.56,709.405,136.25,120.627,2156.27,97.432,97.432,,,,420.218,97.713,114.319,,,,469.654,,641.103,211.683,,271.5,253.606,260.432,203.275,110.294,110,,231.973,403.097,,,,,193.434,,171.163,,133.342,,,
2005-07-05,2546.426,5180.26,10838.996,3460.132,9707.504,706.31,5081.07,3657.74,23529.286,570.698,215.639,1293.86,3951.547,122.869,9598.626,336.045,74.201,6793.262,203.079,5157.779,3261.541,13869.453,6476.788,5102.939,3818.157,2402.779,2609.535,36.784,,,935.892,1021.495,538.075,452.412,997.728,974.27,448.395,275.116,,321.083,112.753,113.589,327.525,4477.818,517.686,189.727,924.351,117.686,264.254,115.054,,107.032,436.271,294.409,788.799,110.074,101.377,2489.823,90.507,90.507,,,,421.035,102.053,114.951,,,,487.519,,658.572,243.385,,283.955,240.536,277.759,212.882,105.528,105.796,,255.944,449.325,,,,,193.538,,178.291,,131.797,,,
2005-08-05,2572.211,5522.224,10991.661,3665.634,10197.554,709.023,5095.124,3669.28,23283.237,563.413,219.178,1300.99,4226.518,122.948,9579.916,339.719,79.365,7267.965,210.337,4948.71,3262.177,13959.098,6530.674,5255.769,3782.703,2669.246,2614.662,36.986,,,967.267,1022.152,578.34,514.395,985.187,1035.713,377.99,276.088,,310.865,115.602,117.731,316.919,4419.131,536.145,184.593,976.994,142.565,278.237,142.322,,121.952,458.451,276.813,812.419,136.326,120.172,2793.551,85.141,85.141,,,,425.726,101.878,116.469,,,,530.462,,648.721,222.566,,305.909,262.348,290.585,238.377,105.774,105.788,,290.704,516.339,,,,,199.143,,181.036,,132.618,,,
2005-09-05,2762.932,5597.788,11136.776,3886.844,10273.998,749.256,5223.612,3752.063,24018.053,563.355,229.333,1325.783,4664.7,125.147,9700.893,348.976,87.624,7375.666,212.147,4997.13,3463.033,14564.831,6751.629,5348.647,3815.117,3179.08,2820.952,39.161,,,938.957,1040.439,590.43,562.589,1117.958,1053.448,388.572,303.108,,348.63,120.902,124.242,324.434,5000.089,630.302,187.39,1098.491,148.554,289.526,149.916,,124.052,509.737,279.301,880.18,159.254,127.479,3220.712,84.922,84.922,,,,474.783,99.75,123.17,,,,529.766,,651.797,238.821,,331.163,275.818,294.138,265.273,102.602,102.087,,340.203,602.831,,,,,236.443,,178.8,,128.838,,,
2005-10-05,2591.231,5372.344,10861.862,3606.843,10047.134,718.357,4999.397,3636.167,22452.929,537.389,236.543,1237.153,4608.809,121.457,9497.219,337.599,86.604,6813.028,205.005,4800.817,3339.128,13747.397,6851.559,5185.766,3752.529,2988.439,2621.615,35.325,,,905.278,1009.761,615.56,520.664,1114.871,928.468,377.918,272.207,,327.901,127.781,131.673,317.604,4887.5,568.565,194.313,985.687,147.696,269.592,149.893,,129.182,462.003,259.971,832.453,158.79,130.171,2764.759,85.66,85.66,,,,458.909,97.142,120.93,,,,545.616,,647.888,241.424,,329.421,282.594,301.281,288.719,101.111,100.048,,317.532,548.919,,,,,235.349,,181.163,,130.728,,,
2005-11-05,2688.127,5560.628,11116.441,3802.611,10268.933,728.77,5085.365,3764.037,23080.539,554.551,250.79,1267.265,4805.567,124.487,9991.619,338.915,90.218,6809.311,208.569,5007.754,3322.783,13963.4,7090.089,5209.151,3904.158,3255.811,2705.845,37.812,,,908.344,1034.953,733.951,532.21,1115.25,918.377,401.283,299.062,,366.66,141.141,145.442,313.832,5295.051,622.533,215.431,1040.954,127.123,267.311,129.113,,137.18,500.027,283.268,995.128,150.932,127.3,2774.435,82.518,82.518,,,,463.303,91.319,120.287,,,,589.479,100,642.521,247.175,,330.463,303.986,311.891,271.022,92.975,92.416,,343.93,594.939,,,100,,216.356,,186.294,,132.755,,,
2005-12-05,2751.091,5769.973,11604.482,3972.441,10943.99,772.73,5260.693,3918.835,23301.057,591.634,261.643,1325.236,5217.826,132.231,10491.625,336.411,97.952,7048.88,222.981,5210.7,3377.748,14923.488,7243.493,5359.2,3906.351,3224.43,2650.928,39.025,,,967.723,1099.333,840.492,559.418,1265.04,901.481,437.131,327.778,,402.279,133.049,136.123,317.18,5548.371,623.948,218.53,1096.518,128.588,292.131,133.13,,141.874,556.321,303.566,1027.522,139.077,119.085,2798.333,79.142,79.142,,,,440.45,89.682,119.288,,,,515.692,203.447,659.126,317.958,,321.202,319.142,311.188,269.479,90.254,91.107,,356.389,629.388,,,96.634,,186.031,,185.326,,136.384,,,
2006-01-06,2946.959,6432.085,12429.46,4321.595,11209.697,810.294,5687.4,4251.879,24570,630.202,260.629,1394.295,5480.924,146.568,11010.245,329.659,102.852,7791.556,232.12,5503.886,3601.793,15762.379,7681.409,5678.62,4012.973,4032.299,2750.493,44.517,,,1042.143,1218.53,943.33,626.442,1600.734,985.371,491.091,352.592,,438.483,134.895,138.341,326.724,6009.659,730.883,229.021,1178.314,121.802,330.446,125.5,,158.395,645.539,312.872,1174.631,124.799,107.585,3480.407,88.636,88.636,,,,461.415,97.921,128.845,,,,521.277,169.055,690.276,469.595,,326.731,346.577,385.658,275.238,93.175,95.623,,425.666,742.605,,,127.036,,197.635,,196.379,,143.679,,,
2006-02-06,2907.756,6329.313,12585.299,4243.663,11250.307,838.892,5624.985,4273.568,24613.816,649.665,254.515,1406.846,5434.523,154.589,11231.301,320.663,101.926,7843.615,247.869,5655.396,3738.092,15698.062,7579.495,5641.919,4017.045,4112.088,2869.705,45.919,,,1097.64,1285.212,980.853,617.774,1443.563,1011.814,495.799,361.422,,426.166,130.9,134.642,338.208,5925.12,713.39,229.363,1181.096,99.1,319.438,102.777,,164.43,609.315,311.138,1248.86,115.746,103.428,3318.94,86.634,86.634,,,,448.503,98.278,133.531,,,,462.319,276.642,661.258,363.486,,341.073,399.827,410.325,270.433,87.685,90.483,,461.123,785.692,,,133.785,,208.289,,191.68,,150.978,,,
2006-03-06,2922.493,6547.715,12826.898,4309.897,12026.76,931.377,5956.974,4461.975,24953.947,681.662,252.974,1440.89,5573.614,151.879,11718.513,322.324,104.507,8702.374,270.368,5787.891,3812.824,17058.258,7771.261,5803.713,4068.566,3917.994,2851.715,47.386,,,1096.648,1262.683,987.892,620.575,1371.551,969.999,548.786,397.427,,424.409,112.717,116.609,343.887,5941.394,694.48,242.663,1165.963,102.657,315.529,107.009,,144.703,656.353,311.521,1096.825,116.729,102.269,3571.621,77.912,77.912,,,,456.495,98.844,172.522,,,,440.431,306.83,703.791,386.669,,333.227,390.933,433.318,267.85,86.131,88.359,,464.96,794.292,,,124.843,,211.98,,198.431,,164.507,,,
2006-04-06,3190.836,6861.433,13562.144,4520.335,12788.44,990.307,6160.043,4685.854,26355.103,704.059,263.625,1507.403,5735.855,158.115,12177.674,343.345,107.546,9501.561,280.265,6162.591,3987.383,17944.882,8271.713,6148.039,4122.201,4295.674,2904.879,49.869,,,1210.358,1314.52,965.63,623.667,1348.655,1079.422,625.867,411.385,,453.209,119.55,124.062,358.568,6260.568,812.998,243.026,1350.887,101.46,343.436,106.792,,115.987,681.497,342.753,1154.586,98.168,86.273,4279.071,75.292,75.292,,,,469.157,105.941,188.279,,,,458.94,333.402,709.426,391.797,,320.728,377.573,492.669,277.835,79.025,81.013,,518.255,894.672,,,130.745,,204.76,,230.311,,179.31,,,
2006-05-06,3014.086,6468.94,13142.496,4401.322,12225.079,931.823,6072.697,4513.233,24870.86,692.246,246.168,1507.475,5379.218,147.058,11686.117,318.444,100.927,9052.882,270.524,5663.417,3891.765,16792.296,8024.447,6029.86,4000.222,3600.325,2708.603,47.298,,,1369.592,1222.604,778.859,579.755,1118.044,960.779,537.308,353.094,,418.686,116.484,120.692,350.067,5573.297,730.728,243.943,1193.631,86.245,312.388,91.569,,95.606,577.785,319.829,833.749,85.838,77.997,3507.546,73.023,73.023,,,,427.546,108.059,191.586,,,,457.795,272.711,750.806,384.043,,318.427,316.873,439.921,297.202,77.137,78.863,,446.769,836.676,,,126.003,,206.084,,246.853,,185.851,100,,
2006-06-06,3038.805,6438.956,13018.31,4332.821,12093.98,905.959,6142.762,4470.388,24937.419,682.648,223.786,1516.202,5319.717,147.653,11671.699,298.851,99.819,8711.667,273.361,5802.356,3944.204,16846.976,8011.65,6090.126,4004.709,3822.962,2669.478,48.277,,,1411.684,1227.546,678.202,608.846,1007.088,890.409,538.869,360.369,,411.814,117.504,121.549,339.994,5715.288,801.562,227.282,1194.301,85.058,299.691,89.184,,112.377,558.326,314.283,773.576,77.974,73.433,3754.969,73.453,73.453,,,,400.178,108.794,236.791,,,,394.292,226.33,728.997,399.192,,331.993,326.754,449.103,312.122,76.668,78.557,,449.54,877.137,,,126.249,,202.467,,242.109,,168.613,100.341,,
2006-07-06,3075.875,6457.599,13375.684,4346.225,12047.145,897.011,6182.911,4454.986,25370.701,678.711,227.123,1523.122,5290.287,149.245,11962.868,299.854,99.269,8969.95,277.128,5814.931,4072.659,16573.234,8264.537,6229.628,4018.081,3864.626,2678.882,49.558,,,1309.731,1240.779,774.437,636.473,1171.539,963.621,573.347,360.713,,411.17,112.077,116.262,349.204,6107.9,859.594,261.539,1393.84,87.388,310.09,92.868,,93.089,558.699,300.913,835.808,76.308,71.776,3723.521,74.454,74.454,,,,409.549,115.697,252.787,,,,389.564,231.779,718.494,319.965,,337.701,342.004,439.05,361.281,74.355,76.313,,456.13,917.832,,,138.487,,202.815,,258.648,,164.521,97.774,,
2006-08-06,3170.58,6521.874,14044.817,4522.474,12834.997,939.961,6386.521,4617.312,26268.416,735.464,237.131,1586.101,5369.727,154.213,12566.321,313.857,100.752,8796.528,285.494,6016.261,4209.472,17204.586,8485.741,6381.202,4115.145,3843.832,2773.746,50.639,,,1367.56,1282.081,828.954,644.422,1282.287,919.417,607.133,394.697,,421.361,117.467,122.076,358.335,6321.972,865.253,259.372,1284.851,84.136,316.06,90.713,,95.26,557.509,311.978,887.127,86.938,80.208,3561.327,84.672,84.672,,,,420.809,115.326,260.814,,,,408.694,245.082,774.4,342.686,,363.685,328.061,496.043,449.056,77.508,80.986,,500.697,907.169,,,139.013,,206.697,,263.799,,171.073,104.963,,
2006-09-06,3129.385,6657.896,14517.761,4387.911,13150.731,916.866,6443.653,4686.863,26518.249,742.74,239.187,1583.791,5283.342,155.182,12959.968,324.677,99.133,8173.212,292.951,6200.73,4434.179,18006.349,8612.949,6349.198,4219.909,3773.164,2887.152,52.523,,,1460.336,1290.139,813.228,637.675,1337.044,912.87,638.646,425.742,,434.345,120.72,125.429,360.053,6630.934,890.892,289.945,1250.046,81.138,319.849,86.955,,95.531,522.079,324.979,847.252,87.141,79.576,3503.012,88.088,88.088,,,,434.318,115.999,249.259,,,,391.213,265.184,833.573,346.635,,381.633,348.582,493.817,424.597,81.886,84.947,,467.524,845.03,,,139.713,,217.579,,293.043,,177.17,97.669,,
2006-10-06,3387.723,7019.327,14941.349,4598.778,13727.919,951.807,6617.658,4921.635,27014.746,774.42,246.338,1648.793,5375.324,165.25,13017.165,350.112,100.815,8873.527,300.381,6716.025,4763.052,19154.094,8843.221,6666.198,4364.118,4095.482,3094.941,56.147,,,1579.027,1373.846,882.599,691.788,1365.447,1000.484,661.508,454.018,,432.513,131.972,136.885,374.653,7085.145,934.945,309.357,1364.658,77.731,344.891,84.412,,82.805,580.001,327.716,974.548,83.933,77.195,3830.538,88.526,88.526,,,,473.223,131.439,251.258,,,,395.821,268.921,906.814,348.193,,459.166,371.817,498.949,422.264,85.733,87.955,,468.855,904.011,,,153.962,,224.044,,349.429,,185.829,91.969,,
2006-11-06,3527.191,7350.784,15237.606,4731.96,14624.185,984.099,6880.471,5147.836,28572.035,806.9,252.59,1741.323,5413.51,174.77,13380.16,365.746,101.485,9692.775,316.129,7195.39,4990.028,19927.569,9125.85,6829.163,4450.719,4344.413,3284.725,62.284,,,1939.54,1452.991,855.396,741.349,1378.055,1086.325,725.856,479.979,,456.681,120.483,125.346,416.248,7402.714,993.909,318.034,1507.465,65.01,361.48,69.256,,72.346,624.621,362.007,906.602,70.523,66.256,4439.76,84.185,84.185,,,,477.698,133.657,264.699,,,,362.102,319.314,982.05,306.665,,503.737,353.297,508.207,371.824,81.368,83.184,,523.03,994.729,,,153.776,,268.094,,343.765,,190.15,91.997,100,
2006-12-06,3645.393,7912.917,15991.746,4701.402,15269.55,1012.601,7124.206,5360.599,30373.11,873.03,248.942,1776.772,5548.216,178.576,13896.07,396.109,103.976,10314.442,330.83,7645.709,5072.244,21585.616,9288.666,7002.593,4504.774,4701.123,3428.325,71.366,854.035,,2442.933,1484.632,956.13,753.453,1481.16,1205.315,764.242,494.958,,455.347,124.978,129.974,434.979,7847.751,1014.243,348.894,1536.718,75.11,326.04,80.796,,69.916,670.54,367.018,955.864,73.148,67.2,4681.892,85.132,85.132,,,,553.515,137.155,264.947,,,,356.434,398.332,1017.829,262.771,,517.402,330.555,524.604,400.906,80.577,82.072,,536.726,1028.24,,,150.872,,271.062,,347.784,,192.415,99.975,148.009,
2007-01-07,3653.599,7951.875,16033.921,4689.05,15686.785,1051.157,7102.602,5438.544,30859.695,830.929,262.361,1775.681,5595.169,189.619,13932.98,395.845,104.82,10743.729,335.731,7945.638,5175.449,21855.817,9462.444,6991.664,4586.413,4749.329,3576.294,68.341,813.643,,2740.099,1576.444,912.232,747.825,1431.469,1128.503,727.869,507.583,,435.387,124.313,128.427,480.098,8043.265,1105.99,383.871,1594.877,68.227,326.34,72.892,,61.494,672.529,356.951,1026.067,74.715,67.463,4613.079,77.694,77.694,,,,635.092,152.004,275.23,,,,390.193,362.729,1013.84,266.946,,534.303,382.97,582.705,475.745,81.306,82.427,,511.58,967.127,,,160.834,,293.748,,388.891,,212.813,114.631,220.058,
2007-02-07,3784.77,7810.57,15942.029,4723.754,15715.028,1060.527,7106.511,5487.972,30066.093,860.402,267.501,1756.519,5820.319,182.624,13950.872,388.325,109.046,10498.7,344.558,7992.455,5148.19,21186.594,9277.333,6982.167,4502.528,4616.938,3527.498,67.14,793.092,,2772.029,1518.287,864.979,733.102,1535.814,1117.262,702.484,463.761,,454.834,131.233,134.325,482.533,7730.789,1221.839,361.383,1499.414,70.165,347.81,72.135,,71.842,675.242,363.25,1029.072,75.976,69.507,4529.396,79.357,79.357,,,,550.466,159.607,280.479,,,,413.979,373.757,913.415,256.323,,571.421,377.733,602.234,523.116,80.526,81.259,,495.009,968.753,,,165.035,,286.24,,375.007,,202.257,110.747,221.756,
2007-03-07,3994.487,8372.652,16625.559,4855.609,16548.568,1123.012,7325.656,5728.564,30535.432,866.247,276.125,1792.585,5745.628,188.624,14958.874,401.018,107.6,11057.755,345.952,8435.304,5303.8,22471.99,9534.86,7213.819,4551.226,4991.657,3667.261,69.728,822.484,,2991.888,1568.165,902.634,798.85,1533.809,1175.344,748.378,478.347,,469.193,145.888,148.493,514.547,8314.007,1268.089,380.109,1674.401,70.153,337.554,71.862,,69.115,718.192,355.247,1096.079,67.523,64.37,4576.39,79.787,79.787,,,,565.901,158.147,300.042,,,,390.9,387.97,938.731,270.401,,589.7,381.933,654.187,539.953,78.27,78.53,,505.203,1037.886,,,162.05,,269.352,,403.237,,200.333,115.454,189.195,
2007-04-07,4233.778,8750.275,17496.311,5150.662,17707.543,1223.913,7925.366,6282.585,31241.296,893.163,295.387,1932.522,5633.945,197.172,16367.156,425.969,105.458,11736.387,376.174,8798.837,5372.9,25168.321,10248.065,7533.507,4746.318,5306.998,4093.863,72.352,850.745,,3522.78,1639.232,940.69,876.21,1594.651,1304.079,809.922,536.298,,497.639,151.938,153.77,548.913,8464.699,1465.005,391.707,1781.952,74.488,357.85,76.647,,65.002,777.205,354.445,1161.041,70.276,66.676,4705.498,77.195,77.195,,,,568.815,161.64,327.564,,,,382.82,384.84,966.362,271.797,,629.641,421.29,703.3,585.736,82.544,81.297,,501.702,1007.161,,,171.227,,258.296,,434.621,,203.376,119.162,159.916,
2007-05-07,4300.513,8889.85,17576.209,5593.021,18093.833,1302.959,8128.11,6563.358,31845.937,934.756,305.672,1917.634,5725.976,205.63,16288.693,438.309,107.111,12062.884,403.69,9232.146,5683.483,24873.211,10143.033,7662.132,4912.532,5930.911,4191.747,77.803,912.66,,3990.668,1709.554,1015.852,887.752,1693.047,1354.323,846.417,573.548,,538.819,174.217,174.923,568.746,9461.01,1562.658,434.427,1796.381,84.229,380.455,87.366,,65.604,751.628,368.348,1260.02,82.094,77.762,5062.216,87.453,87.453,,,,583.843,148.95,331.681,,,,367.997,370.486,970.054,273.247,,654.572,440.178,687.992,613.528,89.602,87.305,,463.058,952.874,,,176.474,,243.108,,448.696,,198.162,119.762,193.231,
2007-06-07,4416.606,8817.157,17484.403,5586.466,17637.026,1304.215,8095.06,6687.013,32297.609,898.641,303.745,1885.509,5708.811,200.994,16247.645,453.81,106.863,12763.784,409.261,9323.043,5544.722,24519.676,9888.177,7761.584,4830.393,6184.248,4423.957,86.777,1026.873,,3992.652,1671.005,1061.944,900.732,1689.865,1512.992,868.186,578.051,,554.962,177.37,177.973,559.934,9395.612,1694.775,459.958,1905.527,84.741,398.762,87.496,,62.105,737.63,405.618,1268.802,80.272,77.102,4887.15,86.59,86.59,,,,634.649,158.99,325.004,,,,371.543,400.808,1044.267,264.861,,681.593,470.5,667.276,656.392,90.536,89.875,,513.234,1033.084,,,202.537,,246.649,,486.84,,189.653,113.65,173.345,
