Date,AUD,AUST,BELG,CAD,DNMK,FNLD,FRA,GER,HNGK,IRLD,ISRL,ITA,JPY,GREC REB,NTHRL,NZL,NHNKBU,NRWY,PRTGL,SNGPR,SPA,SWE,SWISS,UK,US,BRA,CHL,CHN,CHN50,CHN-A,CHN-A50,GREC,CLMB,CZCHRPB,EGYPT,HUNG,INDO,INDI,INDI.D,KOR,KUWT,KUWT.D,MLYS,MXCO,PRU,PHLPN,PLND,QATR,THAIL,QATR.D,SADIA,SADIA.D,STHAF,TAIW,TRKY,UAE,UAE.D,ARGNT,BAHRN,BAHRN.D,BNGLDSH,BSNIA,BTSWNA,ESTN,BULGR,CROTIA,GHNA,IVRYCST,JMCA,JRDN,KZKSTN,KNYA,LBNON,LTHNIA,MAURITH,PKSTN,MRCCO,NGER,OMAN,OMAN.D,PKSTN.D,RUSS.GRW,RUSS.VAL,PKSTN.VAL,PNMA,ROMAN,SNGL,SRI.LNK,SRBIA,SLOVIA,TRNDAD,TNSIA,UKRN,VTNAM,ZMBWE
1969-12-69,100,100,100,100,100,,100,100,100,,,100,100,,100,,,100,,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-70,96.92,100.051,101.067,102.493,100.678,,103.938,95.232,105.587,,,104.183,98.486,,94.638,,,104.033,,98.978,103.941,96.232,97.5,99.383,92.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-70,95.85,98.924,101.267,107.088,99.241,,101.171,92.512,113.115,,,101.428,99.768,,95.525,,,102.299,,100.575,109.047,90.238,95.886,94.182,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-70,95.575,98.416,101.957,108.227,96.918,,100.13,93.39,117.773,,,105.097,103.893,,96.899,,,107.371,,98.053,105.739,92.891,95.857,96.612,98.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-70,84.926,101.021,100.935,95.896,93.411,,94.308,89.142,118.334,,,104.872,91.389,,90.929,,,104.613,,91.945,97.249,83.629,86.782,86.858,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-70,79.47,101.202,97.124,86.828,89.913,,91.884,80.844,115.137,,,95.026,89.027,,88.813,,,100.616,,91.681,92.802,77.98,84.604,82.614,85.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-70,89.789,103.864,98.128,91.242,90.127,,89.812,77.929,120.788,,,90.617,90.73,,88.925,,,105.803,,92.387,96.399,83.57,85.101,86.466,81.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-07-70,92.703,105.161,104.009,97.821,86.911,,95.094,82.744,129.612,,,93.198,90.997,,96.773,,,113.389,,93.348,98.692,91.045,88.384,89.798,87.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-08-70,92.038,109.731,103.779,102.311,91.658,,94.766,83.787,135.158,,,93.299,90.094,,103.306,,,124.906,,92.459,99.066,85.35,92.324,89.704,91.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-09-70,92.216,111.824,104.731,109.037,88.686,,92.184,82.492,132.97,,,91.074,89.131,,101.658,,,128.526,,93.325,95.809,83.328,88.406,95.07,94.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-10-70,83.818,110.493,106.34,107.571,90.969,,93.619,81.325,129.165,,,87.081,90.358,,101.773,,,131.298,,94.218,99,74.867,87.338,94.962,93.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-11-70,79.769,111.281,104.938,112.744,92.421,,92.919,78.446,135.149,,,85.424,87.839,,91.623,,,130.519,,93.188,99.057,81.398,83.876,88.586,99.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-12-70,80.809,111.455,107.181,115.836,93.467,,94.83,76.16,145.362,,,82.422,88.621,,93.449,,,134.215,,96.148,96.299,80.997,86.797,94.235,104.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-01-71,79.039,110.027,116.396,119.716,94.663,,99.711,87.16,152.572,,,83.551,93.552,,95.937,,,144.28,,102.399,102.815,87.038,94.62,94.634,109.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-02-71,77.621,111.19,119.681,119.574,92.44,,99.162,90.951,145.231,,,86.04,97.927,,96.272,,,144.716,,101.441,104.006,91.263,95.189,93.033,110.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-03-71,81.96,109.936,117.423,124.909,89.542,,97.337,91.874,146.23,,,83.133,106.087,,97.59,,,130.56,,103.769,100.947,94.244,100.24,101.16,115.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-04-71,79.033,111.962,121.092,124.645,89.927,,97.379,86.343,157.685,,,80.46,111.659,,102.131,,,137.582,,106.325,101.899,91.332,103.141,112.496,119.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-05-71,76.873,117.827,122.671,121.303,89.151,,102.741,90.516,170.784,,,75.217,110.941,,103.583,,,156.007,,116.87,104.644,94.607,99.284,116.771,115.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-06-71,77.642,116.598,124.006,120.632,89.617,,100.85,90.781,207.468,,,75.091,121.637,,102.501,,,177.327,,121.023,104.407,95.675,104.02,118.905,116.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-07-71,74.59,117.626,128.914,120.928,94.419,,103.788,95.577,205.337,,,72.346,122.295,,104.452,,,172.437,,127.265,108.529,96.383,106.38,127.017,112.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-08-71,72.106,116.756,127.624,125.772,98.528,,100.99,93.843,243.702,,,70.58,114.296,,99.857,,,178.525,,131.31,112.231,97.707,107.597,128.899,116.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-09-71,65.038,118.845,123.823,124.729,99.454,,92.517,92.894,257.99,,,67.828,118.163,,94.191,,,166.678,,142.749,110.929,95.569,103.853,129.17,115.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-10-71,65.387,119.147,120.801,118.794,99.532,,86.607,85.958,251.268,,,69.213,113.602,,90.869,,,149.466,,147.369,114.216,99.916,96.165,125.963,111.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-11-71,64.457,118.152,124.836,118.485,97.118,,92.601,88.326,191.517,,,67.661,121.595,,88.714,,,145.535,,152.739,114.116,106.831,106.267,129.396,111.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-12-71,79.501,120.881,131.093,132.233,102.994,,96.386,94.953,234.68,,,72.593,137.317,,95.071,,,159.359,,157.439,121.66,110.354,110.626,139.603,118.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-01-72,77.068,122.454,139.478,138.434,109.319,,102.747,101.939,232.448,,,75.357,148.362,,102.386,,,155.837,,168.126,127.385,115.011,119.988,147.454,121.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-02-72,85.016,126.57,146.785,143.148,113.49,,109.571,110.614,241.072,,,70.531,161.969,,107.986,,,154.391,,179.833,132.037,114.026,126.115,156.631,124.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-03-72,87.899,126.368,154.211,143.49,112.991,,123.221,116.598,253.053,,,71.858,170.436,,106.259,,,160.328,,215.271,138.225,122.696,129.529,157.251,126.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-04-72,86.271,127.713,153.278,144.268,120.121,,126.64,113.643,283.063,,,75.785,179.437,,106.812,,,158.735,,219.933,144.96,125.091,129.206,162.391,127.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-05-72,90.094,137.2,155.763,152.174,131.53,,134.174,116.862,308.303,,,78.344,194.676,,119.358,,,157.287,,216.938,151.31,120.475,138.806,159.362,127.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-06-72,92.602,138.154,157.539,155.318,144.73,,129.073,115.11,324.697,,,78.9,202.531,,116.154,,,177.434,,225.793,154.751,121.916,128.821,144.851,125.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-07-72,87.456,161.074,166.953,154.899,147.287,,137.926,121.76,353.671,,,77.316,219.908,,123.188,,,182.855,,258.07,159.189,124.874,137.744,153.165,124.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-08-72,88.081,157.705,165.193,165.655,151.261,,139.114,119.092,325.922,,,77.832,225.42,,124.286,,,188.296,,268.951,165.501,130.463,142.254,154.264,129.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-09-72,85.365,156.23,165.851,164.794,149.317,,137.283,114.894,355.849,,,76.985,235.724,,117.939,,,178.144,,258.058,163.386,129.636,141.534,137.493,129.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-10-72,90.653,159.045,164.875,161.46,186.275,,131.781,112.651,457.128,,,78.678,243.398,,119.123,,,169.969,,273.73,174.881,128.127,140.15,137.254,131.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-11-72,93.6,164.283,166.597,169.105,197.814,,123.151,114.39,481.407,,,85.902,286.819,,121.357,,,173.358,,359.144,172.448,132.158,135.578,147.078,136.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-12-72,96.273,166.527,173.123,176.136,219.112,,120.388,112.605,616.171,,,83.308,311.61,,123.269,,,173.766,,501.442,171.734,128.963,142.33,145.08,138.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-01-73,99.534,183.899,185.225,175.909,246.367,,128.956,119.84,720.907,,,77.41,316.923,,130.032,,,202.92,,582.733,184.065,134.752,148.461,135.967,135.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-02-73,100.731,200.344,216.373,172.243,259.208,,146.231,130.327,1354.275,,,87.712,343.744,,140.895,,,223.079,,513.532,206.107,143.466,160.274,138.001,129.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-03-73,100.652,213.171,219.082,172.697,254.514,,154.641,137.669,1069.798,,,96.022,344.66,,147.01,,,255.038,,525.512,219.601,139.036,157.175,138.007,127.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-04-73,94.406,219.103,223.516,165.355,260.198,,165.286,130.471,618.827,,,96.489,306.562,,144.129,,,319.918,,407.286,226.441,142,150.033,139.794,123.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-05-73,102.356,219.078,233.888,158.983,273.892,,170.304,122.867,631.768,,,106.656,314.579,,143.934,,,370.715,,501.274,212.338,151.015,165.248,144.328,121.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-06-73,99.952,245.678,250.438,162.352,301.699,,177.086,136.624,536.04,,,121.109,320.233,,146.733,,,400.374,,523.624,217.178,158.577,173.563,143.828,121.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-07-73,101.925,254.253,242.928,171.435,315.573,,166.554,131.96,593.188,,,95.173,339.74,,147.048,,,399.609,,491.31,222.374,161.244,161.502,133.414,126.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-08-73,90.849,241.023,223.668,171.09,292.621,,153.762,127.44,509.086,,,104.177,323.753,,138.145,,,366.123,,403.897,226.607,148.902,153.978,126.191,122.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-09-73,88.114,243.246,233.861,176.88,282.361,,157.477,128.065,457.153,,,101.109,306.423,,142.609,,,371.841,,434.816,241.79,149.063,162.127,128.342,126.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-10-73,93.369,236.598,241.142,190.083,279.983,,160.3,135.721,527.766,,,104.553,304.958,,140.528,,,393.227,,455.4,239.834,152.651,165.006,133.073,127.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-11-73,85.512,214.296,203.762,171.856,232.171,,131.585,112.707,447.96,,,91.766,263.148,,115.523,,,367.698,,377.366,212.664,133.981,140.995,113.411,114.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-12-73,84.606,208.256,198.397,170.623,230.993,,124.956,107.545,375.096,,,91.785,248.746,,117.329,,,397.56,,336.333,215.12,132.635,136.956,107.374,116.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-01-74,95.804,204.161,194.908,176.11,217.919,,125.183,112.909,396.302,,,88.592,247.978,,115.677,,,422.142,,345.737,226.299,136.059,141.188,103.003,114.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-02-74,104.755,211.392,201.898,183.034,223.207,,131.975,109.595,337.266,,,90.041,257.623,,115.137,,,396.334,,344.185,233.375,147.977,138.352,110.319,114.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-03-74,98.39,226.402,201.461,178.88,208.732,,123.558,115.748,298.827,,,106.808,262.08,,116.481,,,379.569,,322.836,230.081,160.909,145.077,92.803,111.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-04-74,94.827,232.118,208.851,166.256,215.013,,118.227,125.05,268.995,,,100.19,266.083,,122.015,,,379.707,,288.261,246.553,167.375,144.587,100.459,107.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-05-74,81.115,231.46,188.346,153.484,210.26,,113.146,117.484,355.05,,,88.206,275.771,,115.893,,,326.68,,321.856,239.361,153.328,125.772,90.432,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-06-74,76.291,227.104,179.255,148.29,201.723,,104.43,113.472,354.567,,,78.846,266.144,,111.741,,,312.054,,298.909,243.706,149.896,129.675,82.011,102.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-07-74,64.471,223.575,185.389,150.805,192.558,,108.371,111.291,298.679,,,79.364,239.773,,114.707,,,323.533,,257.359,245.043,155.679,134.496,76.97,94.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-08-74,63.324,217.068,165.263,136.095,174.236,,95.295,108.982,231.594,,,68.33,213.469,,100.609,,,277.113,,225.826,227.026,140.17,118.014,65.925,86.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-09-74,44.833,213.777,154.665,122.336,180.305,,80.721,104.244,189.977,,,63.412,215.877,,90.464,,,226.599,,200.753,197.994,136.975,107.353,58.385,76.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-10-74,56.27,223.58,167.795,135.834,186.391,,87.863,110.449,203.043,,,64.21,197.977,,92.184,,,266.31,,210.023,195.79,148.728,116.968,60.741,89.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-11-74,58.686,225.627,172.335,124.259,183.832,,90.902,121.105,162.309,,,67.822,218.609,,95.412,,,252.85,,174.157,211.405,143.548,119.148,51.63,85.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-12-74,56.475,239.467,169.979,125.19,206.075,,96.744,126.105,162.127,,,61.06,209.823,,98.921,,,238.247,,173.907,196.793,148.224,119.896,53.011,84.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-01-75,69.593,246.745,198.101,144.779,220.481,,122.701,142.53,218.312,,,67.207,220.491,,124.319,,,266.288,,266.549,199.941,164.568,149.369,82.917,94.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-02-75,71.006,260.542,212.371,148.819,231.814,,125.727,161.977,250.029,,,74.075,252.746,,136.111,,,274.995,,325.928,209.959,181.243,158.789,105.234,100.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-03-75,69.792,259.091,207.845,144.666,219.674,,135.401,160.123,264.567,,,72.151,259.137,,134.467,,,264.399,,350.496,199.73,177.362,155.195,96.691,103.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-04-75,68.711,255.402,216.935,146.933,239.179,,147.987,163.177,299.358,,,71.868,259.907,,138.364,,,281.301,,345.287,208.93,184.416,163.199,111.863,108.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-05-75,75.843,253.368,218.477,150.099,250.238,,144.591,153.705,297.46,,,70.278,258.724,,132.797,,,272.85,,321.712,198.927,179.825,161.297,115.791,113.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-06-75,73.772,252.578,211.107,153.947,244.633,,135.827,154.471,298.734,,,62.15,261.687,,136.956,,,268.121,,287.094,190.672,187.699,160.478,97.902,118.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-07-75,72.413,231.162,198.654,152.762,235.998,,136.897,153.709,280.037,,,54.634,248.368,,128.886,,,261.86,,265.121,180.878,178.613,151.897,93.64,110.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-08-75,70.011,228.896,199.743,151.522,238.489,,136.509,146.226,274.677,,,54.487,237.442,,129.426,,,254.547,,255.737,184.212,170.919,145.041,105.995,108.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-09-75,74.866,221.964,176.903,144.206,231.581,,126.188,139.907,282.299,,,51.592,222.522,,118.823,,,208.828,,251.722,171.982,172.994,134.121,104.728,104.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-10-75,77.16,232.153,184.357,138.041,252.049,,135.679,157.904,289.599,,,53.648,246.591,,130.038,,,217.304,,278.222,180.303,182.087,154.361,111.038,111.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-11-75,82.536,227.31,192.4,149.255,251.07,,141.817,161.835,308.41,,,55.677,248.794,,140.011,,,201.33,,269.349,201.74,176.827,161.994,109.175,115.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-12-75,85.213,232.484,193.58,144.24,255.355,,140.459,163.962,342.399,,,55.776,251.691,,148.667,,,202.436,,284.885,197.087,179.603,169.36,114.514,114.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-01-76,86.791,236.983,211.685,159.993,273.554,,142.995,167.766,411.179,,,54.359,267.278,,161.058,,,243.046,,352.28,184.168,188.434,175.969,125.94,127.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-76,88.333,240.391,206.551,168.746,264.474,,149.885,170.712,440.02,,,54.283,269.243,,158.979,,,226.046,,342.97,157.158,189.497,175.145,122.03,126.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-76,86.374,246.1,199.859,166.716,263.828,,139.416,177.523,459.787,,,44.278,269.239,,166.52,,,216.745,,314.618,149.682,191.654,175.964,114.88,130.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-76,88.505,244.145,201.23,169.767,266.944,,132.953,167.041,429.894,,,39.849,271.07,,167.403,,,212.815,,334.891,161.042,211.48,174.619,115.111,129.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-76,89.516,241.482,191.287,171.032,273.694,,131.491,162.097,408.342,,,42.766,272.665,,162.713,,,208.65,,322.278,156.095,201.303,176.234,103.261,127.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06-76,90.815,239.068,192.996,170.098,284.086,,128.465,164.815,420.533,,,45.773,286.394,,160.092,,,223.9,,329.156,144.62,199.603,179.884,103.561,133.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-76,100.188,246.436,193.114,167.831,288.223,,118.116,163.508,411.298,,,47.67,281.173,,159.991,,,229.778,,320.258,144.462,200.809,180.009,100.366,133.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-76,100.013,254.518,187.202,166.473,288.903,,117.883,164.011,423.216,,,46.039,291.125,,159.108,,,224.128,,333.85,141.522,189.691,180.038,95.575,132.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-09-76,92.054,263.425,186.985,164.594,283.67,,110.572,171.967,420.364,,,42.436,292.787,,158.335,,,230.893,,335.325,143.644,187.817,179.254,84.822,136.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-10-76,86.644,264.869,185.98,158.749,273.854,,102.737,161.546,401.431,,,36.865,277.544,,157.013,,,221.523,,316.641,135.011,172.954,173.092,73.848,133.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-11-76,68.53,257.389,199.572,139.042,262.298,,99.374,170.405,422.206,,,39.442,274.563,,163.144,,,231.084,,305.862,134.627,179.708,174.882,81.65,133.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-12-76,76.551,268.828,212.095,158.418,273.724,,112.159,174.996,482.315,,,40.962,316.493,,173.8,,,232.928,,324.525,125.716,191.066,187.181,100.155,140.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-01-77,77.998,264.134,205.225,153.869,271.771,,110.165,172.026,466.99,,,38.272,307.139,,174.661,,,222.634,,322.304,116.048,173.117,185.192,109.9,133.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
